t,1M,6M,1.0Y,2.0Y,3.0Y,5.0Y,10.0Y,20.0Y,25.0Y
0.0,0.0,0.004426075624029811,0.005253835000122085,0.004318883622182565,0.003970640257154424,0.003976281509303753,0.004407664109105775,0.004144964475160631,0.0033349818687580073
0.003968253968253968,0.0,0.004433516567991869,0.005254862915480777,0.004264168288418095,0.0038870062496821197,0.003858862299628291,0.004229377961260323,0.004002769466471757,0.003266474966091076
0.007936507936507936,0.0,0.004398847465086915,0.005187239717083803,0.004219753864056733,0.0038616352668197173,0.003852108254841176,0.004261241958842835,0.004037581026086616,0.0032726915544194547
0.011904761904761904,0.0,0.004420866464133175,0.005182524176632065,0.004250802000238158,0.0039210455340162875,0.00394413326394723,0.004417452318369646,0.004166498267920913,0.0033319878797818422
0.015873015873015872,0.0,0.004395952759788633,0.005135419324740481,0.004261130624573011,0.0039644716636614745,0.004017569987705506,0.004527907049570537,0.004215577593020572,0.0033229047514174584
0.01984126984126984,0.0,0.00446374928552242,0.005194431479930335,0.004261020554140267,0.003940081576934372,0.003971879225840825,0.004460288032187245,0.0041925706645182265,0.0033381706523077023
0.023809523809523808,0.0,0.004398304871991453,0.005133671674965694,0.004185622504455584,0.00386194538419676,0.003907350851248853,0.004485925096149243,0.004350449498305708,0.0034767630498740384
0.027777777777777776,0.0,0.004366531403257158,0.005104838260979576,0.004223728237053857,0.003931263402397831,0.0040054912137123125,0.004614786767159769,0.004404721268318317,0.00346964594088417
0.031746031746031744,0.0,0.004414248756128862,0.005139047780726796,0.004217876674667779,0.003914919870538356,0.00398818828281738,0.004632657269419876,0.004491023272259307,0.0035533212104850256
0.03571428571428571,0.0,0.004413913836378239,0.00513664937461839,0.004186120459513122,0.003869231645612092,0.003929652377560748,0.004563008839701039,0.004464469329824779,0.0035568989406223254
0.03968253968253968,0.0,0.0044152375879129005,0.005135736453638481,0.004125639046898487,0.0037792607743722256,0.003809926354307672,0.004403736108739689,0.004375374733310582,0.003538276777021752
0.04365079365079365,0.0,0.00436405868130048,0.00509631190642204,0.00412359156591159,0.0037899965902506183,0.0038312404046802607,0.00443403797420613,0.004380115131071876,0.003523129866841049
0.047619047619047616,0.0,0.0043060217244165555,0.005062270266354867,0.0040573953052508655,0.00369218878609756,0.003687571239055049,0.004173157577220396,0.004112679257779226,0.0033643749068902164
0.051587301587301584,0.0,0.004281558293667674,0.005034204119710335,0.004054716159001129,0.0037052888152693084,0.003722290141989196,0.004264751018162151,0.0042227703805958776,0.0034303310719677738
0.05555555555555555,0.0,0.004276877151512888,0.0050352929199525285,0.004064948376872199,0.0037160443726290673,0.0037290418037493624,0.004247028982450992,0.004172915186209076,0.0033879267924611326
0.05952380952380952,0.0,0.004334193525268927,0.005104636444608108,0.004170453245408394,0.0038356321391939466,0.0038569824744124214,0.004350748189906394,0.004168429852036094,0.003350512303852864
0.06349206349206349,0.0,0.004292745798708604,0.005046070084801874,0.004122575228485715,0.003800820372338614,0.0038442239308379336,0.004414437392724273,0.004293425361532861,0.0034366793798262024
0.06746031746031746,0.0,0.004293953194063257,0.0050485139910721195,0.004056531152015153,0.0037007159497182552,0.0037111357757107946,0.004241400032131486,0.004203773404103383,0.0034244721612363325
0.07142857142857142,0.0,0.004301968679857643,0.005057273847200185,0.004052329491107318,0.0036896262061838297,0.0036921134656795365,0.004206076102331952,0.004171963253135437,0.0034096795366706486
0.07539682539682539,0.0,0.004327540500226798,0.005097382141789442,0.004149913692825037,0.0038075160887350596,0.003819845946802822,0.004297508554169448,0.004127876718418451,0.0033313257969661302
0.07936507936507936,0.0,0.004352393157500888,0.005131405049972074,0.004289977153411442,0.004002294174515269,0.004072223965638724,0.004626593571188584,0.004325117690868316,0.0033950108453166547
0.08333333333333333,0.0,0.004330812225395713,0.0051076830725004805,0.004261012622846638,0.003972906490085559,0.004047627836999376,0.004633023170952999,0.004375193533980074,0.003437726469460508
0.0873015873015873,0.0,0.004328543075992248,0.005088354379062743,0.004290391105799368,0.004026370457850579,0.0041131208857801225,0.004670909271592034,0.004303504698734802,0.0033446385778587266
0.09126984126984126,0.0,0.004390675885994875,0.005161867247875441,0.004278936437994622,0.003971092499977418,0.0040167699954456355,0.004522184935585136,0.004232511235534518,0.003351084704079359
0.09523809523809523,0.0,0.004422278171865323,0.00519651749339859,0.0042933152125921754,0.003973363260486338,0.004003046304906101,0.004467650965446847,0.004165653614536114,0.0033134272210109095
0.0992063492063492,0.0,0.004380975612349607,0.005142585234336116,0.004285484436902988,0.003991454197837369,0.004047331100481748,0.004555950664791206,0.004227411207721586,0.0033269323348244077
0.10317460317460317,0.0,0.004420763664651997,0.005220201270300808,0.004305413925907258,0.003974250152553074,0.0039957043889804825,0.004452890943038528,0.004172028404944632,0.003333540387766127
0.10714285714285714,0.0,0.004317245034757889,0.0050917903570168255,0.004173876057889023,0.0038463774273244577,0.003876481722605049,0.004388185313523175,0.004203039421982133,0.003367427165299064
0.1111111111111111,0.0,0.00425933286271771,0.005041784229448369,0.004155739990479294,0.003844981839159466,0.0039010418908341834,0.004488567444299442,0.004343372462106972,0.0034572911332991165
0.11507936507936507,0.0,0.004246397394365424,0.005032281812524222,0.004193781154566712,0.0039093843024098855,0.003998324481002834,0.00465438339444163,0.004487517388144852,0.0035278749584668903
0.11904761904761904,0.0,0.004271941419221922,0.005053178426884811,0.004212205047178049,0.003927466369429185,0.004013410584479482,0.004652429789127272,0.004460404602980402,0.0035049554537347183
0.12301587301587301,0.0,0.004355132316046156,0.005166053510327827,0.0042269511288620144,0.0038811851204111855,0.0038945204656293114,0.00437189735790486,0.004184443862991106,0.003373696284925716
0.12698412698412698,0.0,0.0043613949166822555,0.005165362439874903,0.004250144013321223,0.003918646414019936,0.003946255012821345,0.0044435077484974595,0.00422674071731585,0.0033842062771953564
0.13095238095238093,0.0,0.004413664669267123,0.005213180515719462,0.004326472293130355,0.004011040818756949,0.004051082845008574,0.004543566538046047,0.004246192506579914,0.0033684307496468723
0.1349206349206349,0.0,0.004389010127570581,0.005181563204624805,0.004360814730078956,0.004078260536817939,0.004146011367788897,0.00465802915859007,0.004274516739030388,0.0033420453023244186
0.1388888888888889,0.0,0.004330740713890127,0.0051215408080653585,0.004387196730792971,0.0041504863248586175,0.004267202986122867,0.004858300789079075,0.004409663596131098,0.0033824541192226873
0.14285714285714285,0.0,0.004301394286021153,0.00508471171256552,0.004350708970987719,0.004117430769224108,0.0042427722020724,0.004872663059847074,0.004463983079246743,0.003421985142544988
0.1468253968253968,0.0,0.0042893162583524875,0.005083648488586882,0.004415119041250962,0.004213676724274345,0.0043700909620948475,0.005028837345094363,0.004529995169147566,0.0034247393208929563
0.15079365079365079,0.0,0.0042916420915445974,0.005087936730260903,0.004430033121246036,0.004233418354629713,0.0043933850922851375,0.005049428778123212,0.004528487538177869,0.0034162476142330068
0.15476190476190477,0.0,0.0043181380963195504,0.005122116200084851,0.004443651638029613,0.004233935757254968,0.004378901030082923,0.0050034229055582425,0.004487451607253484,0.0034020340606482065
0.15873015873015872,0.0,0.00429011224206654,0.005088633590320833,0.004362269607279306,0.0041325140555321495,0.0042695559559846885,0.004942747254882473,0.0045618332551134065,0.0034916360592957864
0.16269841269841268,0.0,0.004275122210192274,0.005064605243010537,0.0043597631185028265,0.004142462975526556,0.00428997560450947,0.004972613106380435,0.004563869560966237,0.0034757389343146768
0.16666666666666666,0.0,0.004290262037655351,0.005064116926121838,0.0043314727655415376,0.004100559608242445,0.004227423555435073,0.004861031360553105,0.004455649747272412,0.0034135257952159896
0.17063492063492064,0.0,0.004284067555301274,0.005061786472906815,0.00438177864092883,0.0041764620348648755,0.00432525264065325,0.004967385351187034,0.004476076398450875,0.0033908055969513154
