z1,z2
-0.18234977,1.0022703
-0.60439134,0.5458403
0.8252301,0.18179692
2.0571969,-0.9227568
-0.0061496645,-0.084384784
-0.9848974,0.5648617
0.09633139,-0.095518015
-0.041605018,1.7453696
-0.33524233,1.105318
-0.7896897,1.3542681
-0.54572093,1.4382153
2.0747592,-1.0414217
1.4556507,-0.35604644
0.9123413,0.23170573
-0.95489085,0.4929942
-0.8311011,1.4473509
0.9359866,0.23710069
1.3435568,-0.4536212
-0.06608067,1.7681226
-0.091239765,1.6577644
0.632258,0.12947111
1.7048861,-0.44595724
0.03911026,1.9008707
1.5093111,-0.41735995
-1.1383806,0.7201295
-0.66990066,1.5472536
1.7043738,-0.6557668
-0.41820598,-0.038249176
0.8252025,0.23319131
1.3756253,-0.3554822
0.5550276,1.0785441
-1.0377913,0.62473935
0.6682819,0.18006493
-0.5171801,0.42774892
-0.9915644,0.53987116
-1.0251945,0.6074067
-0.33300576,1.0519726
0.6953637,0.0208302
1.6623709,-0.33920196
0.016610473,-0.07287341
-0.55274236,0.87995416
-1.0201308,0.6810274
1.4873608,0.35583955
1.4952987,0.3658258
-0.73996747,0.47198927
-0.75877535,1.5399985
2.0127149,-0.9579311
1.9195892,-0.5673797
0.6652697,0.18312572
0.70854485,0.11201285
-0.33809018,0.8494816
0.020848483,-0.07015549
0.82690495,0.26490918
0.042904735,0.6568014
0.9170688,0.32985488
-0.6003357,0.2346001
0.6154324,-0.056773018
-0.35934505,1.0189676
-1.151637,0.6757333
0.71564114,0.31492555
-0.18039466,-0.09253287
0.15848447,0.6129325
1.4138106,-0.37807444
1.9682962,-0.8839291
2.0048642,-1.0645174
1.5503445,-0.4940102
1.7219939,-0.29699188
-0.61108285,0.57069695
0.7885585,0.18460739
0.91566306,0.47703266
-0.1934091,-0.052458912
-0.3409289,1.1127015
0.123649254,-0.09995468
-1.0016186,0.6057209
0.71589047,0.11705278
-2.3303423,0.44888765
-0.6617719,1.3182145
-0.98946995,0.580188
1.5677316,-0.57579315
-0.212445,1.1244985
0.3284679,-0.012324147
2.1009448,-1.1522346
2.1035862,-0.8646856
-0.0324037,1.7870302
0.79239386,0.09418258
-0.6596684,0.49043703
0.7060083,0.17614782
0.8207971,0.13818364
0.7543282,0.119712636
-0.9772934,0.586939
-0.47803396,1.5172669
-0.38777435,1.2829955
0.7306441,0.123795345
0.7108701,0.12531395
0.8773901,0.122352466
0.7164977,0.03614621
-0.6119422,0.33602536
0.11547722,1.915688
-0.77304184,1.3080842
-1.111756,0.6835878
-0.9503494,0.49973524
1.4404244,-0.36239615
-0.39014405,-0.047614265
1.7073311,-0.6308686
-0.34208804,-0.06890187
0.71065605,0.13208951
2.0892432,-1.1417305
0.18783371,-0.11856699
-0.335662,0.9648855
-0.03394483,1.6942685
1.6976413,-0.35342386
-0.33394235,-0.072690725
-0.66487855,1.2767413
1.6067779,-0.35616943
0.8793059,0.3436983
0.8083913,0.22578776
1.4528394,0.327739
1.6960242,-0.47356182
0.69562864,0.17747663
-0.7202612,1.2751182
-1.0802293,0.68739665
-0.7651791,1.5666237
0.5795161,-0.117075585
-2.3484743,0.44267672
-1.9294609,0.34605673
1.5335983,-0.45469165
-1.1670974,0.7301269
-0.4747488,1.439173
-1.1354312,0.71593964
0.104418024,-0.095492944
-0.396567,1.3200855
-0.32149076,1.1596589
0.082280934,-0.06957129
0.71363527,0.10585527
0.6851168,0.08613739
-0.6374223,0.33287573
0.80408746,0.15084147
-0.9901334,0.58648485
-0.9974734,0.6001652
1.5292323,0.34589317
-0.6754907,1.2638572
-0.07971894,1.6743292
0.37698114,0.037865147
1.6644431,-0.57289916
0.77293336,0.18870547
0.8911596,0.28227016
1.6027554,-0.4567257
0.9464032,0.42663798
0.7258405,0.316728
1.5969164,-0.6028568
-0.29302394,1.5250176
-0.29888916,1.4936186
-0.6257187,0.35134882
-0.61999357,0.3009935
0.8774243,0.094386324
1.5890931,-0.6290378
-0.4194103,0.9207406
-0.46537364,1.3168964
0.9228417,0.26139313
-0.28488535,-0.04805867
0.78742045,0.17906989
-0.54207057,1.3008417
0.85030454,0.124803066
1.7042655,-0.3132689
-0.14825119,-0.102648005
-0.69120044,0.36297047
1.6862847,-0.48936316
-0.60467714,0.4053819
2.0200796,-1.0597817
0.8929475,0.36145556
-0.81099826,1.3102931
-0.22001603,0.96728146
-0.38750362,1.2219136
0.82820153,0.054039717
-0.82747465,1.3266076
2.1417382,-0.91337776
1.8813957,-0.644979
-1.1852024,0.73438966
-0.6681346,1.3038455
0.77662164,0.23017254
-0.40197337,1.3206683
1.3704627,-0.37316906
1.7861836,-0.6159799
-0.63855135,1.4937056
0.69085866,0.10973258
0.39343262,0.5606335
-1.0631076,0.6999016
0.6979089,0.15787704
0.72053576,0.13168557
1.3840646,-0.29679158
-1.0198171,0.61867857
0.69558084,0.15381202
1.9195563,-0.8505079
1.4868672,-0.34116736
1.8937153,-0.63409793
-1.1664109,0.71679616
-0.778522,1.3834865
-1.8126166,0.23395467
-1.0145911,0.57936597
-0.77640265,1.5053362
1.4193901,-0.37302926
1.9186708,-0.565712
-0.34891182,0.19363119
-0.3342318,0.9570455
0.7146027,0.07017863
-0.6740359,1.3426487
-0.22228733,-0.29292944
1.357813,-0.3164391
-0.44028002,1.4433614
-1.8623862,0.25566968
2.1022112,-1.1262578
-0.33363196,1.1714917
0.9154069,0.43744457
-0.13870291,-0.042155176
1.3980182,-0.41170067
1.7596586,-0.26125175
1.0079663,0.44265902
0.057304606,0.53057307
0.075553805,2.0385828
0.7017711,0.0987999
-0.446926,1.3096817
0.054947406,1.9122764
0.88157195,0.19227494
1.5097234,-0.32382852
-0.09381516,1.764984
1.666659,-0.40967655
1.6635369,-0.36709848
-0.4167164,-0.057442483
-1.0091127,0.59054136
