t,1M,6M,1.0Y,2.0Y,3.0Y,5.0Y,10.0Y,20.0Y,25.0Y
1,0.0577335535,0.0643819066,0.0671422347,0.0649907055,0.061534061,0.0557229402,0.040865403,0.033643051,0.0399075248
2,0.05828163979335327,0.0649155799405787,0.06764218279630375,0.0654453635975722,0.06194748094533733,0.05604484578578484,0.04096530710447368,0.0335963080405892,0.040062773340977124
3,0.05867577672149278,0.06540335200795172,0.06820944305360192,0.06615833750386771,0.06276673140679997,0.05695252226367349,0.04160262164990427,0.03342763166263242,0.04040995511038912
4,0.05876473608945616,0.06550308001000682,0.06830429311982918,0.06626330448288119,0.06288248130201245,0.05707082757258563,0.04167329813506964,0.033414514023822166,0.040472312425035795
5,0.05843862695584202,0.0651310856410598,0.06787272749261325,0.06575526808706882,0.062325748864948655,0.056468429443733065,0.041194726584406045,0.033352184443174115,0.040170646906757146
6,0.05834696892775142,0.06498481871408011,0.06767706794475094,0.06550534026101895,0.062048128986425935,0.05618211120727687,0.041094943441553684,0.03368075716595297,0.040218733346080095
7,0.0575916596942026,0.06429170758078392,0.06701977832197918,0.06493097126561188,0.06154983529293461,0.05579775449522969,0.04084140637755002,0.03336084283830443,0.039865055889408765
8,0.057864920042313264,0.06457808667904057,0.06730637530644006,0.06523859861470306,0.061879489909249526,0.056153543246972866,0.041207629470125254,0.03368793106580253,0.040214973824009154
9,0.057253627827863814,0.06395609709220766,0.06666674072289049,0.0645983054377142,0.061255593733195494,0.055585314979172774,0.04087894988540249,0.033695558070288685,0.03995198430507167
10,0.05728418232589981,0.06398035471170085,0.06666076910782535,0.06455668313036804,0.06118636018164535,0.055463643062611236,0.0406722246725386,0.03349987147118867,0.039811857875567125
11,0.05739588167106071,0.06410034173133022,0.06674880970882825,0.06460800679138884,0.0612156620411987,0.05547047166756559,0.040738673043869224,0.03377993464012331,0.03997722748985183
12,0.05811562445579917,0.06487735631993496,0.06755015212231055,0.06546608815335649,0.06212051456061568,0.05642526732883969,0.04165827394335354,0.03449377614314123,0.040812410652012784
13,0.057932919850123804,0.06466338915977479,0.06726636872463891,0.06508206061620907,0.06166445439005565,0.05588265397525274,0.04117223947637347,0.03441454400704662,0.0405361650136171
14,0.057814155477985595,0.06459283787963783,0.06723670013812633,0.06514049779165107,0.06179217506420745,0.0560795801497995,0.04127271916448726,0.03412287680138796,0.04048111229007931
15,0.05805261808930255,0.06478701815438805,0.06738275124450946,0.06523206095745047,0.06185165117417407,0.056112791906893854,0.04141808364173583,0.03459881537189174,0.04076077112818718
16,0.05778876779529222,0.06448741434284123,0.06705984837372397,0.06489776007915536,0.06151634165115339,0.05578009336665829,0.041129053681097406,0.03440975031122041,0.04051436807428897
17,0.05775073631070823,0.06440481771707852,0.06694154172938048,0.06474979862069832,0.06135824895341879,0.055630526695939694,0.041133162009302705,0.03472003156017033,0.04061516747618796
18,0.05811158082296098,0.06471618440050393,0.06722193171040676,0.06500573943071938,0.061601234976611526,0.055854745216167984,0.0413614633424792,0.03503350466891613,0.04090010626232183
19,0.058589771559027656,0.06521511262830303,0.06774285769748109,0.06557955059090766,0.06220994799551171,0.05646660483498092,0.041736164834393887,0.03493385378817158,0.04115279081799036
20,0.05847007395732145,0.06509910565591946,0.0676357435287272,0.0655088766478714,0.062168583054926084,0.05644463125849995,0.04162261676130887,0.03459230927735528,0.04097373181193762
21,0.05957555559310079,0.06612795281020697,0.06860994818596394,0.06641280394812243,0.06301359774760075,0.05717931016603116,0.042153263411262167,0.03506830472949718,0.0416007787112142
22,0.05908432570615007,0.06558579059566028,0.06804580470584806,0.06583967407204845,0.062436855320030654,0.05658539418834452,0.041497282113162774,0.03435679783643884,0.04095969127528679
23,0.05942171449077701,0.0658353840575354,0.06823026553941716,0.06594568881007652,0.062492040649782137,0.05658785377614868,0.04159161233420349,0.034820779018257,0.04122190799613062
24,0.05967407979731863,0.06601634791875692,0.06835822038183442,0.0660074315989599,0.06250169938711385,0.05650854089717695,0.041387884505861595,0.03465822183285809,0.04112335038192064
25,0.059576141992139155,0.06595355193500811,0.06835238308478499,0.06612017611847655,0.06270550794649628,0.05679999590836522,0.04152108247409566,0.03421347490662862,0.041030849839363635
26,0.05916856198583794,0.06549967401994662,0.06787011403297813,0.06561974267877091,0.062201014465420104,0.056301874772332144,0.04111318125004071,0.03398793980242199,0.04068586293171065
27,0.059602943106257064,0.065902057874522,0.06825526925851132,0.065999235479288,0.06257779069728295,0.05665970201281804,0.04139247528792418,0.034184028101672405,0.04097378184683099
28,0.060066749852045256,0.06632336671993136,0.06864406179110544,0.06635535212791184,0.06290994336089335,0.05694650065056717,0.041605259940575484,0.03440536315849784,0.04124469082175122
29,0.05978549872269814,0.06604174814591174,0.06837298711236407,0.06612535711335829,0.06271557196935881,0.05678863645715461,0.04141165443515282,0.034043573612847725,0.040987592263220685
30,0.059084799365226884,0.06532777311809164,0.0676621542529761,0.06544980877048112,0.06207920761800475,0.05621884143494839,0.04096486410161829,0.03365844725587464,0.04051674584091386
31,0.05913450855600169,0.06531897221919658,0.06761041801416139,0.0653538367396994,0.06195752432886592,0.05607273212343177,0.04088845035882404,0.03381809256678008,0.040545277985317096
32,0.05931488826566372,0.06548733585477481,0.06778612354971694,0.06556904218079607,0.06221003988268477,0.05637216239397678,0.041202123930669736,0.03403218953819613,0.04080551342799552
33,0.059251369823116434,0.06548677703791887,0.06786509435368036,0.06580048567575411,0.06255570725745063,0.05682568455028231,0.04144019721717505,0.03351253754288449,0.040748836964125006
34,0.05910388227170474,0.06530103570038114,0.06765678242780856,0.06557346844241509,0.06230991583980153,0.05652185594055018,0.040940318769503194,0.032810964936756754,0.0402578930641341
35,0.05922651770673603,0.06534884696074304,0.06763252975662652,0.06544516761682286,0.06209812572972912,0.05617919566004317,0.04046298171374414,0.032485042204152846,0.03995470324401956
36,0.058633301804376994,0.06477840964484458,0.06708953362769124,0.06497614934938593,0.06170099619748092,0.05590134110332486,0.04038022286009598,0.03244797972305136,0.03979841655846416
37,0.05866644885315315,0.06482456081391057,0.0671534417667312,0.06508699510128474,0.06184598919874645,0.05606336176129513,0.040397410308185576,0.03213524173906011,0.0397231174359817
38,0.05949381453228743,0.06565432774667203,0.06797548586726569,0.06590247298401351,0.06264359323895136,0.05678185304851768,0.0407861931659714,0.03211746171654692,0.040081749090551
39,0.059275772290750615,0.06550678362329163,0.06789883603318918,0.06596458863575307,0.06281745309478282,0.05709149620416341,0.04107824075666144,0.03197016149833927,0.040147145461605464
40,0.05949356723997115,0.06570560032697202,0.0680814802987426,0.06613810184976393,0.06298317399994834,0.05722780207244892,0.04111275630388171,0.03190736680345744,0.04019655633016872
41,0.05907931794064145,0.06525791913566686,0.06761272377994834,0.0656682666568247,0.06253272366861991,0.05684880465484209,0.04104497824989687,0.03227015271372677,0.04020677668146268
42,0.058712312168974,0.06485764997769111,0.06718681462237963,0.065222992610771,0.06207829728807221,0.05638403858737744,0.04060736759723912,0.03193815056930439,0.039824974545972565
43,0.05916895507275235,0.06526641711722232,0.06755507281367672,0.06555033967061881,0.06238502738947425,0.05668361258037938,0.041045158448782586,0.03269812484681752,0.04037765950377812
44,0.059832453975585,0.06595338127670132,0.06827605337482594,0.06634658011946461,0.06323655653111714,0.05757498028251544,0.04176462916351884,0.03296030080712108,0.0409476273161116
45,0.05915500390387064,0.06532699172266405,0.06771145204969374,0.06590966010800152,0.06290495173015322,0.05737656233412172,0.04158086770227241,0.03240945068871008,0.040559074190410424
46,0.059015988403787314,0.06524601922154138,0.06769607614791084,0.0660282649653762,0.0631352094416674,0.05775360964276672,0.04200814056019431,0.03250018610346803,0.04077854607318554
47,0.058800919650055426,0.06497253105572522,0.06736557344593137,0.06562318299738487,0.0626766386938387,0.05722630793733743,0.04149614097421887,0.03225135245015229,0.04041780231111082
48,0.059043208554077506,0.0651444406563331,0.06747004134203674,0.0656516506328965,0.06267473545132596,0.057264268358865146,0.04204501785831264,0.03373650762913138,0.041216105661598945
49,0.059211812623126574,0.06532096158811425,0.06765059951480155,0.06584482118974792,0.06286197627316993,0.05737739353631824,0.041763102592885216,0.032897464272190195,0.040855022753134136
50,0.058795757110664204,0.0649318112673953,0.06728834878310538,0.06554607940060855,0.06261492910107311,0.0571872814654497,0.04153935114605019,0.032446189200787234,0.04053301205314764
51,0.05853832340156058,0.06464429688960747,0.06697038044770956,0.06520258173008363,0.06226447642949416,0.0568551414287375,0.04139799221798831,0.03265527827995456,0.04049235725731755
52,0.05820308810633582,0.0643935551774284,0.06680739534162812,0.06520444343534912,0.06239485687394993,0.05713183035811337,0.041589011701646375,0.03223410702265891,0.0403970479501534
53,0.05853008643222052,0.06463915079514346,0.06695846372023952,0.0652085155968925,0.0622814864001445,0.056848854007628784,0.04120229710080596,0.03218305558920174,0.040270979137278985
54,0.058187513936314744,0.06430614186333257,0.06663130917410638,0.06491562773662664,0.06202893560204086,0.056678137821072304,0.041245361313282394,0.03242654932204281,0.04031732600467494
55,0.057700829701847305,0.06386836731631186,0.06623580138220733,0.06460348057496852,0.0617785695091072,0.05648234432104005,0.04092313537770072,0.03169566875473563,0.039847665056423495
56,0.05893461167111889,0.06508183333838245,0.06741314315157222,0.06572747391758796,0.062853608032606,0.05746089355489233,0.04171243903518388,0.03241929681724444,0.04071973729038734
57,0.05844278696371236,0.06457108981464912,0.06686817666718471,0.06514314925075246,0.062247937043602306,0.05684869656204577,0.04125479879870725,0.03231772146355187,0.0403876688321187
