3M,6M,1Y,3Y,5Y,7Y,10Y,30Y
3.2548,3.3461,3.4434,3.7967,4.0050,4.1355,4.3356,4.6965
1.4600,1.5300,1.6700,2.0200,2.4000,2.6100,2.8900,3.4800
1.6933,1.8573,1.9118,2.3006,2.4811,2.6671,2.6751,3.0444
2.8573,2.8015,2.8886,3.0353,3.1492,3.4233,3.5133,4.1874
1.9512,2.0410,2.1266,2.4083,2.5645,2.7035,2.7338,3.0831
2.9413,3.0026,3.1500,3.6000,3.7656,3.8793,4.0405,4.3100
3.1635,3.3865,3.4863,3.7010,3.9261,4.0474,4.1363,4.7927
1.6514,1.9596,1.9578,2.2440,2.4382,2.5949,2.5850,2.9280
2.7129,2.7593,2.8485,3.0961,3.2434,3.3813,3.4676,4.1637
2.5434,2.6380,2.7747,2.7653,3.0109,3.1089,3.1820,3.9000
1.4850,1.6000,1.7020,2.1657,2.4963,2.6700,2.9100,3.5100
2.7569,2.7794,2.8712,2.9121,3.1307,3.4220,3.5366,4.1650
2.7733,2.7840,2.8496,2.9890,3.1608,3.4151,3.5454,4.2071
2.9449,2.9995,3.1950,3.5900,3.7357,3.8827,4.0087,4.3000
1.4900,1.5800,1.7083,2.1731,2.6051,2.7300,2.9500,3.5500
2.7569,2.7751,2.8714,2.9136,3.1240,3.4337,3.5308,4.1644
3.1917,3.4043,3.5000,3.8167,4.0025,4.1770,4.3292,4.8708
3.0292,3.0633,3.2150,3.6414,3.7512,3.9437,4.0736,4.3551
3.2778,3.3261,3.4560,3.7945,4.0217,4.1351,4.3358,4.7015
1.4900,1.5600,1.7000,2.0100,2.3700,2.5900,2.9200,3.5000
1.6126,1.8195,1.7485,2.2169,2.4043,2.6052,2.6214,2.9967
1.2231,1.2250,1.3553,1.6117,2.1431,2.5485,3.0072,3.7321
1.6610,1.7380,1.8300,1.9686,2.3868,2.6696,2.9064,3.6800
1.6119,1.8142,1.8323,2.1984,2.3657,2.5454,2.5639,2.9225
3.0050,3.0586,3.1181,3.6350,3.7822,3.8926,4.0517,4.3100
3.3025,3.3435,3.5072,3.7853,4.0159,4.1350,4.3354,4.7014
1.9800,2.1000,2.2100,2.5500,2.8700,3.0300,3.2500,3.8500
1.9850,2.0658,2.1734,2.5426,2.6967,2.8694,2.8943,3.2829
2.7703,2.7744,2.8441,3.0575,3.1992,3.4514,3.5036,4.2024
1.6918,1.8572,1.9120,2.2634,2.4592,2.6437,2.6576,3.0280
2.0849,2.1020,2.3308,2.6365,3.0580,3.2234,3.4093,4.1139
2.9167,3.0195,3.1850,3.5700,3.7100,3.8846,4.0085,4.3000
1.7820,2.1099,2.1577,2.3968,2.5352,2.6607,2.6702,2.9990
1.1900,1.2000,1.3413,1.6004,2.0857,2.5501,3.0130,3.7228
3.3294,3.3077,3.5327,3.9413,4.2800,4.3746,4.5309,4.9318
2.0047,2.0223,2.1855,2.4894,2.6632,2.7968,2.8176,3.1608
3.0706,2.9051,2.9218,3.0061,3.1480,3.4199,3.5116,4.0933
2.2166,2.3011,2.3306,2.6212,2.8548,3.1041,3.2861,4.1196
2.9493,3.0024,3.1550,3.6255,3.7507,3.8987,4.0601,4.3450
3.1977,3.3248,3.4350,3.7200,3.8992,3.9503,4.1818,4.5000
3.1065,2.9412,2.9856,3.0601,3.1978,3.4520,3.5361,4.1122
2.3942,2.4500,2.5270,2.5605,2.7800,2.9467,3.0751,3.8053
2.4050,2.4041,2.3526,2.4279,2.5136,2.6106,2.6226,2.9148
2.7574,2.7614,2.8545,2.9226,3.1605,3.4247,3.5366,4.2069
1.9312,2.0075,2.0780,2.3654,2.5533,2.7007,2.7210,3.0810
2.3941,2.3704,2.3439,2.4725,2.5665,2.6588,2.6625,2.9445
2.8993,2.8415,2.9438,3.0857,3.2000,3.5040,3.5771,4.1922
3.0398,3.0787,3.2000,3.6816,3.7616,3.9328,4.0631,4.3400
2.2798,2.3277,2.2303,2.4249,2.5181,2.6600,2.6554,2.9683
3.1477,3.2487,3.2900,3.7000,3.9648,4.0327,4.1760,4.3950
3.1416,3.2420,3.3100,3.7000,3.9484,4.0087,4.1521,4.3950
1.9847,2.1288,2.2161,2.4510,2.8053,3.0239,3.2549,4.0764
1.5490,1.6600,1.7379,2.2300,2.4500,2.7000,2.9900,3.6200
