3M,6M,1Y,2Y,5Y,10Y,15Y,20Y,30Y
0.26,0.26,0.26,0.24,0.42,1.43,1.99,2.15,2.47
0.24,0.26,0.27,0.26,0.37,1.33,1.93,2.1,2.41
0.25,0.27,0.26,0.36,1.19,2.35,2.86,2.97,3.15
0.24,0.25,0.26,0.19,0.46,1.38,1.91,2.11,2.52
0.24,0.26,0.26,0.27,0.64,1.56,2.19,2.41,2.79
0.25,0.26,0.25,0.21,0.39,1.33,1.9,2.07,2.41
0.25,0.27,0.27,0.28,0.41,1.31,1.91,2.09,2.43
0.25,0.28,0.28,0.26,1.12,2.68,3.15,3.46,3.59
0.26,0.29,0.28,0.22,0.87,2.44,2.91,3.04,3.12
0.25,0.28,0.27,0.35,1.12,1.86,2.45,2.62,2.98
0.24,0.25,0.23,0.19,0.42,1.4,1.69,2.05,2.38
0.26,0.3,0.28,0.21,1.11,2.63,3.04,3.13,3.19
0.24,0.24,0.24,0.17,0.41,1.36,1.63,1.96,2.31
0.26,0.29,0.28,0.21,1.1,2.43,2.78,2.9,2.97
0.25,0.27,0.27,0.28,0.41,1.31,1.91,2.09,2.43
