z1,z2
-1.2521178,-1.6462522
-0.9581313,-3.003821
-0.9710224,1.3287244
-2.7177095,-4.713869
-0.09276711,-2.252675
1.4826704,-0.834827
-0.64287156,-3.619704
-0.8360076,-1.1133559
-1.610538,-2.0434854
-1.076724,0.9776099
2.931558,-0.993798
-1.130522,-1.7129549
3.435962,0.9999218
0.17454939,-1.752837
-1.310708,0.862813
-1.076724,0.97760963
-1.028846,-3.1646357
-1.3600042,0.71459067
-1.0740817,-3.3182318
2.968693,0.67971605
-0.48160115,-2.587625
2.8663814,0.707235
-0.7772423,0.6503042
-2.7092822,-4.702502
4.1953917,0.53948253
0.33653298,0.9473165
-1.6754243,2.1272187
-2.256307,2.8009818
-0.094458595,-2.1463456
3.4359612,0.99992204
-1.2165598,1.0027376
5.1207967,-0.22052409
0.28808385,-0.23491012
-0.7560691,0.61335516
0.080402255,0.054139003
3.0452118,0.43745357
-1.145444,0.87989324
3.8749533,-0.11465627
2.1176457,0.8320803
-0.081487246,-2.3642235
-1.2309352,-1.7620454
-0.05739366,-1.8828154
2.7083242,0.86110634
-1.7421218,-2.2619574
-2.825558,-4.52732
-1.1063591,-1.8048177
-0.14765663,-2.332095
-2.2120864,-3.8050692
3.298641,0.32587916
-0.47636715,0.24104579
-0.45668587,0.1745802
-1.2559422,0.96063757
5.1207967,-0.22052409
-0.81440145,-2.455627
-0.887224,1.1902413
0.059369948,0.06141241
-0.6270172,-2.8478084
-2.173301,2.6436908
-1.018436,-3.4429154
-0.72250336,0.57853323
0.41113833,-0.5390517
-2.2563062,2.8009813
0.3614962,-1.7594037
-0.05739366,-1.8828154
3.1647305,0.4244495
-1.6754243,2.1272187
-1.1992279,1.1290605
3.2986414,0.3258788
-1.0542182,1.4023968
-2.2164717,2.7932565
-1.4261166,0.72732407
-1.4877299,-1.8308816
-1.2793458,1.0798092
-0.82924443,-2.5647767
3.047075,0.66714466
-0.6332145,-0.5744906
-0.3165292,0.015963167
3.6188152,0.39032978
-0.5735911,0.1822398
-1.2282014,1.0132784
-0.64287156,-3.619704
0.09962525,-0.049696937
0.08208625,-0.04655329
-1.3692149,0.7347436
3.4403477,0.48562825
-1.2559422,0.9606371
-2.2563066,2.8009815
1.1273425,-3.1122222
-2.872342,1.7236056
3.4292717,1.0480112
-0.7560692,0.61335516
-0.54946065,0.19794272
-2.2563066,2.8009815
-0.9091016,0.51640356
-0.94713086,-1.6118072
3.6090908,-1.5736098
4.8948407,-0.2701223
-1.310708,0.8628129
-0.82545036,0.6997857
-1.3365625,0.65848076
-0.47720227,-0.4245392
-1.2361388,0.91738874
2.750837,-1.761075
2.8522758,0.3850451
-1.0218052,-3.4370975
-0.9581313,-3.003821
-1.613992,1.4939125
3.6771545,0.96007216
2.708324,0.86110705
-1.6399841,1.0853353
0.06284694,-0.04311972
-0.31652945,0.015963405
-1.1923795,0.9707334
-0.94225425,-2.7858846
4.633684,0.07525009
1.4826704,-0.834827
-1.613992,1.4939125
-0.63321435,-0.57449025
-1.1899805,0.875761
3.7385428,-1.6842848
-1.0847435,-2.4981725
0.86687016,-2.235752
-1.2309352,-1.7620453
-1.1801896,1.1068461
4.7855654,0.020730942
2.695112,0.7011339
0.32814074,1.0279431
-2.1739566,-3.3461368
2.636164,1.2884914
-2.1884427,-3.5204744
2.1176457,0.8320802
-1.1801896,1.1068461
