t,1M,6M,1.0Y,1.5Y,2.0Y,2.5Y,3.0Y,3.5Y,4.0Y,4.5Y,5.0Y,5.5Y,6.0Y,6.5Y,7.0Y,7.5Y,8.0Y,8.5Y,9.0Y,9.5Y,10.0Y,10.5Y,11.0Y,11.5Y,12.0Y,12.5Y,13.0Y,13.5Y,14.0Y,14.5Y,15.0Y,15.5Y,16.0Y,16.5Y,17.0Y,17.5Y,18.0Y,18.5Y,19.0Y,19.5Y,20.0Y,20.5Y,21.0Y,21.5Y,22.0Y,22.5Y,23.0Y,23.5Y,24.0Y,24.5Y,25.0Y
384,4.726666,5.0002675,5.31326,5.466133,5.465552,5.452744,5.3946896,5.3459096,5.2964725,5.260545,5.1933985,5.1268992,5.085204,5.029757,4.9969344,4.9488435,4.92168,4.909586,4.871014,4.8730006,4.8628907,4.8616724,4.8619614,4.843005,4.834841,4.825602,4.8236585,4.83173,4.7878222,4.757407,4.7465997,4.7399607,4.704627,4.6869054,4.672349,4.640692,4.6048694,4.560748,4.556818,4.5208287,4.488443,4.438815,4.4205346,4.3665376,4.346926,4.3051705,4.2801123,4.253117,4.198948,4.1736045,4.1426535
385,4.8651667,5.0252705,5.2855406,5.4098744,5.3841553,5.3684535,5.3161836,5.2753453,5.218052,5.1788836,5.11302,5.046683,5.003646,4.9467607,4.9106646,4.866536,4.83835,4.8269887,4.7873077,4.7958956,4.7816706,4.7788367,4.776046,4.756402,4.7612424,4.7493277,4.7500815,4.7591357,4.7136316,4.6806374,4.6788926,4.65375,4.6332035,4.6021233,4.5929713,4.5507445,4.5301948,4.4889026,4.4750276,4.4472575,4.4097404,4.361614,4.344624,4.2890296,4.2675753,4.230475,4.207037,4.1833344,4.134239,4.108324,4.07639
386,4.8171487,5.0066276,5.2785273,5.4112988,5.3960714,5.381651,5.3303943,5.2904944,5.234572,5.197461,5.1323333,5.0677404,5.0248485,4.969865,4.9343896,4.8896785,4.8617964,4.8496294,4.8102727,4.816328,4.8033433,4.7990847,4.7971187,4.776532,4.7787786,4.7668138,4.7657657,4.774156,4.7290564,4.6946635,4.6920166,4.669626,4.646457,4.6178513,4.608175,4.567364,4.543472,4.5016646,4.48982,4.4604154,4.4240623,4.3763046,4.3570886,4.3040285,4.2831764,4.2449512,4.220594,4.1969385,4.1471252,4.1213694,4.089693
387,4.740205,4.9849725,5.2776484,5.4249825,5.425623,5.4137764,5.362454,5.3202715,5.269225,5.2343454,5.169439,5.1064596,5.0642576,5.0108953,4.9767776,4.9304566,4.902943,4.889811,4.850603,4.85242,4.841906,4.8362913,4.83595,4.8145685,4.8104906,4.799103,4.7956233,4.8025527,4.7579546,4.72452,4.7170978,4.70242,4.6725793,4.64962,4.63688,4.600439,4.5698166,4.5271387,4.520056,4.4858937,4.4520483,4.4051313,4.3835845,4.3329673,4.313308,4.27283,4.2474904,4.2227116,4.1721563,4.146836,4.1158504
388,4.819069,5.0258393,5.3224206,5.4505906,5.428009,5.4144416,5.3578725,5.3057966,5.2557917,5.2140474,5.148608,5.076683,5.0366874,4.9775333,4.94241,4.899074,4.871334,4.861678,4.825725,4.8333993,4.818015,4.8244667,4.8210025,4.8049436,4.8025365,4.795639,4.7984095,4.808191,4.7653227,4.7415624,4.732361,4.7152114,4.690441,4.6641374,4.647868,4.6157312,4.591119,4.5488024,4.536789,4.506242,4.470906,4.4205904,4.409453,4.3463054,4.32506,4.2887006,4.264925,4.237323,4.185948,4.1568685,4.1248407
389,4.869026,5.0545964,5.340151,5.4759645,5.446417,5.4216285,5.3571615,5.3158216,5.249994,5.2112284,5.1402526,5.0719266,5.0252967,4.9667215,4.9335966,4.884084,4.856855,4.845924,4.8043694,4.815403,4.802715,4.800794,4.799757,4.7838182,4.7880917,4.7751007,4.7769313,4.7891436,4.743599,4.7042747,4.705867,4.691327,4.660973,4.640279,4.6375194,4.59453,4.5640984,4.520151,4.511896,4.484494,4.448921,4.3934736,4.377901,4.323194,4.302387,4.2598805,4.2367373,4.2127147,4.1538944,4.131872,4.099913
390,4.92853,5.066649,5.3410444,5.4503293,5.403732,5.3852525,5.325922,5.2737155,5.217802,5.1716576,5.1047616,5.0290604,4.9880066,4.925052,4.888746,4.846724,4.818515,4.810645,4.7742844,4.788417,4.7698326,4.779675,4.774126,4.7607903,4.765615,4.7584324,4.7653103,4.7773666,4.7340093,4.7110243,4.706347,4.6821113,4.6636662,4.632277,4.619242,4.5827394,4.565414,4.524078,4.5069942,4.4816275,4.443612,4.391055,4.3847985,4.316555,4.293907,4.2597184,4.2377048,4.210587,4.159135,4.129916,4.097045
391,4.9827757,5.1009593,5.3733497,5.475089,5.414714,5.388711,5.3322515,5.2683654,5.2112927,5.15904,5.093711,5.011178,4.9729457,4.905095,4.868946,4.831745,4.8016057,4.7943397,4.763845,4.782438,4.7613983,4.7805877,4.7768435,4.7717648,4.7775974,4.7748914,4.7862177,4.799085,4.7611465,4.7364397,4.733763,4.707611,4.6935387,4.661853,4.6468787,4.6177735,4.599365,4.563859,4.5395827,4.5118628,4.4741683,4.4250154,4.418965,4.3493366,4.324939,4.2903976,4.267282,4.2389193,4.1831245,4.1541743,4.1216197
392,5.12335,5.150669,5.3400774,5.425075,5.353155,5.305096,5.2820587,5.2002745,5.1421585,5.0810018,5.0223446,4.932723,4.903334,4.822208,4.788499,4.7648826,4.726878,4.713131,4.6968484,4.721966,4.690725,4.7133937,4.721211,4.7257676,4.741065,4.7415657,4.758645,4.7651653,4.7350254,4.6918583,4.6965876,4.6552873,4.661584,4.617414,4.6003036,4.578423,4.5615497,4.553582,4.513942,4.4632025,4.4298353,4.4092383,4.3769283,4.315224,4.2971373,4.264223,4.2333574,4.21778,4.1601896,4.13554,4.1147103
393,5.097146,5.143977,5.359682,5.446865,5.372502,5.332589,5.29726,5.220334,5.161362,5.1018777,5.0410357,4.95263,4.919753,4.842807,4.8073106,4.7794986,4.74412,4.732772,4.711347,4.735319,4.7079372,4.730581,4.734032,4.7364416,4.7491984,4.7490873,4.7651687,4.774095,4.74181,4.7051077,4.7082915,4.67015,4.6708794,4.629907,4.613994,4.589378,4.5737095,4.555925,4.518715,4.4786396,4.4425454,4.411078,4.390212,4.325469,4.30386,4.26984,4.2426844,4.2211914,4.1636977,4.137634,4.1121693
394,5.0268264,5.114152,5.3561373,5.4557886,5.3880944,5.3556037,5.304793,5.2332807,5.179346,5.1230826,5.0603127,4.9764266,4.941544,4.8719068,4.836221,4.805464,4.771912,4.76501,4.7417207,4.762064,4.7413406,4.7644444,4.7623987,4.763363,4.772288,4.7719617,4.7860947,4.7982483,4.7658057,4.7399464,4.739267,4.7087517,4.703445,4.668341,4.6509123,4.6261044,4.6081004,4.579675,4.550836,4.515788,4.477926,4.438875,4.4257274,4.362491,4.331933,4.3006377,4.274657,4.2477593,4.1929445,4.164961,4.129715
395,4.95524,5.0702577,5.3346834,5.4411,5.383917,5.36144,5.3058996,5.242488,5.1931,5.139133,5.077827,4.99907,4.9617395,4.8978367,4.8617353,4.828545,4.797569,4.791326,4.7651696,4.7818356,4.7640553,4.7835436,4.7768173,4.7742357,4.7802444,4.7777724,4.789176,4.800529,4.7664156,4.74896,4.743737,4.7152653,4.7064776,4.67269,4.654748,4.626054,4.610254,4.5749216,4.549943,4.520715,4.481927,4.4364343,4.4293976,4.365378,4.3328347,4.3024793,4.2781587,4.248187,4.19744,4.1671977,4.1286793
396,4.854214,4.996463,5.2610116,5.3738346,5.3504066,5.335603,5.293321,5.25237,5.199631,5.1566353,5.0973706,5.030992,4.9901114,4.9339194,4.896639,4.858637,4.830158,4.819116,4.783768,4.7931185,4.775518,4.776503,4.7702494,4.7530737,4.759496,4.7489834,4.7497883,4.7575607,4.7154527,4.6887984,4.6856217,4.6513834,4.638305,4.602689,4.5887747,4.5484676,4.5352883,4.497162,4.4771485,4.450237,4.412547,4.3666425,4.3513045,4.292528,4.270928,4.237362,4.212825,4.188809,4.144405,4.114752,4.081957
397,4.8602743,4.9716883,5.2115583,5.3206477,5.293358,5.28168,5.2480993,5.2052636,5.161571,5.113382,5.0602627,4.996874,4.959665,4.9054213,4.8681774,4.8373737,4.807784,4.798241,4.768871,4.77944,4.763332,4.767764,4.7597637,4.748468,4.7557163,4.7473392,4.749668,4.7542906,4.7181735,4.697589,4.690861,4.6534667,4.646818,4.606265,4.588149,4.5530095,4.542,4.5094132,4.483119,4.4539,4.414921,4.3775926,4.360375,4.3068943,4.2779894,4.2485185,4.2222214,4.195676,4.159004,4.1288066,4.091274
398,4.8911815,4.973794,5.1781006,5.2798967,5.26049,5.249675,5.2241216,5.184069,5.141719,5.092282,5.040139,4.980421,4.9419703,4.8871393,4.8487635,4.816585,4.7858863,4.7727184,4.7404556,4.7480836,4.7330003,4.728832,4.72149,4.7075005,4.7148423,4.702889,4.703149,4.703023,4.665304,4.641506,4.6347446,4.5896044,4.584868,4.5415525,4.5203156,4.480681,4.474866,4.441728,4.4155507,4.382172,4.3424716,4.3102436,4.288838,4.240155,4.2117205,4.1825404,4.1562924,4.1315575,4.0989647,4.070493,4.0362916
399,4.8993325,4.9613624,5.190489,5.2902713,5.275458,5.248592,5.230046,5.203702,5.146406,5.0941443,5.0440664,4.9881,4.9420047,4.884752,4.8508487,4.8151383,4.7865634,4.7689095,4.7329354,4.746546,4.7259316,4.7137413,4.706047,4.696594,4.7110405,4.690377,4.6881785,4.6860914,4.648249,4.6125836,4.61277,4.5658484,4.5535336,4.5185165,4.5088286,4.456784,4.449109,4.4196897,4.3935103,4.3621182,4.3268137,4.2862587,4.2623453,4.213548,4.196216,4.1585603,4.131915,4.113181,4.0732183,4.0501714,4.023046
400,4.8976245,4.961045,5.1804256,5.2873163,5.27721,5.2495313,5.2254663,5.202398,5.144798,5.0936394,5.042261,4.990093,4.942898,4.8880315,4.85492,4.8156047,4.7880044,4.7710643,4.733117,4.744557,4.7306175,4.714746,4.7066064,4.69862,4.7099943,4.68881,4.6848083,4.6835427,4.6461926,4.6093206,4.609402,4.5659075,4.551665,4.5197873,4.5092835,4.4564347,4.444474,4.412149,4.3905406,4.358119,4.3237476,4.2831407,4.2580523,4.2163134,4.19364,4.1554723,4.127842,4.1073422,4.068527,4.0471354,4.0171146
401,4.639424,4.8897834,5.1602373,5.317058,5.351283,5.3454695,5.3153257,5.294227,5.242326,5.2163515,5.15957,5.11139,5.0680375,5.025912,4.990103,4.946775,4.919199,4.900851,4.8606844,4.8547873,4.8468337,4.8248124,4.8251996,4.794452,4.7942266,4.776637,4.763697,4.765633,4.720247,4.674078,4.673594,4.644943,4.6223855,4.5924153,4.583488,4.53775,4.511529,4.471275,4.4615455,4.427724,4.393254,4.354694,4.3176255,4.2838407,4.2658153,4.2254043,4.1966457,4.1781735,4.135242,4.1106405,4.0803137
402,4.611079,4.8548427,5.1107845,5.2693996,5.316197,5.3134317,5.291011,5.279048,5.227451,5.2034307,5.1497083,5.10803,5.064221,5.0262213,4.990308,4.947231,4.9201765,4.89997,4.8591347,4.850689,4.8440447,4.81575,4.8159976,4.782834,4.783243,4.763075,4.74709,4.7460923,4.7008266,4.649732,4.6510115,4.618472,4.5968266,4.564755,4.5568695,4.508269,4.4829006,4.442587,4.4323835,4.398781,4.363788,4.3283877,4.286543,4.259566,4.241091,4.2011676,4.1710067,4.1540313,4.114686,4.090912,4.0608745
403,4.6810446,4.8765664,5.118383,5.246882,5.2751565,5.2788186,5.2628446,5.233749,5.197703,5.1628113,5.1135054,5.0629025,5.0254607,4.9804015,4.941297,4.906314,4.8775134,4.8603873,4.824702,4.8192186,4.806701,4.7910233,4.786273,4.7574406,4.756089,4.7422504,4.731809,4.72898,4.686276,4.658595,4.6478395,4.6063905,4.595605,4.5538177,4.5302653,4.490556,4.479745,4.44326,4.4248,4.3889437,4.3524046,4.321869,4.291053,4.2477345,4.2278275,4.1963167,4.168036,4.146409,4.117268,4.086078,4.0557227
404,4.7705364,4.909316,5.1308737,5.25826,5.279056,5.265626,5.24365,5.226944,5.1745605,5.1346273,5.0828223,5.0373216,4.991822,4.946112,4.9108577,4.869897,4.84204,4.8230467,4.7841196,4.784504,4.774544,4.751853,4.7468123,4.7263823,4.7320333,4.7108216,4.70153,4.698279,4.657767,4.613886,4.6145573,4.5735607,4.555844,4.5231147,4.5114207,4.4614267,4.445177,4.4059997,4.390093,4.356372,4.3195524,4.283309,4.2507524,4.21846,4.194546,4.1578517,4.128848,4.109019,4.0718102,4.049333,4.018319
405,4.8889003,4.8720207,5.1006374,5.12679,5.1533146,5.136948,5.140489,5.1212506,5.0636044,5.0223327,4.982219,4.947417,4.897702,4.847802,4.8066187,4.7759757,4.7452946,4.7234497,4.7012076,4.691947,4.676041,4.6635685,4.6623216,4.660859,4.635709,4.6334352,4.588531,4.5788617,4.5719624,4.549593,4.526135,4.4865937,4.4461007,4.440414,4.396319,4.345144,4.332158,4.310515,4.281852,4.254092,4.2245917,4.197111,4.155631,4.1273184,4.1075144,4.0712643,4.052349,4.0220323,4.0029283,3.9694293,3.9486897
406,4.7467647,4.780766,4.9915695,5.029602,5.0818257,5.1075044,5.1010437,5.0856943,5.0444174,5.0117087,4.9592032,4.9255886,4.862125,4.823366,4.7790656,4.746872,4.7090545,4.669629,4.6710534,4.6490703,4.630947,4.623496,4.612215,4.62307,4.5809894,4.5778885,4.5434623,4.48954,4.5295115,4.4859176,4.4567437,4.4529195,4.3838854,4.376323,4.3325787,4.3157134,4.256418,4.2265706,4.161741,4.1590695,4.1290636,4.0853167,4.0447683,4.031051,3.9755323,3.9433172,3.9309068,3.87412,3.8374858,3.8015213,3.770438
407,4.9682727,4.9885187,5.1031737,5.129686,5.1547465,5.1481924,5.12656,5.0980735,5.061756,5.0028763,4.9619436,4.924077,4.8545737,4.8217354,4.7735786,4.733852,4.700529,4.668085,4.6531734,4.6284857,4.634143,4.6150618,4.602041,4.614175,4.5809574,4.5734086,4.5474343,4.5007353,4.518227,4.502984,4.4684567,4.4603744,4.4005733,4.3883805,4.351319,4.3322477,4.2894454,4.26432,4.2177253,4.196885,4.1746607,4.1348386,4.1046424,4.095323,4.06305,4.0156236,4.001221,3.9480526,3.9255562,3.8995845,3.8652966
408,4.7213826,4.7667985,4.989712,5.0231085,5.081886,5.108639,5.121929,5.096692,5.0548296,5.0305214,4.9747534,4.944539,4.8875084,4.8463326,4.8051434,4.769378,4.727369,4.6986065,4.6835365,4.6682444,4.652612,4.6308537,4.636956,4.641319,4.598332,4.5970345,4.557737,4.5108495,4.539626,4.4895926,4.4657693,4.4396315,4.3792706,4.3689723,4.325054,4.2979507,4.2595587,4.2169943,4.1518884,4.1539717,4.1146984,4.085322,4.0441937,4.0318604,3.9716659,3.9433694,3.924416,3.878779,3.833153,3.8041449,3.778043
409,4.9199786,4.932422,5.118062,5.139604,5.1736517,5.1414213,5.1398196,5.117458,5.0662413,5.0246115,4.9853888,4.947682,4.888274,4.85176,4.8062778,4.773489,4.734901,4.7166996,4.6909976,4.6761746,4.6709,4.6532507,4.647933,4.649274,4.620542,4.617449,4.5718093,4.546931,4.5487604,4.531023,4.498575,4.4761324,4.417884,4.413029,4.3740625,4.346085,4.306857,4.2875533,4.2492533,4.2284093,4.2051673,4.1734333,4.135787,4.114801,4.097701,4.052565,4.0307326,3.9954827,3.9762158,3.9509995,3.9164164
410,4.9369836,4.9265966,5.09515,5.1187587,5.1530313,5.1214385,5.117445,5.1021695,5.0508256,4.9983106,4.9668202,4.9296527,4.863345,4.828397,4.78268,4.7483716,4.717725,4.6849318,4.6714063,4.654446,4.6499386,4.632555,4.6183743,4.6281047,4.59634,4.5951333,4.561846,4.5241017,4.5366573,4.5101495,4.476518,4.455558,4.4039035,4.3940973,4.364554,4.33891,4.291041,4.276991,4.2278214,4.215664,4.192736,4.153054,4.120757,4.106656,4.0900817,4.0369906,4.0209565,3.9763598,3.9587827,3.93138,3.9017892
411,5.062576,5.059502,5.161286,5.1698093,5.1785665,5.1642256,5.1220694,5.0865755,5.044426,4.9841948,4.934536,4.8928666,4.8120036,4.778265,4.7264476,4.6808853,4.6447425,4.6125135,4.6014104,4.5725727,4.5810924,4.564431,4.5548987,4.5689383,4.5318427,4.52915,4.501049,4.45475,4.4769635,4.4721413,4.428847,4.439137,4.360084,4.3635406,4.32879,4.3104362,4.256814,4.2335467,4.1897964,4.1693025,4.1484838,4.1007185,4.0716915,4.0628223,4.0348806,3.9791875,3.9744368,3.9133525,3.8863354,3.8616464,3.8268054
412,4.684908,4.6611,4.9059935,4.9348073,4.9879937,5.0412893,5.0324764,5.0024333,4.9524593,4.941274,4.864459,4.831342,4.774981,4.7256594,4.6733394,4.6414194,4.5985065,4.5600843,4.5613494,4.5408883,4.516216,4.5185704,4.5183983,4.5265102,4.4883976,4.488221,4.4414263,4.4124236,4.456627,4.407777,4.3898864,4.3736854,4.3112435,4.317037,4.2635436,4.230018,4.184114,4.1415615,4.077899,4.07125,4.035633,3.9993582,3.9468434,3.9404,3.8574605,3.8375938,3.831445,3.7712657,3.7247682,3.6852698,3.6502857
413,4.8602476,4.8414745,5.0240526,5.041025,5.078032,5.0948157,5.0720434,5.0390234,4.987363,4.958283,4.8914056,4.855241,4.7882805,4.7449527,4.6934676,4.6555805,4.6139727,4.5790076,4.575469,4.552329,4.5425076,4.5371327,4.5374193,4.5481467,4.509559,4.510971,4.470345,4.436455,4.471942,4.4347997,4.40913,4.4038444,4.33138,4.3436456,4.2964153,4.2719846,4.217891,4.1832027,4.1292977,4.1160226,4.0848374,4.045292,4.0000257,3.997258,3.9362934,3.8988774,3.895091,3.8327904,3.7910929,3.760399,3.7263
414,5.0237527,5.00268,5.093827,5.1111374,5.1277847,5.123749,5.0895534,5.0456915,5.012513,4.9532433,4.91012,4.863914,4.7842016,4.7509637,4.6998234,4.6573577,4.6227984,4.5861807,4.5818844,4.5529203,4.5599275,4.546555,4.536869,4.55493,4.5181155,4.5172205,4.4983726,4.448642,4.472243,4.468568,4.4257092,4.430477,4.3593354,4.3567986,4.324934,4.3065014,4.2551527,4.233389,4.182806,4.161726,4.137834,4.0905113,4.0621014,4.052353,4.0233197,3.96604,3.9630177,3.9004812,3.8677125,3.8423138,3.8081195
415,4.9401965,4.9360514,5.084856,5.099305,5.1254277,5.1296616,5.099663,5.0660543,5.0207663,4.9766455,4.921737,4.8829923,4.8086686,4.770995,4.720565,4.680231,4.642788,4.606971,4.603281,4.577817,4.5756717,4.5662785,4.5609756,4.575025,4.535438,4.5358076,4.50271,4.4586177,4.4899216,4.4679346,4.432236,4.4351745,4.3609357,4.3677983,4.3264303,4.3063126,4.2490773,4.222024,4.169718,4.1550956,4.1285625,4.083649,4.0462017,4.041237,3.9954305,3.9479942,3.9452662,3.8805854,3.845865,3.8174765,3.7833266
416,4.801417,4.7972193,5.018975,5.0393534,5.0753903,5.109792,5.0983076,5.0659966,5.0131974,4.9883513,4.917241,4.8869042,4.8232512,4.7735434,4.725533,4.6845403,4.6439877,4.60774,4.598752,4.5807137,4.568654,4.5543065,4.5601697,4.5708346,4.524104,4.526721,4.4835362,4.445653,4.4839406,4.435389,4.4108877,4.3927503,4.3342686,4.335394,4.285632,4.2518635,4.20791,4.1656847,4.1020207,4.10379,4.0650444,4.032065,3.9864166,3.9858446,3.9077678,3.8787105,3.872396,3.8104486,3.7664175,3.733029,3.70547
417,4.625554,4.647164,4.8996882,4.954984,5.004687,5.084381,5.0949936,5.0608926,5.0224156,5.004851,4.93632,4.912227,4.8553305,4.80302,4.7606735,4.7213035,4.6862574,4.6407127,4.6343184,4.618212,4.6011024,4.5786753,4.5845213,4.599924,4.5452485,4.543091,4.5068355,4.4561605,4.502275,4.4369526,4.4207397,4.3851466,4.34509,4.323987,4.27752,4.2273374,4.200767,4.1481266,4.0709486,4.081566,4.0322213,4.00668,3.955668,3.9578564,3.8583944,3.8387256,3.8278844,3.7710395,3.7183614,3.680282,3.6569054
418,4.589853,4.57958,4.868018,4.9021864,4.9614816,5.035657,5.0355864,5.0100465,4.959673,4.9552298,4.8774524,4.847796,4.794647,4.744229,4.6922426,4.662891,4.622416,4.5804358,4.583869,4.5662885,4.533894,4.538766,4.53626,4.5453625,4.505238,4.503243,4.452185,4.420467,4.4707546,4.4151917,4.400759,4.3781276,4.323801,4.3222857,4.2671676,4.2266784,4.1840944,4.138928,4.066759,4.069072,4.031263,3.9951272,3.9391022,3.933095,3.837358,3.8252053,3.8174326,3.7563262,3.7100797,3.6657147,3.6290526
419,4.6374073,4.628509,4.9003043,4.932681,4.986664,5.053512,5.0537853,5.0244174,4.9745812,4.965089,4.8896475,4.8602943,4.804871,4.754079,4.7037196,4.6703424,4.6301923,4.5897985,4.588357,4.57159,4.5454693,4.5430317,4.544283,4.5546904,4.5118628,4.5109863,4.462559,4.428801,4.4749913,4.420179,4.4031444,4.3777986,4.326337,4.3226953,4.2696223,4.2286367,4.188081,4.1424656,4.0705333,4.0737166,4.0345874,4.0011888,3.9476402,3.9445956,3.8511732,3.8344917,3.8267972,3.7655816,3.7181962,3.6776145,3.6442657
420,4.5720706,4.5740323,4.86259,4.900701,4.964019,5.036509,5.038119,5.014416,4.968154,4.9621997,4.892561,4.8602943,4.8069324,4.7603955,4.708558,4.682845,4.6445184,4.6008544,4.6081195,4.5904574,4.555628,4.565247,4.556706,4.566467,4.52811,4.5249734,4.4761367,4.4403687,4.4897294,4.4389205,4.422359,4.401748,4.3495903,4.3442073,4.2898173,4.253738,4.2056375,4.166497,4.0930977,4.0940576,4.0591702,4.0196257,3.964401,3.9556942,3.8657887,3.8515282,3.8437576,3.78142,3.7393143,3.693923,3.6536353
421,4.5397716,4.5750475,4.8598676,4.9210067,4.994162,5.0605025,5.070191,5.055686,5.0166025,5.001571,4.9392724,4.911968,4.863085,4.8151193,4.7725267,4.7470117,4.709091,4.665309,4.670196,4.6556215,4.622463,4.6216264,4.614364,4.6205206,4.585992,4.5765576,4.531593,4.4850416,4.5292435,4.475144,4.4557524,4.4304223,4.394085,4.374429,4.3163786,4.2808266,4.235689,4.1968956,4.1256776,4.1215353,4.090104,4.055811,3.9987736,3.990044,3.8976405,3.8911886,3.8697057,3.8155806,3.7779937,3.7322903,3.6977608
422,4.527945,4.568438,4.837606,4.9204354,5.0050817,5.0531,5.061301,5.0618978,5.0269156,5.0060506,4.9472466,4.921456,4.879443,4.8306727,4.7955766,4.773528,4.731949,4.6920676,4.696745,4.6835666,4.649594,4.647428,4.639668,4.6356387,4.612856,4.5980134,4.5565095,4.5089126,4.544089,4.4898024,4.46829,4.448428,4.4144726,4.39401,4.3297477,4.3046494,4.2544546,4.2173615,4.1574974,4.141275,4.1159506,4.080963,4.026189,4.010507,3.9249227,3.926326,3.893246,3.8475919,3.8155913,3.7698126,3.739289
423,4.6441636,4.8108706,4.995595,5.135307,5.217202,5.217217,5.214381,5.2081776,5.1765056,5.1314077,5.0892124,5.062044,5.018819,4.9802976,4.9498625,4.90375,4.8779664,4.8522406,4.815007,4.8010077,4.8004494,4.763636,4.7577066,4.741714,4.727775,4.703033,4.6867943,4.665675,4.633331,4.5864296,4.573054,4.538771,4.5062447,4.4820237,4.4532743,4.4125695,4.38664,4.3404055,4.3336935,4.2844257,4.251163,4.2279716,4.1873465,4.175746,4.1429167,4.109755,4.0736346,4.0495887,4.022891,4.003905,3.97638
424,4.5344257,4.7728024,4.98806,5.1351967,5.219409,5.2378244,5.238822,5.224122,5.203325,5.1684313,5.1279273,5.09558,5.0597444,5.025066,4.989256,4.9507885,4.924412,4.901161,4.8667846,4.847983,4.844,4.81465,4.810334,4.7810817,4.7654095,4.7479577,4.7303686,4.713293,4.675977,4.6408014,4.62194,4.586052,4.5638328,4.5273514,4.4942102,4.461005,4.4406033,4.3979926,4.3868685,4.340977,4.305799,4.2864194,4.2455273,4.2237606,4.196841,4.167289,4.132948,4.1084657,4.088178,4.059965,4.0312104
425,4.515767,4.735228,4.928406,5.073614,5.170323,5.197406,5.2052584,5.198047,5.1839666,5.145801,5.1094074,5.0832095,5.0491414,5.0174932,4.9822774,4.9434834,4.9182596,4.893494,4.86052,4.838725,4.836145,4.80484,4.7960443,4.7697897,4.75006,4.7307506,4.7129817,4.6896935,4.656432,4.6196785,4.598208,4.5610914,4.536053,4.499168,4.461345,4.4316387,4.410625,4.365341,4.352538,4.3057194,4.2706814,4.253704,4.2147713,4.1988177,4.1662035,4.13997,4.105064,4.0771894,4.061615,4.0345483,4.0054293
426,4.539569,4.6968255,4.859664,4.9914136,5.0934687,5.1314483,5.1444197,5.1317835,5.1362014,5.093994,5.0551286,5.0335107,5.0037436,4.964011,4.935834,4.892554,4.8670373,4.843805,4.80723,4.7869663,4.784418,4.7508698,4.735979,4.7238803,4.6955028,4.668966,4.6529655,4.6235657,4.5967226,4.5710497,4.5392857,4.5049233,4.4656663,4.4408126,4.3891053,4.3583255,4.3432407,4.2903767,4.2841125,4.2228413,4.194402,4.17779,4.148274,4.1273565,4.087457,4.0658426,4.0365653,4.0064425,3.9879656,3.9678333,3.9441452
427,4.546657,4.707635,4.8599873,5.0041933,5.100956,5.1425447,5.14487,5.1391892,5.140572,5.095409,5.058769,5.0388775,5.006493,4.9693055,4.94143,4.898579,4.8758903,4.848109,4.819146,4.796567,4.795492,4.7639165,4.748365,4.734338,4.707969,4.6828156,4.6724043,4.6411977,4.613397,4.582357,4.551916,4.5222774,4.4941416,4.457373,4.414674,4.382337,4.3608575,4.3093505,4.3031697,4.2456803,4.2132516,4.196798,4.161923,4.1479526,4.103558,4.0843415,4.054658,4.022479,4.004784,3.979997,3.9561481
428,4.4560246,4.5968437,4.742099,4.8945446,5.0057836,5.062631,5.0739546,5.077306,5.087189,5.054419,5.024873,5.011929,4.9857273,4.9547877,4.932493,4.8927217,4.8744025,4.8495297,4.822568,4.8005714,4.8004336,4.7691045,4.7585497,4.740967,4.7144847,4.6908026,4.680085,4.650338,4.620588,4.5894628,4.5607147,4.532303,4.506074,4.4695053,4.4273653,4.3932886,4.374137,4.321455,4.318179,4.262201,4.2298007,4.2130413,4.1770144,4.162546,4.121021,4.1028438,4.0745287,4.0442467,4.024384,3.998835,3.979226
429,4.1247187,4.338157,4.5820303,4.762464,4.901957,4.9753304,5.01556,5.052082,5.072129,5.055334,5.0437346,5.0500674,5.0295935,5.014693,4.9982486,4.973837,4.962938,4.942394,4.9210997,4.9029226,4.895456,4.864604,4.845947,4.826849,4.808096,4.7797847,4.757879,4.731664,4.705076,4.6843967,4.650167,4.6270123,4.601905,4.5612454,4.5318985,4.4938807,4.4708476,4.43694,4.426634,4.3790617,4.355977,4.3363557,4.292093,4.273815,4.248302,4.226793,4.1997004,4.1733656,4.1655483,4.134597,4.1129036
430,4.162494,4.398316,4.69289,4.8701234,4.979372,5.025431,5.064704,5.101439,5.1088643,5.0760117,5.064786,5.0695667,5.0424333,5.0261064,5.006586,4.990598,4.976769,4.9590173,4.9418974,4.9343123,4.923071,4.8989305,4.87258,4.8667006,4.8591075,4.830121,4.8067627,4.7837543,4.765708,4.7514863,4.7155037,4.6963806,4.6723766,4.629944,4.612618,4.576861,4.545558,4.5291924,4.5073934,4.4649606,4.4433913,4.4258986,4.377357,4.3610806,4.33473,4.3093696,4.277498,4.2501297,4.2517023,4.2207956,4.185268
431,4.231359,4.377721,4.637592,4.819274,4.8981385,4.938642,4.9760756,5.0104494,5.0227475,4.982775,4.977461,4.9849205,4.9626346,4.9477973,4.9362493,4.928039,4.915483,4.9064174,4.8980246,4.904187,4.8987293,4.8874702,4.8628,4.8773627,4.875278,4.8505034,4.8359394,4.814766,4.807896,4.7962775,4.7623167,4.754154,4.727763,4.6936097,4.6804647,4.6532073,4.6130676,4.604226,4.5767813,4.5347886,4.5120573,4.4972887,4.453204,4.4458933,4.4052253,4.3789687,4.3466835,4.312679,4.312022,4.2889814,4.2437553
