t,z1,z2,z3
663,-0.08216187,-0.9761866,0.34076583
664,0.01893405,-1.0089214,0.28997818
665,0.29123497,-1.2135825,0.38969952
666,-0.13117337,-0.90090865,0.1881322
667,-0.54922736,-0.74576616,0.26356775
668,-0.433787,-0.7984187,0.28942773
669,-0.4969526,-0.7874003,0.32987133
670,0.07243079,-1.0955446,0.48927078
671,0.4146195,-1.181767,0.6754732
672,0.36623946,-1.1418918,0.6396644
673,0.756032,-1.5170653,0.71450794
674,1.1979362,-1.9643471,0.81825584
675,1.1721046,-1.9567077,0.81724954
676,0.9698239,-1.7560648,0.9535025
677,0.8481735,-1.5706229,1.0689095
678,0.9063343,-1.559891,1.028024
679,0.5925048,-1.2776647,0.90870434
680,0.4874645,-1.1276199,0.7999984
681,0.788635,-1.4326799,0.9031903
682,0.79497373,-1.4909889,0.9454417
683,1.2229835,-1.8292211,1.0864897
684,0.9923657,-1.6174701,1.0245593
685,1.1981915,-1.8242189,1.139853
686,1.3994213,-2.083636,1.2362366
687,0.8749341,-1.6805778,1.119607
688,0.9509435,-1.7820501,1.1894482
689,0.85080856,-1.6637474,1.2521645
690,0.55399257,-1.4421085,1.1660398
691,0.35423222,-1.2987984,1.0933568
692,0.44335246,-1.361767,1.1003401
693,0.7263139,-1.6620785,1.2663379
694,0.3098312,-1.3909478,1.2192218
695,0.25887758,-1.3884676,1.0922866
696,0.027223181,-1.226095,1.0979973
697,-0.0018473249,-1.1423173,1.084658
698,0.3598403,-1.4042938,1.2112529
699,0.4313614,-1.4514812,1.2277809
700,0.5737645,-1.5082642,1.2331035
701,0.16852556,-1.2333008,1.0384238
702,0.17579317,-1.2520717,0.94070005
703,-0.0090220235,-1.1166177,0.93187886
704,-0.43478805,-0.81370604,0.77595156
705,-0.58384025,-0.79167604,0.7757363
706,-0.4453782,-0.787065,0.7608825
707,-0.51199496,-0.81669986,0.7707927
708,-0.6424686,-0.7478568,0.8502834
709,-0.9672476,-0.6076227,0.9596878
710,-0.691514,-0.77338743,0.8617613
711,-0.9681949,-0.6430267,0.977686
712,-0.76834446,-0.76303136,0.87816775
713,-0.5980433,-0.84611785,0.87080806
714,-0.49060744,-0.89213204,0.95950615
715,-0.5787738,-0.8811774,0.96792215
716,-0.37922728,-0.98464686,0.9901833
717,-0.49812442,-0.9115484,0.92117053
718,-0.82674354,-0.7282423,1.1007973
719,-1.1415756,-0.59094024,1.2705991
720,-1.1912837,-0.4865282,1.4561944
721,-0.4932233,-0.7219459,1.0527064
722,-0.24948943,-0.8749641,1.0702012
723,-0.10475947,-1.0393835,1.1176966
724,-0.021974407,-1.096947,1.19001
725,-0.057727255,-1.0318784,1.2310092
726,-0.22739518,-0.8393567,1.2075554
727,-0.24641338,-0.8104318,1.2026085
728,-0.26763245,-0.7934664,1.1834971
729,-0.19137101,-0.8130611,1.2345371
730,-0.18527845,-0.7797363,1.2945374
731,-0.6823702,-0.45141515,1.5681263
732,-0.6783054,-0.4733394,1.4936093
733,-0.6820524,-0.51220673,1.3964808
734,-0.42499745,-0.62852246,1.1553694
735,-0.77182436,-0.32258868,1.4716156
736,-0.5944806,-0.33600438,1.2658271
737,-0.582755,-0.2818,1.3494631
738,-0.8529139,-0.149344,1.5808933
739,-0.72280985,-0.21030605,1.5421582
740,-0.5467661,-0.39233643,1.2587177
741,-0.31635684,-0.47029278,1.1274011
742,-0.14716706,-0.60261416,1.1672156
743,-0.18586884,-0.64434755,1.2321109
744,-0.41445985,-0.47186086,1.4905564
745,-0.38706288,-0.46093538,1.5417908
746,-0.34629157,-0.49709114,1.6093768
747,-0.3448526,-0.4810194,1.6692275
748,-0.36190185,-0.46014383,1.6824661
749,-0.3731842,-0.43467787,1.678236
750,-0.11229135,-0.59360796,1.6631302
751,-0.09046642,-0.6081078,1.6841975
752,-0.19854903,-0.5239867,1.7144092
753,-0.12775663,-0.51666087,1.7780628
754,-0.17753254,-0.4865484,1.801629
755,0.21127947,-0.73067546,1.8337774
756,0.21102518,-0.74694484,1.8080513
757,0.30833897,-0.8049529,1.8756846
758,-0.25072107,-0.45887002,1.9926615
759,-0.3579139,-0.3925144,2.0403848
760,-0.37364265,-0.37529558,2.107071
761,-0.37806922,-0.37576163,2.1757104
762,-0.059709556,-0.55783445,2.0375073
763,-0.120927215,-0.54641485,1.9821222
764,0.11132924,-0.7576784,1.7657993
765,-0.09088852,-0.66350675,1.7051817
766,-0.08119147,-0.68713707,1.7225326
767,-0.071466066,-0.66249794,1.7583112
768,0.004451841,-0.6355855,1.8144058
769,0.43654922,-0.99011344,1.8964462
770,0.46794194,-0.9807382,1.9508885
771,0.4856951,-0.97064096,1.9959488
772,0.43795657,-0.9556455,2.029974
773,0.55389744,-1.019211,1.9865558
774,1.0389049,-1.5050809,2.0522635
775,1.2574617,-1.740777,2.0045223
776,1.1436722,-1.6533432,1.9864566
777,1.0223675,-1.5446639,2.0506077
778,0.662102,-1.208649,2.0000389
779,0.6450482,-1.2119993,2.081864
780,0.5006592,-1.1244402,2.0431685
781,0.8206778,-1.3989121,2.1416187
782,0.762039,-1.3718721,2.1422596
783,0.40795624,-1.3149829,2.1582267
784,0.3491165,-1.3466846,2.2530863
785,0.2539392,-1.2728282,2.3006458
786,0.34134617,-1.3285661,2.3074856
787,0.49009427,-1.3783727,2.4796002
788,0.4449356,-1.2180648,2.6952796
789,0.43004912,-0.96606666,2.7154934
790,0.3860455,-0.9800336,2.6798768
791,0.38314697,-1.0472906,2.577349
792,0.49903584,-1.1816962,2.6471481
793,0.51341856,-1.2065742,2.7332299
794,0.34468967,-1.0011762,2.7668755
795,0.27708012,-1.0284508,2.8944721
796,0.04298131,-0.80425537,3.1695833
797,-0.26322848,-0.76206434,3.10719
798,-0.6919287,-0.44507167,3.4019294
799,-0.22616571,-0.71932024,3.1653187
800,0.03073593,-0.8604966,3.2747898
801,-0.091774195,-0.7938113,3.3597636
802,-0.10724302,-0.86577517,3.2801878
803,-0.08248031,-0.84480417,3.3073637
804,0.14656568,-0.9863002,3.3517208
805,0.27890998,-1.0948757,3.3434272
806,0.36096638,-1.2705939,3.1590452
807,0.35240215,-1.2528175,3.1010249
808,-0.10656878,-0.83350575,2.8923683
809,-0.5976383,-0.47540644,3.129501
810,-1.2382486,-0.050564855,3.6313176
811,-0.91487736,-0.2416254,3.1118832
812,-1.2414364,0.06872428,3.28535
813,-1.1610439,0.028670654,3.1812274
814,-1.581577,0.22174832,3.518962
815,-1.1169252,-0.0237374,3.0840697
816,-1.0961623,-0.08831213,3.177123
817,-1.2479362,0.015669972,3.4673975
818,-1.1630738,-0.041450344,3.613117
819,-0.93913615,-0.19232675,3.3305795
820,-0.70315033,-0.35097462,3.2936018
821,-0.93269616,-0.21077532,3.6185198
822,-1.1624856,-0.0642572,3.5920188
823,-1.2661729,-0.00964199,3.4786193
824,-1.280217,-0.032866776,3.3788397
825,-1.4609094,0.043615174,3.3558807
826,-1.2743577,-0.026350208,3.243644
827,-1.3505898,0.0012747198,3.3846772
828,-1.1857619,-0.016285308,3.5389683
829,-1.5252966,0.07074164,3.8219957
830,-1.3649374,0.1494118,3.6346095
831,-1.268293,0.09410788,3.5747974
832,-1.1897852,0.058392033,3.5953317
833,-1.0826623,-0.05301579,3.4360778
834,-1.1735134,-0.017407335,3.653875
835,-1.41273,0.09281574,3.8136737
836,-1.1572496,0.0055140257,3.7884805
837,-1.1527104,0.048080355,3.8011367
838,-1.2011416,0.008440193,3.8331125
839,-1.2219503,0.013564691,3.8018494
840,-1.1271015,-0.06466121,3.750266
841,-0.8810456,-0.23184434,3.6547875
842,-1.3143307,0.0675472,4.087247
843,-1.2922331,0.07571142,4.0813255
844,-0.92531365,-0.14816418,3.8944774
845,-0.5608788,-0.23393741,3.7086527
846,-0.4368632,-0.28580967,3.7125003
847,-0.4529886,-0.27802667,3.9117708
848,-0.48450112,-0.27645904,4.0344963
849,-0.46196154,-0.26415384,4.044209
850,-0.24139664,-0.42936188,3.5982988
851,0.026484907,-0.56841284,3.471987
852,0.1119222,-0.6487664,3.510493
853,0.40615028,-0.8884205,3.2866569
854,0.5272095,-1.0849034,3.1058183
855,0.5278543,-1.0759015,3.1427665
856,0.6703699,-1.2190889,3.2574615
857,0.5912927,-1.1446708,3.1574318
858,0.12316561,-0.6918354,3.3549721
859,0.3418553,-0.9483902,3.3467383
860,0.14117384,-0.76672524,3.4263685
861,-0.28080714,-0.467867,3.7404416
862,0.12568164,-0.76670796,3.7636633
863,0.08214313,-0.6311351,3.7324936
864,0.41551858,-0.913213,3.5992281
865,-0.069441974,-0.5643666,3.9536128
866,0.441079,-0.9539178,3.800374
867,0.2924903,-0.8110336,4.119931
868,0.30393094,-0.7719044,4.4843106
869,0.35443306,-0.78375167,4.2768383
870,0.7223182,-1.2250991,3.8692856
871,0.76539916,-1.2357632,3.7758338
872,0.5378472,-0.9176456,3.7549474
873,0.1508019,-0.65188795,3.8269699
874,-0.2399582,-0.4721087,4.2302012
875,-0.26795918,-0.4514086,4.2728066
876,-0.1346479,-0.519118,4.1756854
877,-0.3527326,-0.37636843,4.467319
878,-0.16082057,-0.49318185,4.3268085
879,-0.5176257,-0.21300271,4.235489
880,-1.052097,0.05887705,4.6250854
881,-0.93839467,-0.04580038,4.666789
882,-0.98193526,-0.043065228,4.6875315
883,-1.3498862,0.08512761,4.8072066
884,-1.5162008,0.23414198,4.754893
885,-1.237288,0.08526114,4.546992
886,-1.3696996,0.1615505,4.6482882
887,-1.3935091,0.1420446,4.6228127
888,-1.4739933,0.17482704,4.7351103
889,-1.2568134,0.0025008172,4.650879
890,-1.1942401,-0.05302853,4.55994
891,-1.1482112,-0.060101397,4.567413
892,-1.7549273,0.23243484,4.981409
893,-1.8342211,0.29838797,4.890856
894,-2.003941,0.37322164,4.862537
895,-1.9490095,0.36084834,4.89726
896,-2.1845188,0.48476747,5.028389
897,-1.9809674,0.38080883,4.8105354
898,-1.7687734,0.31243926,4.754865
899,-2.0567808,0.5238123,4.9043217
900,-1.5364,0.29887232,4.6186705
901,-2.2391891,0.6028874,4.8566437
902,-1.8422955,0.4794942,4.719028
903,-1.9629917,0.54865634,4.765676
904,-2.2634692,0.7509026,4.86269
905,-1.5672133,0.4895209,3.8794987
906,-1.100197,0.2564888,3.3806872
907,-1.4125214,0.42902607,3.7892675
908,-0.8519616,0.18604767,3.2427735
909,-0.6229934,0.020307329,3.0477471
910,-0.299632,-0.1747818,3.050836
911,-0.6716858,0.046264857,3.2479181
912,-0.7256458,0.114859566,3.3052175
913,-1.4304643,0.45154145,3.770022
914,-1.5526222,0.46972403,3.4528062
915,-1.34461,0.31509146,3.2359965
916,-1.2059214,0.24459243,3.0746982
917,-0.9989637,0.13555242,2.7926939
918,-1.259454,0.31245834,3.0952792
919,-1.2562566,0.29951593,2.9482417
920,-1.0663984,0.23277223,2.7324197
921,-1.0975025,0.24789163,2.757444
922,-1.3237636,0.3903246,2.977138
923,-0.8937912,0.14465508,2.5761147
924,-1.0169494,0.2029545,2.648293
925,-1.0273494,0.22624111,2.6633134
926,-1.6208764,0.43827274,2.8746393
927,-1.6336229,0.46046957,2.7848547
928,-1.5977063,0.4199007,2.808643
929,-1.6581835,0.34914848,2.951717
930,-1.4579209,0.26391885,2.8689404
931,-1.850435,0.39695835,3.1699886
932,-1.5347211,0.30256838,2.985642
933,-1.659616,0.36034104,3.08122
934,-1.0210613,0.08453134,2.8011374
935,-1.2052996,0.19205302,2.9361987
936,-1.436304,0.3785062,3.0982387
937,-1.3123137,0.3639805,2.8872485
938,-1.0886594,0.27522907,2.8020463
939,-0.96273005,0.2025842,2.6940699
940,-0.9971483,0.18937796,2.7169094
941,-0.93147904,0.16303775,2.7204833
942,-1.1386312,0.19401503,2.8146844
943,-1.157396,0.21020785,2.945497
944,-0.7513766,0.045084745,2.779272
945,-0.9506097,0.10570813,2.8334596
946,-0.8706823,-0.0026816577,2.7471683
947,-0.9768357,0.09099127,2.957232
948,-1.4876862,0.3820584,3.156929
949,-1.60835,0.4041237,2.884573
950,-1.2906023,0.338428,2.618393
951,-1.5478606,0.37130594,2.7635996
952,-1.6554079,0.40736714,2.910837
953,-1.7931001,0.4163249,2.7410245
954,-1.4749326,0.31366518,2.6051607
955,-1.7906189,0.41784003,2.6070142
956,-1.8261015,0.49990568,2.5776045
957,-1.9625386,0.50950825,2.3560178
958,-1.7996953,0.45757547,2.2497518
959,-1.5154524,0.34070712,1.7548208
960,-1.4440179,0.3353864,1.7265655
961,-1.4036113,0.3065399,1.8463842
962,-1.4978386,0.4619473,1.8193538
963,-1.6195229,0.5089739,1.8570788
964,-1.5527937,0.42757657,1.5552648
965,-1.6859875,0.410056,1.3938206
966,-1.3503171,0.3201017,1.1195983
967,-1.7315831,0.52152765,1.4521221
968,-1.8418305,0.478898,1.4499065
969,-1.6765579,0.45052236,1.4924418
970,-2.1318517,0.6392037,1.6086564
971,-1.7874975,0.4951333,1.4316592
972,-1.4686034,0.2839856,1.1566465
973,-1.8536212,0.39332283,1.2655226
974,-1.9213977,0.42426005,1.3261224
975,-2.0425897,0.413008,1.5227726
976,-2.2247596,0.4698552,1.6734883
977,-2.0425377,0.3878857,1.5164367
978,-1.8492991,0.3552885,1.596968
979,-1.6970277,0.24056834,1.4357753
980,-1.5738169,0.11466232,1.3431921
981,-1.4105308,0.0340106,1.1713463
982,-1.9093814,0.30015004,1.5570059
983,-1.8809481,0.34344214,1.6347946
984,-1.8849546,0.29700607,1.6001108
985,-2.277987,0.48737034,1.8043818
986,-2.3715563,0.59339917,1.9587256
987,-1.7055312,0.26604155,1.4442987
988,-1.864978,0.3235221,1.4507264
989,-1.998248,0.32330096,1.4985725
990,-1.9541273,0.33966804,1.428738
991,-1.9946774,0.3199079,1.356072
992,-2.0559626,0.38883546,1.6567258
993,-2.0390148,0.38558173,1.711078
994,-1.5392011,0.15767667,1.6537771
995,-1.7786287,0.19159238,1.6631058
996,-1.6819851,0.26536846,1.7058346
997,-1.4326478,0.11889437,1.526693
998,-1.5662957,0.20977291,1.5777413
999,-1.2038714,0.014799759,1.5631335
1000,-1.135306,-0.017165802,1.5035452
1001,-0.8529131,-0.13891712,1.3190898
1002,-0.663586,-0.17931128,1.2489622
1003,-0.8387238,-0.10423236,1.4789191
1004,-1.0868248,-0.01313401,1.6576773
1005,-0.97145236,-0.048847616,1.5802478
1006,-0.89092916,-0.084020115,1.4977533
1007,-0.8888665,-0.082662724,1.5060383
1008,-0.9283279,-0.07420442,1.5213943
1009,-1.1453677,-0.01858712,1.6285154
1010,-0.9130332,-0.045446165,1.557415
1011,-1.2045958,0.07725144,1.7424061
1012,-1.2137042,0.08068348,1.6077273
1013,-1.017576,-0.024166629,1.4785388
1014,-0.82901174,-0.08543039,1.3491325
1015,-0.862689,-0.027711816,1.4425707
1016,-0.4269511,-0.23579133,1.41559
1017,-0.40271395,-0.27029938,1.4994545
1018,-0.4474127,-0.2735521,1.5026764
1019,-0.49001348,-0.22597507,1.5260342
1020,-0.55816424,-0.14270863,1.6349615
1021,-0.88859195,0.044055194,2.0000627
1022,-0.8613012,0.028969903,1.9911063
1023,-0.71616197,-0.020982303,1.885988
1024,-0.8972821,0.031545173,1.8298141
1025,-0.9278956,-0.0085432455,1.6679863
1026,-0.5355441,-0.13431558,1.3874749
1027,-0.9585662,0.0037345588,1.587485
1028,-0.68575794,-0.10247665,1.3255506
1029,-0.82487804,-0.06465965,1.5216728
1030,-1.1698788,0.105506316,1.4157538
1031,-1.0041134,-0.08413582,1.2288976
1032,-1.118877,0.048900813,1.4508369
1033,-1.1826313,0.060188975,1.5238744
1034,-0.9807029,-0.08495683,1.4277163
1035,-0.99522686,-0.06927057,1.4787954
1036,-0.82729095,-0.23501861,1.3586811
1037,-0.889173,-0.16790605,1.5035354
1038,-0.7672022,-0.16542745,1.4677832
1039,-0.568971,-0.24888209,1.3135703
1040,-0.6204499,-0.19008872,1.4021189
1041,-0.58516616,-0.16402829,1.4382477
1042,-0.6516399,-0.07445868,1.5708805
1043,-0.6773469,-0.06030292,1.6961644
1044,-1.0870312,0.150727,2.1022635
1045,-1.3198897,0.28863934,2.34877
1046,-1.304354,0.2664635,2.3388767
1047,-1.5172011,0.39638114,2.5926478
1048,-0.98821306,0.17248252,2.0956595
1049,-0.98505116,0.17559639,2.1475525
1050,-1.1179644,0.30783752,2.286133
1051,-0.93974775,0.2389678,2.269834
1052,-0.94566184,0.28030515,2.205328
1053,-0.8777468,0.23271221,2.1142695
1054,-1.2268828,0.29697314,2.0806792
1055,-1.0422252,0.21280748,1.9317605
1056,-0.6883102,0.081040934,2.0371218
1057,-0.257833,-0.086899824,1.8977655
1058,-0.005520044,-0.20995134,1.8279258
1059,-0.004798917,-0.19299519,1.7399881
1060,0.013693286,-0.20271239,1.6953717
1061,0.0071973335,-0.22245869,1.7014302
1062,0.13767755,-0.28127423,1.6218213
1063,-0.19632642,-0.10035821,1.7534062
1064,-0.13549921,-0.12866026,1.7787728
1065,-0.048754193,-0.18330967,1.6244987
1066,-0.05495359,-0.16798967,1.5349519
1067,0.076478526,-0.23293248,1.5515006
1068,0.081666395,-0.21917173,1.5675701
1069,0.19322951,-0.28047156,1.5137956
1070,0.06589058,-0.19786367,1.6377038
1071,-0.05703055,-0.12567559,1.7195799
1072,-0.6642622,0.0858641,1.7726818
1073,-0.60167414,0.011141904,1.6168318
1074,-0.43098688,0.019925397,1.6654562
1075,-0.48946214,0.021616343,1.6015092
1076,-1.0138533,0.18623078,1.6680645
1077,-1.2367928,0.25034693,1.6970074
1078,-1.2106781,0.24338967,1.7517104
1079,-1.0994194,0.20810571,1.8049642
1080,-1.1815771,0.20449573,1.8488805
1081,-1.6040906,0.41793334,1.9939427
1082,-1.7258351,0.48552948,2.0852377
1083,-1.5216448,0.3617778,1.8917265
1084,-1.2782477,0.25592533,1.7777013
1085,-1.4562666,0.38046652,1.9135482
1086,-1.7148149,0.49445298,2.133572
1087,-1.7795535,0.58557,2.2704172
1088,-1.6816834,0.5492511,2.2735453
1089,-1.744881,0.58482945,2.3272753
1090,-1.7502456,0.6091932,2.2089996
1091,-1.6774269,0.5779019,2.1209033
1092,-1.7277489,0.5673104,2.0753012
1093,-1.7444566,0.5832884,2.1235676
1094,-1.6150066,0.519686,2.019404
1095,-1.4877987,0.45052192,2.0277207
1096,-1.5265028,0.49495247,2.0978315
1097,-1.8593254,0.6767726,2.23001
1098,-2.0955338,0.80655146,2.1644979
1099,-2.0433416,0.8017113,2.1640284
1100,-1.9692533,0.79999435,2.2155547
1101,-2.0309277,0.8702451,2.2238758
1102,-2.124422,0.9348768,2.2210763
1103,-1.7701107,0.7928066,2.0122063
1104,-1.546071,0.6770601,1.9171864
1105,-1.8476977,0.8456653,2.1128073
1106,-2.014738,0.91352254,2.0583658
1107,-1.8985116,0.824971,1.8514354
1108,-1.826685,0.8228527,1.8341421
1109,-1.9412136,0.8233361,1.7644379
1110,-1.8270365,0.81929994,1.7971983
1111,-1.5997622,0.74149644,1.6949465
1112,-1.4129708,0.6215687,1.4791802
1113,-1.5914394,0.676005,1.3804777
1114,-1.8586626,0.7789778,1.4956049
1115,-1.8003616,0.7759535,1.4169917
1116,-1.7023557,0.65647215,1.2314605
1117,-1.6737115,0.61602783,1.1053486
1118,-1.5737137,0.5523593,0.9824179
1119,-1.4999417,0.53888196,0.98678285
1120,-1.7861836,0.63685775,1.0959622
1121,-1.5896869,0.49277025,0.8629481
1122,-1.7848043,0.5551343,1.0023098
1123,-1.7291716,0.53970337,0.8609721
1124,-1.2946155,0.42684236,0.7794191
1125,-1.617409,0.5422422,0.9351229
1126,-1.5875185,0.5421764,0.8082117
1127,-1.3691561,0.44158342,0.74670964
1128,-1.3771548,0.443723,0.7815816
1129,-1.5231164,0.5262228,0.93252534
1130,-1.5756179,0.4921127,1.0322677
1131,-1.3086017,0.4212143,1.058947
1132,-1.4065473,0.43939656,1.0006808
1133,-1.6354929,0.49248993,1.0770406
1134,-1.6134845,0.4701676,1.0393139
1135,-1.4127071,0.3591614,1.0539247
1136,-1.3175442,0.3826879,1.0009533
1137,-1.0986683,0.37969884,1.1092936
1138,-1.1533054,0.45214713,1.1686947
1139,-1.1000158,0.45262462,1.1177967
1140,-0.8939449,0.34920815,0.9345892
1141,-0.91301936,0.33378845,0.927236
1142,-1.0178761,0.40300018,0.9986034
1143,-0.9252828,0.3714238,0.95248467
1144,-1.2335813,0.46473253,1.0554641
1145,-1.128023,0.43725413,1.0184722
1146,-1.1894209,0.4375779,1.0336981
1147,-0.9714574,0.33886915,1.0303549
1148,-0.98140776,0.3819128,1.0601165
1149,-1.0669223,0.44466645,1.1684577
1150,-1.3970748,0.5280679,1.2166089
1151,-1.1061355,0.3587083,0.8578553
1152,-1.1582257,0.419662,0.9055243
1153,-1.2304446,0.39756936,0.82213277
1154,-1.267288,0.37455422,0.7201752
1155,-1.4152743,0.36729792,0.73713976
1156,-1.3791434,0.394807,0.7892482
1157,-0.9664772,0.25406376,0.61437243
1158,-0.95196027,0.2397967,0.5857656
1159,-0.83667713,0.14638838,0.3578208
1160,-0.7544661,0.07394309,0.17473781
1161,-0.4705517,-0.012666471,0.15072888
1162,-0.22884709,-0.119782545,0.22843793
1163,-0.4140923,-0.012860782,0.33851147
1164,-0.29504946,-0.046572514,0.34343076
1165,-0.45929334,0.0035969168,0.312427
1166,-0.273992,-0.09566506,0.1943213
1167,-0.35231924,-0.05338707,0.3891228
1168,-0.5865442,-0.05861362,0.42461786
1169,-0.5078115,-0.12358751,0.36564305
1170,-0.5476745,-0.117367364,0.4400086
1171,-0.5230239,-0.15122908,0.40758598
1172,-0.42263076,-0.17946213,0.4046948
1173,-0.8249247,-0.03722301,0.42460266
1174,-0.7150224,-0.08671365,0.34885937
1175,-0.54373896,-0.1560665,0.35500118
1176,-0.29028046,-0.2966483,0.25881794
1177,-0.4673843,-0.19246456,0.3629936
1178,-0.3212846,-0.26206446,0.3222949
1179,-0.5022674,-0.17164192,0.49590674
1180,-0.6474078,-0.13021559,0.50934744
1181,-0.8794296,-0.101877,0.4197734
1182,-0.6737514,-0.17264614,0.43509185
1183,-0.7180875,-0.13116315,0.47592553
1184,-0.632105,-0.14754757,0.4562588
1185,-0.41729164,-0.21236145,0.38581002
1186,-0.3573504,-0.24742827,0.40606815
1187,-0.48787314,-0.18831533,0.4667512
1188,-0.37566838,-0.2672074,0.37813056
1189,-0.38715127,-0.1957832,0.45029294
1190,-0.2883623,-0.2074481,0.3802583
1191,-0.1922608,-0.26174918,0.35093683
1192,-0.12925091,-0.32346237,0.35332152
1193,-0.12486,-0.34104854,0.3748463
1194,0.061245043,-0.4238278,0.4911954
1195,0.18475682,-0.3527267,0.60910237
1196,0.10727808,-0.28650948,0.56882817
1197,0.25330025,-0.3825519,0.6440203
1198,0.13962117,-0.3860036,0.59417874
1199,-0.05716919,-0.34102,0.5526138
1200,-0.14983802,-0.2736263,0.6808347
1201,-0.37341726,-0.22640932,0.7730482
1202,-0.5762421,-0.051688373,0.95536995
1203,-0.35301244,-0.18093416,0.9555139
1204,-0.34780467,-0.18168077,0.9545253
1205,-0.5478001,-0.06704252,1.0803791
1206,-0.24152246,-0.16172427,1.0845112
1207,-0.27606848,-0.16479713,1.0503323
1208,-0.08362985,-0.2769287,0.961801
1209,-0.092276126,-0.22215635,1.0143268
1210,0.18160592,-0.48083267,0.86748934
1211,0.23570746,-0.49611607,0.83853704
1212,0.24099995,-0.49619588,0.88051146
1213,0.07933518,-0.43841484,0.775435
1214,0.3075908,-0.5412702,0.9919924
1215,0.34991878,-0.56359524,0.9372214
1216,0.3019039,-0.5630501,0.9361904
1217,0.3515311,-0.58393514,0.9785902
1218,0.272054,-0.5279589,0.9909465
1219,0.18681462,-0.47114846,0.9319959
1220,0.048009697,-0.44180426,0.78894526
1221,0.08969635,-0.47707954,0.8444959
1222,0.053653236,-0.46349713,0.81885916
1223,-0.21488802,-0.32612094,0.7748519
1224,-0.0651773,-0.47514668,0.6540795
1225,0.19530855,-0.59819007,0.8195192
1226,0.062494557,-0.62260526,0.63530374
1227,0.21200593,-0.69113106,0.63479185
1228,0.39937082,-0.6553229,0.68840903
1229,0.12949044,-0.6384723,0.7792848
1230,0.33663973,-0.6014683,0.94678885
1231,0.57296914,-0.77993107,0.9966683
1232,0.6966819,-0.8989071,1.0253829
1233,0.76874125,-0.9744021,1.1159627
1234,0.70209235,-0.9166457,1.0055549
1235,0.56701726,-0.80930144,0.8237806
1236,0.8198615,-1.0199549,0.86376834
1237,1.0500753,-1.2273593,0.97713834
1238,1.0784433,-1.2795161,1.0115051
1239,1.0940634,-1.314486,1.0183613
1240,1.2974612,-1.5480598,1.1084949
1241,1.2238455,-1.4776354,1.1009538
1242,0.7805185,-1.0635613,1.1123868
1243,0.7647183,-1.0179868,1.1653193
1244,0.77347946,-0.9854912,1.0733507
1245,0.56393474,-0.7942975,0.92628175
1246,0.62471336,-0.8488246,1.0554955
1247,0.7710131,-0.99356383,1.184386
1248,0.8577511,-1.0776464,1.2503996
1249,0.9600259,-1.151292,1.3244196
1250,0.94480073,-1.0802832,1.4406981
1251,0.9268505,-1.0447525,1.4866008
1252,1.1004033,-1.2492495,1.4882265
1253,1.2011076,-1.3257798,1.4814949
1254,1.511138,-1.517084,1.6545798
1255,1.6382805,-1.5611492,1.6273763
1256,1.712138,-1.6134632,1.5633358
1257,1.9626702,-1.7696732,1.6546755
1258,1.6630199,-1.5463029,1.5939887
1259,1.6773883,-1.5956321,1.6605223
1260,1.6400721,-1.5778219,1.6810083
1261,1.5911444,-1.5426716,1.667089
1262,0.7468317,-0.8781451,1.4259286
1263,0.7869488,-0.9057574,1.3813264
1264,1.0856986,-1.2070395,1.4595892
