t,a3,a2,a1,a0
180,0.0002527314364060496,-0.006037045560221784,-0.08698722282838542,5.813769790357571
181,0.00024103130971309903,-0.0055580057196250145,-0.09271474742301108,5.816569669373324
182,0.000257122049170375,-0.00601576566382161,-0.09007115039480423,5.825917122985432
183,0.0002242455860096427,-0.005210146527137602,-0.0876264473760696,5.753496239076973
184,0.00020203434790384424,-0.004477109767157783,-0.09163650093577988,5.7222844545503655
185,0.0002457249920353898,-0.006208230347348572,-0.07103582439438957,5.6897144089657825
186,0.000261626187721014,-0.007044081148264648,-0.05532439097100644,5.6173185120680795
187,0.00024236956596221658,-0.005842948081575062,-0.08005735624175295,5.736726260923316
188,0.00020025680977821397,-0.004678364357442075,-0.0812791892998897,5.675871096400427
189,0.00010589439435785632,-0.0014548627646694394,-0.10442555169002848,5.60132384224808
190,8.783566977315804e-05,-0.0009909012095461241,-0.10390399596091121,5.57416347864325
191,9.8253044537425e-05,-0.001557089950994426,-0.09548853097916583,5.553930998464106
192,8.894246017625453e-05,-0.00115947483631149,-0.09541344555865369,5.570290143164739
193,0.0001104997363765312,-0.001591285700140046,-0.10055916775170642,5.6167469738237
194,9.574263295986812e-05,-0.0008443198226299587,-0.1115409968291145,5.638330278353306
195,8.059651794743206e-06,0.002588169722223848,-0.14633314510065767,5.642435897651982
196,-1.630864957259253e-05,0.003730989172009263,-0.15920773137391328,5.674790707098661
197,-5.162711803465014e-05,0.004908713626343103,-0.16675648731222184,5.651979073028207
198,-6.462883838457123e-05,0.005522408676140809,-0.173626807121627,5.670100439893119
199,-3.317587940871821e-05,0.004180209864428641,-0.15577582306331744,5.659691763929398
200,-2.6712396746687293e-05,0.004250935355725842,-0.1624270777849106,5.700958100776194
201,-1.1683812711532649e-05,0.004213066584647701,-0.1734849578387427,5.7688905822072005
202,-3.539292410620591e-05,0.004867171609586589,-0.1725977825540271,5.73843955098374
203,6.904091291116461e-06,0.003199895820990564,-0.15604032573475748,5.735837515283399
204,-3.5349284057833445e-05,0.004884377515733636,-0.17266169049749502,5.741059771563624
205,8.476426197282932e-06,0.0027026824987125557,-0.14258374851464653,5.677097518953943
206,9.673319091189652e-06,0.0028187493777333586,-0.14634182568598547,5.700477971947938
207,4.403898713967079e-05,0.0019364804600683118,-0.15110959856945994,5.74629880608804
208,4.120433129501977e-05,0.0018714537813656791,-0.1493205192418756,5.717119331351083
209,0.00010284990078239925,-0.0003414610216799065,-0.13185631359825617,5.736029844220321
210,0.00010810418302222064,-0.0010071076846958518,-0.12072738372632918,5.663664987964587
211,0.0001226442840777127,-0.001407750644021458,-0.12365610271234952,5.672495291734421
212,0.00011227714491041293,-0.0003761874794766698,-0.1432651995813306,5.761060984074948
213,0.00010865296390308237,-0.0007471703051099456,-0.1293417438586676,5.697399770898737
214,0.0001388604977917757,-0.0011884290281867454,-0.14297346189839436,5.777513899557897
215,0.00015057564862076201,-0.001536328199034981,-0.14302537422267483,5.786394545877219
216,0.000168349191679317,-0.002444811570658488,-0.12830931310106125,5.76314874871343
217,0.00017484107476688953,-0.0026892799461451736,-0.12711625248943903,5.761018239045997
218,0.0001706972980242991,-0.0022574097161042247,-0.13911266481528978,5.78721920287048
219,0.00015902344588111905,-0.001932654540712043,-0.14111082295951133,5.767720651146896
220,0.00013117645809352532,-0.0011172407094248223,-0.14370519909992832,5.734966022427587
221,0.00014606653028974553,-0.0020295355118383073,-0.12641901018378107,5.698020656339181
222,0.00015386038532213712,-0.0028112188291409827,-0.11276099895265375,5.6646969640856
223,0.00013537605201674856,-0.002397024760293365,-0.1088419179001848,5.573236410304979
224,0.00013951222970510693,-0.0024202589922414555,-0.11126645016687711,5.61563757256831
225,0.00014503628418992162,-0.002614041135010072,-0.11043119651243778,5.627491424833037
226,0.00014683170108582597,-0.0026772342550193677,-0.1122929842443601,5.599538496013214
227,0.00012098226398436651,-0.0016219928514156633,-0.12513234666059095,5.538451513582389
228,7.51225152115105e-05,0.0007165941528315282,-0.15959159051622057,5.603449024113997
229,4.173103708852101e-05,0.0020785421995545097,-0.17216593277946393,5.630785354713582
230,-9.670277576112178e-06,0.004499325342287728,-0.20439199022047322,5.68444131589596
231,3.1995485367460695e-06,0.004099797943844628,-0.20386753964730736,5.687868317152304
232,1.138483940956859e-05,0.003120583773898031,-0.17800708820529842,5.6153710769126794
233,-2.2319761272888394e-05,0.004149795246025805,-0.18099473598032867,5.569470817545058
234,-3.38052341664472e-05,0.004464323509099569,-0.18077122869617354,5.550557647363079
235,-4.301286883477493e-05,0.004736635525540798,-0.18181780164201353,5.530435227031185
236,-2.9300983787702284e-05,0.00405134400971756,-0.17197903719371221,5.510830936809012
237,-4.045153670428186e-05,0.004530742846756161,-0.1766253640678004,5.527210340559428
238,-3.650090611178918e-05,0.004302887941702314,-0.171685889229676,5.53251512039305
239,-3.356867911098434e-05,0.004320477789660762,-0.17336971349394584,5.576464044360937
240,-2.2891719242353065e-05,0.0038608020160915022,-0.16846381131311475,5.565400272333125
241,-8.23118508885881e-06,0.0034884157211321713,-0.1692687713913264,5.60236834219355
242,-2.127241080750606e-05,0.0039011756043334594,-0.17312288458648573,5.550983437996586
243,1.365479186821006e-05,0.002651857382076584,-0.16484219165326783,5.560589339656208
244,-4.3662874798822096e-05,0.005156951533329827,-0.1941130760581893,5.596502353374648
245,-6.421649465112096e-05,0.006054516294963115,-0.20388771445228848,5.620981408287083
246,-6.280982430951914e-05,0.006081004522323466,-0.2041512542077649,5.663508670629093
247,-1.856975918841574e-05,0.0038781579553984085,-0.17322223902635114,5.5886539478554775
248,2.5970494397476826e-05,0.0019881794854032697,-0.15201657143834882,5.573174402651037
249,3.3218373958730037e-05,0.0016835030933306885,-0.14939848170963904,5.559061912906085
250,2.3906631037485823e-05,0.0019990188439464414,-0.15224762630219518,5.535705477405884
251,3.55701384704734e-05,0.0015571269629048015,-0.148471307886007,5.53833700913468
252,1.2391690203237553e-05,0.0023782867787385136,-0.15435646650291251,5.5220935545891425
253,-2.9804344286533003e-05,0.003818515679563514,-0.1652574680876611,5.458342393243819
254,-0.00016753111928566357,0.009444881124631148,-0.22289257932996473,5.486637768191303
255,-0.0001257333794099954,0.007712981085358162,-0.20232764058075106,5.505628345909122
256,-0.00015030947621870602,0.008356591353138697,-0.1996937972089353,5.477384761033808
257,-0.0001463604855228145,0.00813398641440561,-0.1953152313553973,5.478089576809773
258,-0.00010200185238772079,0.006419748876995621,-0.1789945176431982,5.495413221463532
259,-0.0001223024730261349,0.007388860722489129,-0.19203561806893918,5.520062293266782
260,-0.00013951952778668686,0.008207355664972889,-0.20214166618187987,5.554381713441318
261,-0.00011325064120454686,0.007319899012491307,-0.19575786820272392,5.5991417039774145
262,-0.00011082074537843367,0.007222583035230787,-0.19551176269757858,5.587404944225466
263,-7.584971290183195e-05,0.005632933252896704,-0.17507987146807752,5.565342733544427
264,-9.09655876090488e-05,0.0061366105489783045,-0.17763602973425782,5.5530256950304215
265,-7.401017612717092e-05,0.005116350735316777,-0.16064073453014255,5.489073760381806
266,-5.804089502212898e-05,0.0045350904186014195,-0.15715426891084017,5.4819936810413505
267,-3.9741446426896174e-05,0.003850962720297967,-0.15040683872281438,5.505749963138082
268,-7.4726366543302e-05,0.005265064521139836,-0.16405964860755642,5.519184373358803
269,-0.00011287910848622941,0.007037080322383049,-0.18739625409234598,5.551735527766541
270,-0.0001223066576368496,0.0077650000115124735,-0.2028981070590458,5.5973825106272255
271,-0.00020142171041974592,0.010644109141926256,-0.22398475790178812,5.571640680439816
272,-0.00020587712093655833,0.010325466622481762,-0.20903618247410802,5.508050680476605
273,-0.00019809266778649402,0.009759673520675116,-0.1975595132202699,5.472768833256552
274,-0.00022309944867790192,0.010209718205472076,-0.19034861200066402,5.351023535136107
275,-0.00022477640057736424,0.010453763656861865,-0.1968579062987345,5.387507003529226
276,-0.00023328582327562312,0.010871298538510142,-0.2025356257899254,5.4041708467691825
277,-0.00023310731972859254,0.010503068167398787,-0.19006795979074537,5.340870947727693
278,-0.00023010059101445809,0.010496811938268076,-0.19312238214230676,5.3527756789954655
279,-0.000255278533227078,0.011498739850743815,-0.2028537220806711,5.328966781140412
280,-0.00021673556996751109,0.010004130721281049,-0.1893443598826769,5.370092124736466
281,-0.00021911289186499794,0.009732943989024294,-0.17812785635828887,5.290808707201874
282,-0.00020854611586126944,0.00922813695979464,-0.1710038460296012,5.288932963303744
283,-0.0001906215045360672,0.00831356237070038,-0.1576983841649069,5.253829909844796
284,-0.00015957169842723947,0.007355385680635086,-0.15543618613185972,5.32732058647665
285,-0.00023809412071275525,0.01160700781749932,-0.21865501935224047,5.556685411574069
286,-0.0002364363777139663,0.011471475295595014,-0.2158962153865205,5.544175861514389
287,-0.0002541980337264034,0.012155057035883992,-0.22158281707447616,5.549891562780244
288,-0.00021430913833390118,0.01018050480929621,-0.1942691179897895,5.479317376002196
289,-0.00017222088110846392,0.00870775225311259,-0.18439658056034375,5.50872945310598
290,-0.0001461982531983853,0.007399938127034809,-0.16503141247721118,5.4756156338554165
291,-0.00016512465025847649,0.007910907869005075,-0.1645964701603541,5.439430070290368
292,-0.00014723227597887665,0.007278202497495769,-0.1607192335385718,5.442249676611574
293,-0.00020290830165361408,0.009408945286452558,-0.18108424662313397,5.406077798870463
294,-0.00020870626603322533,0.009952861575321268,-0.19440176308576562,5.436477521991059
295,-0.00027781113301584805,0.012686354152418361,-0.2199450322439346,5.412499347472646
296,-0.0002853103002814755,0.01302338443794716,-0.22372581912994965,5.419542500764733
297,-0.000283228517112971,0.013078158573800559,-0.22752840790028084,5.462855370496197
298,-0.0002953237657360127,0.01347930947461334,-0.22826529442954893,5.447425784188426
299,-0.00028519202548085444,0.012637604206285558,-0.20735193865129356,5.373596698723026
300,-0.00028206942445509165,0.012159248222692957,-0.19014630312863093,5.307075377947797
301,-0.0002598739704244179,0.011228472933669797,-0.17758166296181616,5.306004394235511
302,-0.00025205955067059675,0.01081351828744193,-0.1707585931481644,5.273756233592465
303,-0.0002781624861931592,0.01204060486518862,-0.18825870467890354,5.320747850426689
304,-0.00029989820861080045,0.012924290067568536,-0.19219518034802616,5.23237981681355
305,-0.0003180121398632559,0.013670729997376478,-0.19812834185096503,5.187137462731784
306,-0.00033688218513393145,0.014254786722607712,-0.20064482040840487,5.106452198182693
307,-0.0003108093664968457,0.013212121271857948,-0.18718763064148877,5.077955517630597
308,-0.00032692483682276763,0.014000409655160653,-0.19965507907841457,5.147616458865987
309,-0.0002878287168243061,0.012285133510468928,-0.17846110307801163,5.107405487308486
310,-0.00023362311138426568,0.009854134717814883,-0.14243101535706015,4.932045146738212
311,-0.00020843548205254912,0.008656019529853926,-0.13059917123494338,4.96523004874556
312,-0.00019568369654305223,0.008158297888551734,-0.1272072650797157,5.008052149612863
