row_index,beta1,beta2,beta3,beta4,lambd1,lambd2,rmse
0,5.1661940645304645,-1.393080855119458,3.376810482322387,-5.546452456169261,1.3012512512512513,2.057007007007007,5.878498484463868e-05
1,4.541212798993048,-0.9520958643380049,-0.0320418684255786,-1.325815588055069,0.4003503503503503,3.053003003003003,2.6568630077462356e-05
2,2.752817248371658,-0.9837929178901498,2939.5073364626287,-2934.954426681908,5.05,5.044994994994995,0.03213991548406243
3,5.105108276888449,-1.0482810033512435,-3.2213504143482963,-1.0547843731293964,1.986936936936937,1.4113613613613614,2.7789119933825045e-05
4,5.195315300012688,-1.521766668255834,3.719458056601759,-4.862816921968465,1.2011511511511512,2.016966966966967,2.7730150210745406e-05
5,3.6749551699769545,-3.4894153289487586,-2560.0536673020865,2566.0164915311098,5.044994994994995,5.05,0.03703452226526409
6,4.259828398170023,-0.7865314412692345,0.34627150273228713,-1.324053514140593,0.4554054054054054,3.053003003003003,2.8750158040198188e-05
7,4.520774466037836,-0.9962924159076011,0.0702035138375183,-1.4905498583877907,0.4103603603603604,2.982932932932933,3.4796936308018805e-05
8,4.644418833066576,-0.8309156162583909,0.21619828676179892,-1.075119980820795,0.4554054054054054,2.5975475475475474,3.351228898520767e-05
9,4.238871724493586,-0.7837877425852997,0.34802972823691947,-1.3586908412833034,0.4203703703703704,2.852802802802803,4.832881143691218e-05
10,4.888402281500026,-1.2869149554797366,0.21790116226083503,-2.4805928181795784,0.4654154154154154,2.092042042042042,3.5469215001273304e-05
11,4.528497842088788,-0.9417084632839137,0.08887562835969282,-1.283499294112391,0.4403903903903904,3.113063063063063,3.079591704719731e-05
12,5.267190788461963,-1.1985160679239628,-7.028896211134194,3.848454927334501,2.172122122122122,2.282232232232232,2.674884603356198e-05
13,4.671043634456794,-0.8368882950880748,0.48408067167028196,-1.1549127406627029,0.6455955955955955,3.037987987987988,4.1711354474837444e-05
14,4.428687800434646,-0.910217463598461,0.1688959778019631,-1.4901091777862596,0.4504004004004004,2.942892892892893,3.176750079243836e-05
15,3.6366701421008703,-3.44844984484474,-2559.3922187491316,2565.500748131857,5.044994994994995,5.05,0.037326372372327325
16,4.421073711566918,-4.0184534989750755,5.970702965772766,-2.453264710859765,5.05,2.072022022022022,0.029270980173331997
17,4.570853704567395,-0.9464036225569865,0.18795425462769305,-1.3589968167916295,0.5004504504504504,3.218168168168168,3.49807704718795e-05
18,5.0116502204220135,-1.046625311716767,-0.46022040188301094,-3.3537997830812554,1.3012512512512513,2.292242242242242,3.0768150305143685e-05
19,4.748871022195912,-0.8637927042507058,0.35807606430709915,-1.9438627881760568,1.040990990990991,2.272222222222222,2.895191124152955e-05
20,4.573613775347158,-1.009272124518042,-0.012563775049047009,-1.480808351270914,0.40535535535535533,3.113063063063063,3.299300376714052e-05
21,2.8066005327698242,-2.000117131813384,-4076.4029937955843,4083.202898020125,5.044994994994995,5.05,0.03323866938013722
22,3.8073064979065996,-3.547590339983615,16.872906626080592,-11.643357775827614,5.05,4.084034034034034,0.03189318981464059
