3M,6M,1Y,2Y,5Y,10Y,15Y,20Y,30Y
0.24139337,0.25828487,0.26000753,0.2660335,0.59583926,1.5647235,2.1622956,2.3829548,2.7844596
0.25992137,0.2596965,0.2504021,0.22917862,0.41056752,1.3671142,1.8975699,2.0712366,2.4443192
0.2501477,0.26070338,0.26143393,0.198888,0.3939721,1.5137069,2.1667047,2.3868494,2.76266
0.23947383,0.24997051,0.26102048,0.19737723,0.47438857,1.3820648,1.9320524,2.1502082,2.5420601
0.25984275,0.29023018,0.28147358,0.2229409,0.90149224,2.5302699,2.9768596,3.1578202,3.2384527
0.25991812,0.28039068,0.28003398,0.21953614,0.900931,2.4114077,2.9322972,3.0809877,3.2109673
0.2389469,0.2594238,0.26082784,0.19712804,0.4723097,1.4304838,2.0609205,2.230687,2.6282706
0.25938737,0.29053748,0.28056434,0.19253579,0.98538035,2.481549,2.925273,3.0404959,3.1006203
0.24032171,0.249798,0.2598572,0.16030523,0.4802112,1.4106011,1.9773169,2.1686292,2.587823
0.24107336,0.28065714,0.2786658,0.24122657,1.0300846,2.5369225,3.0432084,3.2955642,3.393722
0.24021854,0.2599756,0.2514047,0.20011798,0.5002872,1.545645,2.14687,2.3714886,2.685879
0.23932317,0.24967942,0.25069177,0.2117756,0.5002546,1.4720469,2.0239675,2.2365208,2.61557
0.24965256,0.27084652,0.25957447,0.29223245,1.0369661,2.0955248,2.6454592,2.7757864,3.0173192
0.28951147,0.30036816,0.28058574,0.25817615,0.42671537,1.4790903,2.0650153,2.2306442,2.5288792
0.2500407,0.29011828,0.28974968,0.23051323,1.0203629,2.5961034,3.0927658,3.1830673,3.3206236
0.24161117,0.25070894,0.2583978,0.23109868,0.57717335,1.5388408,2.157565,2.3977635,2.7591417
0.25938737,0.29053745,0.28056434,0.19253579,0.9853803,2.4815488,2.9252727,3.0404959,3.1006203
0.23978238,0.24994548,0.26020053,0.16775595,0.48987472,1.3963046,1.9600488,2.157282,2.5672822
0.25018975,0.2598891,0.2501876,0.20946586,0.40907526,1.3055884,1.8376884,2.0283012,2.387619
0.25683227,0.26654544,0.27108923,0.15629789,0.27670902,1.4731201,2.1996422,2.34273,2.764437
0.22986904,0.23025405,0.22995612,0.16850117,0.42589504,1.3659294,1.5885544,1.9470806,2.3081365
0.27933553,0.29001138,0.28047228,0.29261166,0.3943296,1.3378654,1.9255714,2.099548,2.4090257
0.2396618,0.24034694,0.23965487,0.16803443,0.42517233,1.3611059,1.6223505,1.9598335,2.3274024
0.24915871,0.2701069,0.26006654,0.28297344,0.34182915,1.4095378,2.0303102,2.241724,2.579192
0.23892094,0.24913721,0.2608062,0.28010195,0.32427654,1.3338916,2.057617,2.1792831,2.6391044
0.29031932,0.30048668,0.29033366,0.31250924,0.4027676,1.3763821,1.9339061,2.136209,2.4080367
0.23986246,0.2621275,0.2696994,0.2741723,0.38859475,1.3373452,2.0671995,2.189506,2.5671906
0.24008709,0.2693281,0.26917538,0.25812876,0.39474022,1.303437,1.9332278,2.0889285,2.4047444
0.25987306,0.26945424,0.26940656,0.21144462,0.38422254,1.4729176,2.1599536,2.340967,2.7290847
0.2484682,0.27913192,0.28152078,0.25952992,1.1165563,2.714662,3.1891994,3.4460504,3.5592065
0.25958642,0.28887948,0.2797962,0.1977849,0.7715412,2.4184327,2.960266,3.0555575,3.1883428
0.24991958,0.28028604,0.25985235,0.27218503,1.1060302,2.15675,2.771446,2.8919225,3.1022227
0.25018975,0.2598891,0.2501876,0.20946588,0.4090753,1.3055884,1.8376884,2.0283012,2.387619
0.24913011,0.2504345,0.24954543,0.21931604,0.40936297,1.451095,1.7936552,2.1061056,2.4697647
0.23897296,0.24984783,0.2601033,0.268008,0.32622612,1.3528354,1.9758617,2.1579313,2.538429
0.2389526,0.24869291,0.25072044,0.19992423,0.50318974,1.4012587,1.9777523,2.1546597,2.5512156
0.25964844,0.28013757,0.27999982,0.2216356,0.86777896,2.4406319,2.98897,3.1587343,3.2886665
0.24929562,0.25882125,0.25049534,0.23041297,0.39467937,1.4178548,1.7812077,2.1009014,2.400611
0.2603503,0.26064923,0.2602949,0.25648132,0.44257578,1.4885631,2.0896611,2.2575336,2.58501
0.2898519,0.29940316,0.2799373,0.30420884,0.39335042,1.3868728,1.9601779,2.1448345,2.4307387
0.23836564,0.25945982,0.26086104,0.21114922,0.5486889,1.4877759,2.1197917,2.2984152,2.6714668
0.2397357,0.28003436,0.28000492,0.26066902,1.1276135,2.6620374,3.1251357,3.4103317,3.496696
0.2495349,0.27011174,0.27091888,0.26876038,0.387493,1.321173,1.9107676,2.0732417,2.4149785
0.25159898,0.26962987,0.26975924,0.18696767,0.3648745,1.5492226,2.2575111,2.4568655,2.8482845
0.23938107,0.25850424,0.26138046,0.19836274,0.49774933,1.4630541,2.113656,2.2784696,2.6750426
0.25002995,0.25929242,0.25152338,0.20851658,0.40753835,1.4009228,1.7594411,2.0756507,2.3969498
0.23798792,0.25960666,0.25888962,0.21522199,0.8203261,1.7502074,2.3499064,2.5236113,2.8874621
0.24903944,0.27076992,0.27068284,0.277276,0.38201392,1.3131428,1.9112984,2.0697184,2.4191694
0.23988941,0.24964657,0.26056698,0.27038053,0.31721517,1.3480767,1.9688312,2.1531978,2.5309043
0.25974193,0.2904687,0.28001985,0.21654354,0.8663852,2.52603,2.9900918,3.1517048,3.2437258
0.25905704,0.26010326,0.25066864,0.16731143,0.367669,1.3433949,1.6067941,1.9313302,2.2999
0.24139337,0.25828487,0.26000753,0.2660335,0.5958393,1.5647235,2.1622956,2.3829548,2.7844596
0.25963694,0.28997037,0.28023735,0.21869268,0.8974994,2.494488,2.938606,3.0876873,3.1829374
0.2501288,0.28105542,0.28032953,0.23678674,1.0441871,2.6242685,3.0836153,3.292707,3.3666086
0.23922522,0.2499527,0.2508203,0.20064586,0.50404036,1.4702312,2.009635,2.22756,2.6078463
0.22986904,0.23025405,0.22995612,0.16850117,0.42589504,1.3659294,1.5885544,1.9470806,2.3081365
0.25031546,0.2598893,0.2500139,0.20915455,0.41589135,1.3200904,1.8692905,2.0488281,2.4134586
0.24735554,0.26074687,0.2618899,0.2405743,0.59679204,1.6078098,2.2228925,2.5193753,2.8164442
0.29031932,0.30048668,0.29033366,0.31250924,0.40276754,1.3763821,1.933906,2.1362088,2.4080365
0.24991958,0.28028604,0.25985235,0.27218503,1.1060302,2.15675,2.771446,2.8919225,3.1022227
0.26042524,0.2902528,0.278253,0.4048824,1.5273206,2.622723,3.05342,3.160892,3.2447586
0.28029326,0.28977203,0.27881166,0.2644642,0.44669083,1.4288261,2.0344553,2.200907,2.5277717
0.22889796,0.26090497,0.27084443,0.26567814,0.42193258,1.337412,1.9564766,2.1221406,2.4464571
0.24900779,0.28087574,0.26964033,0.34846652,1.0861013,1.8675282,2.4960191,2.605226,2.9394844
0.24991958,0.28028604,0.25985235,0.27218503,1.1060302,2.1567502,2.7714462,2.8919225,3.1022227
0.24965256,0.27084652,0.2595745,0.29223248,1.036966,2.095525,2.6454592,2.7757864,3.0173194
0.25022024,0.2613987,0.26923686,0.29533598,0.40855044,1.4527528,2.1518466,2.3057423,2.6942813
0.2515698,0.26936236,0.26995286,0.18730344,0.37411636,1.5477726,2.264615,2.4559832,2.852332
0.2502438,0.2587659,0.25140423,0.21912342,0.4162783,1.4392048,1.816096,2.1281595,2.4474006
0.2503312,0.260657,0.24942352,0.22170931,0.42796496,1.3757131,1.927486,2.1179092,2.4699936
0.22027145,0.23015288,0.22903523,0.15784433,0.38783264,1.2869173,1.569991,1.8771334,2.2564795
0.23901322,0.25028723,0.25975382,0.16970845,0.36728704,1.4984024,2.1239147,2.3282077,2.758398
0.23995888,0.25026935,0.260012,0.1782239,0.5075755,1.4014481,1.9696108,2.1703262,2.5685253
0.27105555,0.30246145,0.28846946,0.27325317,1.3007951,2.5947409,2.92417,2.9152412,2.9951842
0.2404196,0.26874468,0.26890075,0.25084025,0.38312408,1.2861902,1.9070331,2.0718687,2.3896759
0.24957274,0.28086132,0.28057253,0.24663997,1.0294002,2.64908,3.091264,3.3232791,3.4038997
0.26945513,0.2898104,0.2901774,0.30314583,0.41105157,1.3727738,1.9670976,2.1101716,2.4254823
0.2600297,0.26982749,0.2707545,0.19062276,0.3632542,1.5616132,2.2219622,2.4335766,2.7841685
0.24907695,0.26143187,0.25018355,0.23652181,0.40653837,1.3527826,1.938629,2.112075,2.4559486
0.2898519,0.29940316,0.2799373,0.30420884,0.39335042,1.386873,1.9601781,2.1448345,2.4307387
0.22997956,0.25188172,0.25917032,0.27171743,0.32994446,1.3045024,1.9727838,2.1035492,2.511545
0.24957274,0.2808613,0.28057253,0.24663997,1.0294002,2.6490798,3.0912638,3.3232794,3.4038997
0.24913011,0.2504345,0.24954543,0.21931604,0.40936297,1.451095,1.7936552,2.1061056,2.4697647
0.23018226,0.26143283,0.25958884,0.2680232,0.36183918,1.2994525,1.89685,2.0623875,2.3790555
0.25992137,0.2596965,0.2504021,0.22917862,0.41056752,1.3671142,1.89757,2.0712366,2.4443192
0.24868983,0.2805235,0.2804052,0.24886046,1.0841031,2.6944432,3.1707075,3.4108899,3.5080743
0.25034353,0.26991513,0.27020997,0.2904695,0.3435974,1.3965199,2.0090342,2.2050045,2.5648444
0.24991958,0.28028604,0.25985235,0.27218503,1.1060302,2.1567502,2.7714462,2.8919225,3.1022227
0.24032171,0.249798,0.2598572,0.16030523,0.4802112,1.4106011,1.9773169,2.1686292,2.587823
0.24916187,0.26977354,0.2605944,0.30751747,0.9636678,1.854414,2.4559858,2.5865922,2.9241753
0.2501288,0.28105542,0.28032953,0.23678674,1.0441871,2.6242685,3.0836153,3.292707,3.3666086
0.26152572,0.26056883,0.26922637,0.2783029,0.28234994,1.3611429,1.9158895,2.1035466,2.4357026
0.2295243,0.25942034,0.2603432,0.28820407,0.33004332,1.3191109,1.9391255,2.0809934,2.4232504
0.24992906,0.27991557,0.2598262,0.2777921,1.0808853,2.1291325,2.731932,2.8381877,3.0676417
0.26032555,0.28921932,0.27989012,0.2062629,0.8330443,2.4451141,2.9475577,3.0722196,3.187476
0.23948146,0.25022104,0.2605805,0.18826424,0.49635175,1.393924,1.948128,2.1612892,2.554867
0.23044023,0.2505671,0.259066,0.271516,0.3345503,1.3020606,2.0146058,2.1189263,2.5708687
0.25793275,0.2603463,0.26992968,0.21385957,0.35723725,1.5705535,2.1585922,2.3811402,2.7622592
0.24916187,0.26977354,0.2605944,0.30751747,0.9636678,1.854414,2.4559858,2.5865922,2.9241753
0.25094673,0.27095535,0.2582199,0.2640892,1.0335712,2.0838056,2.6314714,2.7611692,3.0396917
0.25159898,0.26962987,0.26975924,0.18696767,0.36487448,1.5492225,2.2575111,2.4568655,2.8482845
0.26038504,0.27035615,0.27117756,0.26947632,0.47140694,1.5900526,2.2488844,2.4438803,2.8041523
0.23901322,0.25028723,0.25975385,0.16970843,0.36728704,1.4984025,2.1239147,2.3282077,2.758398
0.22889796,0.26090497,0.27084443,0.26567814,0.42193258,1.337412,1.9564766,2.1221406,2.4464571
0.24992906,0.27991557,0.2598262,0.2777921,1.0808853,2.1291325,2.731932,2.8381877,3.0676417
0.25024107,0.25991654,0.26751283,0.24221866,0.55282754,1.6115651,2.240188,2.4116087,2.7980175
0.22958195,0.25988296,0.26100302,0.29763916,0.338633,1.3392338,1.9813976,2.110528,2.46529
0.28029326,0.28977203,0.27881166,0.2644642,0.44669086,1.428826,2.0344553,2.200907,2.5277717
0.25964844,0.28013757,0.27999982,0.22163561,0.8677789,2.4406319,2.98897,3.1587343,3.2886665
0.24018419,0.2806776,0.27914712,0.2520794,1.085392,2.6187966,3.095349,3.371173,3.4547217
0.22958195,0.25988296,0.26100302,0.29763916,0.338633,1.3392338,1.9813975,2.1105278,2.4652898
0.24903944,0.27076992,0.27068284,0.277276,0.38201395,1.3131428,1.9112984,2.0697184,2.4191694
0.22958195,0.25988296,0.26100302,0.29763916,0.338633,1.3392338,1.9813975,2.1105278,2.4652898
0.24008709,0.2693281,0.26917538,0.25812876,0.39474022,1.303437,1.9332278,2.0889285,2.4047444
0.23995887,0.25026935,0.260012,0.17822391,0.50757545,1.401448,1.9696107,2.1703262,2.5685253
0.22958195,0.25988296,0.26100302,0.29763916,0.33863306,1.3392336,1.9813975,2.1105278,2.4652898
0.2600111,0.26049408,0.25941908,0.17072101,0.38530934,1.4189827,1.7216392,2.0707612,2.447435
0.23961544,0.24953263,0.26040307,0.27031744,0.32228503,1.3503594,1.9826894,2.1597114,2.5493364
0.23998708,0.28071085,0.2606242,0.32969928,0.8248774,1.715132,2.277192,2.503609,2.9540923
0.2896859,0.30023608,0.2896621,0.25988355,0.41942632,1.4547691,2.0111527,2.180517,2.5044804
0.2501978,0.27926326,0.270015,0.3059158,0.95798945,1.8060331,2.4293146,2.5628552,2.8894873
0.24916188,0.26977354,0.26059443,0.30751747,0.96366775,1.854414,2.4559858,2.5865922,2.9241753
0.249508,0.26957417,0.26942247,0.30336556,0.3430149,1.4091754,2.0278306,2.2070076,2.5905879
0.23961544,0.24953263,0.26040307,0.27031744,0.32228503,1.3503596,1.9826894,2.1597114,2.5493364
0.28951147,0.30036816,0.28058574,0.25817615,0.42671537,1.4790903,2.0650153,2.2306442,2.5288792
0.25159898,0.26962987,0.26975924,0.18696767,0.36487448,1.5492225,2.2575111,2.4568655,2.8482845
0.24139337,0.25828487,0.26000753,0.2660335,0.5958393,1.5647235,2.1622956,2.3829548,2.7844596
0.23901322,0.25028723,0.25975385,0.16970843,0.36728704,1.4984025,2.1239147,2.3282077,2.758398
0.23948146,0.25022104,0.2605805,0.18826424,0.49635175,1.393924,1.948128,2.1612892,2.554867
0.25969055,0.29095474,0.27965733,0.20193064,1.0728049,2.4719155,2.8938193,3.016913,3.0829382
0.23966397,0.25026464,0.26090235,0.19624889,0.46223953,1.3764966,1.9045138,2.136734,2.5239863
0.24798694,0.252775,0.25962874,0.21579407,0.50733584,1.5184307,2.1179576,2.3367882,2.7041495
0.24921599,0.25908774,0.2599334,0.29048133,0.3412282,1.3587358,1.9819407,2.1518078,2.4730623
0.25963694,0.28997037,0.28023735,0.21869268,0.89749944,2.494488,2.938606,3.0876873,3.1829374
0.23974693,0.28040695,0.27966225,0.26034564,1.1199956,2.6694717,3.1301026,3.4186645,3.503407
0.2500407,0.29011828,0.28974968,0.23051323,1.0203629,2.5961034,3.0927658,3.1830673,3.3206236
0.24966945,0.26973242,0.27091262,0.2695985,0.3922972,1.3391061,1.9327674,2.0994449,2.438726
0.23948145,0.25022104,0.2605805,0.18826422,0.49635184,1.393924,1.9481281,2.1612892,2.554867
0.24965684,0.28876933,0.26919425,0.4241913,1.5837164,2.769476,3.2047272,3.3290467,3.374899
0.25008938,0.26106647,0.26900572,0.29171816,0.4526149,1.46362,2.2057228,2.3518102,2.7568944
0.24964654,0.2698961,0.27088094,0.26906043,0.39130515,1.3354537,1.9307742,2.0962062,2.4362106
0.23895262,0.24869293,0.25072044,0.19992422,0.50318974,1.4012587,1.9777523,2.1546597,2.5512156
0.25036106,0.2607302,0.26145834,0.2957578,0.35417804,1.4169954,2.108689,2.257013,2.6353743
0.23995887,0.25026935,0.260012,0.17822391,0.5075754,1.4014481,1.9696107,2.1703262,2.5685253
0.26032555,0.28921932,0.27989012,0.2062629,0.8330443,2.4451141,2.9475577,3.0722196,3.187476
0.25922254,0.2696102,0.27082303,0.2792843,0.44792068,1.5527084,2.2450037,2.4078603,2.8008046
0.25938737,0.29053745,0.28056434,0.19253579,0.9853803,2.4815488,2.9252727,3.0404959,3.1006203
0.25926438,0.27030098,0.27083203,0.28489754,0.4372754,1.5398335,2.259169,2.3892705,2.8062813
0.25922254,0.2696102,0.27082303,0.2792843,0.44792065,1.5527084,2.2450037,2.4078603,2.8008046
0.2395218,0.25005004,0.2605374,0.1888438,0.4992339,1.3957533,1.9653735,2.1693852,2.56561
0.25034353,0.26991513,0.27020997,0.2904695,0.3435974,1.3965199,2.0090342,2.2050045,2.5648444
0.2502673,0.2600552,0.24986006,0.20807359,0.40512592,1.3290105,1.8748881,2.0578294,2.4219158
0.24915871,0.2701069,0.26006654,0.28297344,0.34182915,1.4095378,2.0303102,2.241724,2.579192
0.25957656,0.280448,0.27979374,0.22279766,0.87110627,2.437995,2.9795601,3.1522431,3.2816985
0.26053172,0.26964083,0.2707436,0.26679942,0.47464818,1.5981781,2.2777264,2.497996,2.824658
0.23995897,0.28053156,0.27932453,0.24926634,0.9479494,2.4524498,2.964366,3.2416074,3.3810263
0.2495349,0.27011174,0.27091888,0.26876038,0.38749307,1.321173,1.9107676,2.0732417,2.4149785
0.25934792,0.28083473,0.27999353,0.22211537,0.86906576,2.46425,2.9923644,3.1656373,3.2935038
0.25938737,0.29053745,0.28056434,0.19253579,0.9853803,2.4815488,2.9252727,3.0404959,3.1006203
0.25008938,0.26106647,0.26900572,0.29171818,0.45261484,1.46362,2.2057228,2.3518105,2.7568946
0.23014109,0.26122114,0.25933984,0.26847312,0.3662581,1.3251001,1.9370686,2.0980492,2.419147
0.2894022,0.3091241,0.29041862,0.30778933,0.40500522,1.4205177,1.985685,2.1718328,2.4614365
0.2600111,0.26049408,0.25941905,0.17072105,0.38530922,1.418983,1.721639,2.0707612,2.447435
0.25928426,0.28912085,0.27963248,0.2184974,0.8877832,2.4437535,2.89713,3.0375037,3.1393676
0.23845953,0.25991708,0.26838326,0.30677128,0.40493587,1.4151685,2.178415,2.2804148,2.700181
0.25023052,0.2603393,0.24953175,0.22069487,0.4232511,1.3743938,1.9093945,2.110353,2.4588227
0.23901322,0.25028723,0.25975382,0.16970845,0.36728704,1.4984024,2.1239147,2.3282077,2.758398
0.23966178,0.24034694,0.23965487,0.16803443,0.4251724,1.3611057,1.6223505,1.9598336,2.3274024
0.24992906,0.27991557,0.2598262,0.2777921,1.0808853,2.1291325,2.731932,2.8381877,3.0676417
0.2495349,0.27011174,0.27091888,0.26876038,0.387493,1.321173,1.9107676,2.0732417,2.4149785
0.25926438,0.27030098,0.27083203,0.28489754,0.4372754,1.5398335,2.259169,2.3892705,2.8062813
0.23932318,0.24967942,0.25069177,0.2117756,0.5002545,1.4720467,2.0239675,2.2365208,2.61557
0.23988941,0.24964657,0.26056698,0.27038053,0.31721517,1.3480767,1.9688311,2.1531978,2.5309043
0.26038504,0.27035615,0.27117756,0.26947632,0.47140694,1.5900526,2.2488844,2.4438803,2.8041523
0.2896859,0.30023608,0.2896621,0.25988355,0.4194263,1.454769,2.0111527,2.180517,2.5044804
0.22943395,0.2594822,0.2599238,0.2877871,0.32221696,1.3190099,1.9432881,2.083661,2.4270246
0.249946,0.2601121,0.26144865,0.19853902,0.38983876,1.5106668,2.167469,2.3745093,2.7636704
0.2295243,0.25942034,0.26034322,0.28820404,0.33004332,1.3191109,1.9391255,2.0809934,2.4232504
0.22068861,0.26063472,0.27023724,0.2658897,0.4036762,1.3829771,1.8852979,2.1141431,2.4114366
0.22958195,0.25988296,0.26100302,0.29763916,0.338633,1.3392338,1.9813976,2.110528,2.46529
0.23954695,0.2606033,0.2708248,0.26968983,0.39587325,1.315257,1.9282563,2.0862682,2.4189975
0.25928426,0.28912085,0.27963248,0.2184974,0.8877832,2.4437535,2.89713,3.0375037,3.1393678
0.23798792,0.25960666,0.25888962,0.21522199,0.8203261,1.7502073,2.3499064,2.523611,2.8874621
0.23014109,0.26122114,0.25933984,0.2684731,0.3662582,1.3251,1.9370686,2.0980494,2.419147
0.2495349,0.27011174,0.27091888,0.26876038,0.3874931,1.321173,1.9107676,2.0732417,2.4149783
0.26009408,0.26874217,0.27982822,0.26522774,0.4839632,1.5920503,2.2305186,2.4868858,2.877233
0.23872142,0.26104465,0.25972775,0.18290937,0.47917226,1.4238178,1.9786819,2.1876323,2.56918
0.2598731,0.26945424,0.26940656,0.21144462,0.3842226,1.4729176,2.1599536,2.340967,2.7290847
0.23932317,0.24967942,0.25069177,0.2117756,0.5002546,1.4720469,2.0239675,2.2365208,2.61557
0.26051065,0.27122608,0.2712825,0.19779485,0.37999958,1.5864887,2.2345374,2.4477112,2.7941031
0.249946,0.2601121,0.26144865,0.19853902,0.38983876,1.5106668,2.167469,2.3745093,2.7636704
0.27082402,0.29173207,0.28877193,0.2908538,0.39604598,1.3663218,1.9390869,2.0784764,2.3758125
0.2484682,0.27913192,0.28152078,0.25952992,1.1165564,2.7146626,3.1891994,3.4460504,3.5592067
0.26043525,0.27996033,0.27996558,0.21876642,0.95846474,2.4844365,3.0438604,3.1887672,3.2906442
0.23897296,0.24984783,0.2601033,0.268008,0.32622606,1.3528353,1.9758615,2.1579313,2.538429
0.239762,0.26027942,0.2609129,0.18845218,0.46579137,1.4098059,1.9740748,2.1789496,2.5643032
0.25034353,0.26991513,0.27020997,0.29046953,0.34359735,1.3965199,2.009034,2.2050045,2.5648446
0.24929562,0.25882125,0.25049534,0.23041297,0.39467937,1.4178548,1.7812077,2.1009014,2.400611
0.25159606,0.26113778,0.26809153,0.19056022,0.37408754,1.6005485,2.2111306,2.421046,2.7995338
0.23091017,0.250169,0.23996997,0.19027843,0.3954091,1.3752688,1.7227554,2.040554,2.3598785
0.24959385,0.27101168,0.2593369,0.360366,1.1973858,2.345093,2.8489518,2.960318,3.1383724
0.24034575,0.2600306,0.2602081,0.14956468,0.35552007,1.4986967,2.1089544,2.383517,2.7556045
0.2505752,0.25998223,0.2501257,0.21011627,0.41993743,1.3598504,1.8986763,2.0888083,2.4530742
0.24791642,0.27542022,0.26452473,0.23941855,0.88922524,1.9473273,2.5331128,2.6807714,3.0050871
0.28913552,0.28981617,0.2804023,0.27905425,0.45603463,1.5345807,2.0780911,2.2164216,2.5517244
0.25932032,0.28090513,0.27972528,0.22077955,0.8539815,2.4362648,2.9623888,3.1271563,3.2668774
0.2501288,0.28105542,0.28032953,0.23678674,1.0441871,2.6242685,3.0836153,3.292707,3.3666086
0.23960452,0.24961239,0.25055945,0.21884525,0.38647985,1.4079101,1.737906,2.094116,2.4107156
0.24157798,0.25942153,0.26108435,0.28577688,0.96482176,1.8093812,2.3711574,2.572914,2.9089787
