3M,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,13Y,14Y,15Y,16Y,17Y,18Y,19Y,20Y,21Y,22Y,23Y,24Y,25Y,26Y,27Y,28Y,29Y,30Y
3.8557923,3.96296,4.0231853,4.0050383,3.9860725,3.9796593,3.9842722,3.9963233,4.012171,4.030221,4.0497117,4.068386,4.086983,4.104123,4.121136,4.137257,4.1526356,4.1667867,4.1799884,4.192438,4.2037225,4.214416,4.224511,4.2344246,4.243623,4.251728,4.2603908,4.2687726,4.276109,4.28439,4.29094,4.2983565
4.087254,4.11433,4.095768,4.0640664,4.057605,4.0775228,4.1143103,4.1664867,4.2313113,4.2924023,4.3527226,4.4055214,4.45626,4.5005207,4.5414953,4.5779934,4.6127596,4.642405,4.6699805,4.695723,4.7183776,4.740151,4.759875,4.7791033,4.796345,4.8108044,4.825943,4.8417983,4.8535438,4.8680396,4.8818493,4.8909984
3.9513412,4.010921,4.04031,4.0568395,4.06162,4.0834618,4.1172895,4.1595426,4.2088246,4.25577,4.3019366,4.3445673,4.3842273,4.4192076,4.4506927,4.479583,4.5064154,4.5290394,4.550655,4.569755,4.5867233,4.6033745,4.61819,4.6313553,4.6432133,4.6549373,4.6646714,4.6753697,4.683906,4.69246,4.701195,4.7055225
3.7407303,3.7041924,3.5833154,3.4999974,3.5249789,3.598282,3.6910565,3.7896695,3.889106,3.9790938,4.0614023,4.1357994,4.2018166,4.2604094,4.3127556,4.359623,4.4019003,4.4386063,4.4722867,4.502203,4.529104,4.5540247,4.5770125,4.5975018,4.616384,4.634768,4.650971,4.666467,4.68044,4.694084,4.7059665,4.715852
3.8199873,3.787206,3.6950583,3.6211338,3.6465297,3.7136285,3.7979496,3.8901374,3.9877303,4.076618,4.159049,4.231196,4.298243,4.355924,4.408418,4.4546933,4.497201,4.533709,4.567175,4.5977,4.62433,4.649335,4.6720715,4.6934204,4.7127295,4.729216,4.746173,4.76249,4.776061,4.790684,4.8038983,4.815372
0.9842107,0.9838648,1.136374,1.6966095,2.1557498,2.5288477,2.8278244,3.0801368,3.3100157,3.4979415,3.6637356,3.7988062,3.9180489,4.0137267,4.093361,4.157754,4.213421,4.2516227,4.2825875,4.3042006,4.316442,4.325238,4.325588,4.320108,4.3081856,4.290632,4.2687244,4.2506104,4.220198,4.1928663,4.1689696,4.1235914
4.2936816,4.39533,4.5302477,4.5988865,4.5757194,4.550157,4.5361676,4.547023,4.570806,4.599937,4.6329136,4.662857,4.693392,4.7221956,4.7483716,4.7727537,4.7961326,4.8164654,4.8352365,4.853876,4.8698106,4.884947,4.897902,4.912785,4.9254136,4.9349914,4.945943,4.9568214,4.96543,4.976672,4.9867163,4.9944234
4.4265137,4.5869613,4.777981,4.8923244,4.8479223,4.789064,4.738997,4.713355,4.7154284,4.7221904,4.738594,4.7518997,4.770453,4.787011,4.804074,4.819361,4.837038,4.850421,4.863963,4.877608,4.889463,4.9023905,4.913237,4.9247565,4.9344025,4.9410033,4.9488854,4.960415,4.9647694,4.9741044,4.986264,4.98582
4.081933,4.177257,4.2853003,4.349681,4.3516507,4.3522334,4.3599195,4.379298,4.4159803,4.451349,4.4896994,4.521997,4.557226,4.585505,4.612813,4.636655,4.6605444,4.679399,4.6977444,4.71474,4.728755,4.7433195,4.7559085,4.7678695,4.778075,4.7851253,4.7936273,4.8040614,4.809317,4.817345,4.8265667,4.829272
0.8165505,0.80560875,0.9421334,1.5073447,2.0152888,2.429256,2.7701907,3.056376,3.3092554,3.5162256,3.6957433,3.8453202,3.9744625,4.077632,4.1648045,4.235798,4.29525,4.337595,4.3714867,4.394237,4.406824,4.4142222,4.414927,4.4081807,4.3955173,4.3784237,4.357042,4.336149,4.306288,4.2791605,4.247717,4.208292
3.9283354,4.0184393,4.084158,4.1416087,4.1511264,4.1694846,4.1945186,4.230376,4.2687716,4.3056755,4.3432035,4.379298,4.4118514,4.441125,4.4660454,4.4910283,4.5140524,4.5321383,4.550809,4.566769,4.580124,4.5943336,4.6061134,4.6169777,4.626118,4.6370974,4.6439915,4.652805,4.659979,4.667124,4.673315,4.6742983
1.1222684,1.0690281,1.2067597,1.7062933,2.171996,2.5642776,2.887915,3.1690469,3.4058518,3.6063046,3.7786152,3.9233756,4.04772,4.150302,4.234314,4.305428,4.363836,4.4070044,4.442079,4.4682117,4.483156,4.49321,4.495029,4.4940734,4.486213,4.4733315,4.4574227,4.439338,4.4179726,4.3964443,4.3696823,4.342548
0.7688906,0.7468014,0.9271586,1.4845531,1.9985805,2.4222898,2.7637877,3.0684366,3.3339972,3.553939,3.7472928,3.9014528,4.0434313,4.1554565,4.2494807,4.326631,4.3937116,4.4404488,4.4791465,4.5106792,4.527284,4.5397387,4.542873,4.5465946,4.540771,4.521865,4.506365,4.491458,4.4633217,4.4448066,4.420286,4.387336
1.7992554,1.7271813,1.9041486,2.2883224,2.635826,2.9457586,3.1963573,3.4300995,3.6337004,3.8163798,3.9779842,4.105555,4.226035,4.327289,4.410135,4.479233,4.5399103,4.587505,4.6265764,4.663748,4.689614,4.711987,4.72303,4.739796,4.7480454,4.7416997,4.7411222,4.7402496,4.7318892,4.72537,4.7264514,4.7137713
3.7092986,3.6950123,3.620232,3.583835,3.6187477,3.69168,3.777677,3.8716674,3.9619744,4.044399,4.120072,4.189002,4.249454,4.3036165,4.3505893,4.394122,4.433016,4.4658885,4.4967337,4.5239863,4.547521,4.5698743,4.589492,4.607875,4.6240373,4.6405196,4.6538587,4.6668987,4.6791186,4.69099,4.700208,4.707746
0.9623382,0.91167545,1.1235206,1.6836226,2.1799862,2.5998597,2.9709322,3.2728171,3.5102763,3.7283387,3.9050086,4.0679264,4.190992,4.3063054,4.399816,4.4767447,4.5313034,4.585793,4.622415,4.647562,4.6716347,4.6812587,4.6871486,4.6823983,4.6774583,4.6757255,4.6637564,4.640033,4.629389,4.5997314,4.5720224,4.5574274
3.5373518,3.6149056,3.6602201,3.6836553,3.702757,3.7283597,3.7594128,3.787843,3.8225887,3.8550522,3.8852634,3.913281,3.9383545,3.961062,3.982341,4.000373,4.016343,4.0304704,4.0423527,4.052035,4.061018,4.068458,4.0748973,4.07864,4.0820856,4.0852194,4.0871906,4.0883727,4.0889683,4.0875726,4.087476,4.084838
1.0785806,1.0247226,1.245714,1.7829977,2.2510285,2.6518054,3.0073953,3.2889163,3.5275738,3.7463033,3.926774,4.08783,4.2166286,4.3331904,4.4309745,4.5081854,4.566073,4.6233335,4.6624866,4.6910563,4.7196784,4.7349644,4.746067,4.745086,4.7446547,4.743569,4.735612,4.719179,4.7098155,4.6820827,4.666442,4.650509
4.128242,4.2278714,4.3410673,4.413928,4.4081125,4.40128,4.4012265,4.4163895,4.447779,4.478595,4.5132155,4.543225,4.5752497,4.6019073,4.6269164,4.649796,4.672751,4.6902966,4.707987,4.724257,4.737458,4.7516274,4.763462,4.7750463,4.7846117,4.792181,4.79992,4.809876,4.815209,4.823164,4.831724,4.8331504
3.4617152,3.3911524,3.2778268,3.2374215,3.305377,3.4188068,3.5424333,3.6742284,3.797409,3.909638,4.01073,4.1000786,4.178339,4.2492924,4.3104134,4.3653455,4.414079,4.4559884,4.4934745,4.5275936,4.556976,4.5834904,4.606287,4.628901,4.648294,4.6654787,4.6810584,4.6949644,4.7077904,4.7207203,4.7312565,4.740049
3.8177555,3.8932765,3.9303432,3.9541824,3.9626389,3.9896002,4.0261364,4.0718,4.1092587,4.148222,4.184904,4.2226605,4.2534337,4.2844863,4.3095818,4.3350754,4.3569684,4.376625,4.395421,4.411909,4.427075,4.4414454,4.4537635,4.4656386,4.4762874,4.489449,4.497799,4.5059085,4.5159187,4.5232496,4.529485,4.534511
4.088759,4.144789,4.163502,4.1532497,4.1421742,4.153998,4.184906,4.2442966,4.3039494,4.3656063,4.4256926,4.4809,4.5293884,4.5774283,4.619531,4.6590896,4.6947894,4.7276573,4.756817,4.7852373,4.8107853,4.833379,4.854091,4.8772364,4.8978853,4.9165545,4.934913,4.9517455,4.967204,4.9860263,5.0001173,5.0140624
3.864318,3.9165232,3.9227233,3.9162514,3.9220285,3.9521053,3.994739,4.046975,4.095588,4.1434307,4.1884494,4.231983,4.269804,4.3056464,4.3362083,4.3653183,4.3911176,4.413961,4.435424,4.4546623,4.4721165,4.4885044,4.503116,4.5170064,4.5295863,4.5430236,4.553368,4.56327,4.5737014,4.582607,4.5904117,4.596896
3.600091,3.57006,3.459122,3.3840537,3.425329,3.50973,3.615711,3.722733,3.8255806,3.9186497,4.002102,4.079513,4.1465306,4.2058096,4.2592926,4.3072243,4.349078,4.3866167,4.42036,4.449411,4.475756,4.498947,4.5214486,4.5402546,4.5580616,4.5762467,4.591935,4.605129,4.618817,4.6315584,4.6390047,4.65153
0.8702643,0.83210135,1.0152202,1.5607059,2.0652115,2.4842806,2.8284345,3.132154,3.384985,3.599789,3.784349,3.937545,4.071044,4.1812687,4.271921,4.347701,4.4100266,4.456753,4.493804,4.522865,4.539471,4.549776,4.551851,4.5531144,4.5465374,4.531526,4.5163875,4.497803,4.474572,4.453868,4.42586,4.399547
3.7980518,3.8811517,3.9518032,4.007698,4.027042,4.0563993,4.092667,4.135682,4.175066,4.214882,4.252977,4.290452,4.323039,4.353716,4.3793178,4.404304,4.426191,4.445123,4.463244,4.478961,4.4928875,4.5063105,4.517631,4.5281324,4.5373073,4.5478206,4.554639,4.56175,4.5692034,4.5748415,4.580109,4.583171
3.7519104,3.8611073,3.9394116,3.9394984,3.933478,3.9345982,3.9443843,3.958733,3.978563,4.000068,4.0224657,4.0422473,4.0633163,4.081612,4.1000676,4.1161356,4.131485,4.14585,4.1584897,4.170625,4.181624,4.191548,4.2009387,4.2100134,4.2184286,4.2241845,4.2317576,4.2389307,4.2440643,4.2503223,4.2563534,4.2621517
0.9380238,0.9109063,1.1398132,1.7056491,2.1997967,2.6137137,2.9866154,3.2799642,3.5227191,3.7455962,3.9269896,4.09307,4.2207465,4.3390636,4.438823,4.5169764,4.5732884,4.6321144,4.6703243,4.696654,4.7251024,4.737051,4.747459,4.7431555,4.7409854,4.7405963,4.7314854,4.710874,4.7004986,4.6702647,4.6479206,4.633051
3.842147,3.8644795,3.8947752,3.9083977,3.9448102,3.9955182,4.0508943,4.116968,4.1903567,4.259747,4.3263206,4.3811564,4.4368796,4.4832697,4.525452,4.5618,4.59621,4.6250925,4.651344,4.6768484,4.6978264,4.7179766,4.734883,4.7532425,4.768767,4.778101,4.7911735,4.8043365,4.813182,4.8244505,4.8369927,4.8453574
3.7964725,3.846975,3.8414812,3.8210087,3.8287368,3.8631341,3.9138713,3.9705107,4.025041,4.077924,4.127182,4.174662,4.216107,4.2545743,4.2886066,4.3200164,4.34776,4.3732696,4.3965716,4.417192,4.4366355,4.4542522,4.4709005,4.4856305,4.499637,4.514268,4.5262027,4.537328,4.5486593,4.5585637,4.567174,4.575625
3.907278,4.0010633,4.091313,4.167968,4.182977,4.2015395,4.224633,4.257173,4.29257,4.327688,4.363387,4.3973637,4.428514,4.4566636,4.4805894,4.504022,4.5255823,4.5428023,4.5600853,4.575076,4.5876727,4.600787,4.611358,4.6212792,4.629492,4.6386137,4.6445203,4.652005,4.658,4.663598,4.6693482,4.669947
3.549365,3.634707,3.7258363,3.7443535,3.7434254,3.7537656,3.7781827,3.8043761,3.8288174,3.8585794,3.8842897,3.911726,3.9338012,3.9576497,3.9787955,3.9977012,4.011991,4.0282936,4.0405664,4.0512214,4.0622272,4.06953,4.0766997,4.0822515,4.0880976,4.094141,4.0986576,4.0992846,4.103518,4.103434,4.1029615,4.107422
3.6686845,3.7177038,3.7734394,3.785629,3.8120692,3.8552685,3.9046078,3.960719,4.012226,4.0646095,4.1134944,4.156504,4.198037,4.2351904,4.2676883,4.2968407,4.322998,4.3469467,4.3681345,4.3887305,4.40661,4.42282,4.4366274,4.4518886,4.4651484,4.4744506,4.485405,4.495083,4.5041356,4.5129685,4.52222,4.531904
1.9619845,2.004006,2.1275697,2.491316,2.7870936,3.0226903,3.2158325,3.370891,3.5126123,3.6311886,3.7340064,3.820719,3.894064,3.954789,4.006227,4.0466833,4.0799384,4.105346,4.123844,4.1354074,4.1431885,4.1466093,4.1458693,4.138571,4.1288304,4.117134,4.1014595,4.0859323,4.0658674,4.0434675,4.024577,3.9957182
3.7756844,3.9004192,4.0597963,4.2059836,4.229533,4.248056,4.268228,4.2974257,4.318437,4.3437667,4.368305,4.39692,4.418076,4.4420557,4.459291,4.478522,4.4939685,4.5070605,4.520042,4.530365,4.539571,4.5484734,4.5546727,4.5602984,4.5645866,4.5731297,4.5746794,4.57646,4.581039,4.5815096,4.581879,4.579163
1.717613,1.7471563,1.9301387,2.359573,2.6782506,2.9264023,3.1207237,3.275942,3.4126172,3.5282595,3.6265597,3.7088842,3.7780023,3.835853,3.881781,3.9179087,3.9458287,3.9655776,3.9786186,3.9852164,3.986896,3.9845297,3.9759674,3.9627616,3.9460607,3.9268978,3.9033248,3.8789659,3.8524501,3.8209286,3.7947092,3.7586188
3.6478233,3.7258017,3.744343,3.7257018,3.7406237,3.7680876,3.8125935,3.8519957,3.8965983,3.9395928,3.9793808,4.0173354,4.0515127,4.0811987,4.1107345,4.135515,4.157146,4.179047,4.197229,4.2125435,4.228178,4.24071,4.2543273,4.2636337,4.2737737,4.2833495,4.292597,4.3000765,4.307049,4.312781,4.317495,4.3253236
2.2656527,2.2465804,2.2352333,2.4425037,2.6931264,2.9278395,3.1456933,3.3450735,3.52557,3.678312,3.813157,3.930657,4.0323024,4.1176577,4.192024,4.255598,4.309951,4.3539195,4.3913736,4.421011,4.4442563,4.462474,4.4779835,4.4882402,4.49496,4.4994607,4.5005846,4.5001273,4.494848,4.4924994,4.482406,4.4725018
3.853345,3.8930564,3.8579836,3.8286095,3.8353062,3.8728876,3.9272516,3.9898248,4.055831,4.115724,4.172627,4.225647,4.272973,4.3150744,4.352958,4.3878827,4.4198565,4.4469094,4.4727793,4.4952703,4.5155206,4.5350056,4.553233,4.5689454,4.5834856,4.5990267,4.611365,4.6243715,4.6351795,4.646451,4.655714,4.6614113
3.6790833,3.7901373,3.9351063,3.972393,3.9825697,3.9917524,4.0028872,4.018227,4.0354753,4.058544,4.08222,4.100482,4.123477,4.142849,4.1616387,4.177147,4.1919823,4.206927,4.219141,4.23263,4.2443542,4.2546787,4.263356,4.2743664,4.2839766,4.2870827,4.2954135,4.3027735,4.308024,4.314308,4.3231626,4.3322744
4.0446515,4.08634,4.109642,4.109616,4.1157618,4.1388392,4.1735506,4.2253194,4.286757,4.3463955,4.405269,4.4556675,4.505037,4.548315,4.587845,4.622898,4.656161,4.684735,4.7108274,4.736022,4.757696,4.7782645,4.7963166,4.815462,4.8321867,4.8447285,4.85928,4.874082,4.88496,4.8988304,4.9123683,4.9217434
3.6648881,3.7624931,3.8230171,3.8117661,3.806113,3.8093114,3.82799,3.8409927,3.8648372,3.8900082,3.9134123,3.936154,3.958004,3.977258,3.9976816,4.013395,4.027012,4.0419345,4.0533667,4.0629663,4.073677,4.081568,4.0904694,4.0953417,4.101496,4.1064425,4.1119566,4.1155133,4.1188507,4.119469,4.1223536,4.1258173
