3M,6M,1Y,3Y,5Y,7Y,10Y,30Y
2.239381,2.2876036,2.285728,2.3514106,2.641434,2.8427966,2.9755783,3.7188444
3.1528385,3.1920557,3.3610458,3.7180908,3.897463,4.015375,4.1711636,4.5832996
3.0790138,3.1367154,3.2494602,3.419088,3.492187,3.6478856,3.7923834,4.3980646
1.6458958,1.7203432,1.8124208,2.250263,2.4559753,2.6169295,2.649489,3.0162876
2.3241708,2.2910814,2.1788034,2.3473861,2.5080104,2.6628795,2.6281667,2.9363842
2.8335714,2.8151648,2.852465,2.972093,3.1746957,3.4230728,3.5209908,4.14838
2.4772007,2.5039592,2.4841506,2.7763948,3.0509927,3.221686,3.3430943,4.1470885
2.2712512,2.377146,2.3972464,2.6140745,2.8810973,3.1137688,3.277136,4.14668
1.6096597,1.7895852,1.8685544,2.2006128,2.4429464,2.6235461,2.6414895,3.0153773
2.0503657,2.1545665,2.24687,2.4007487,2.802796,3.0862586,3.2755241,4.1005807
3.0360446,3.0679545,3.250722,3.6748605,3.8485508,3.975453,4.129648,4.507838
0.9388106,0.94237196,1.0798768,1.2978426,1.7593254,2.145506,2.7368133,3.6532419
1.5514734,1.7735636,1.8784246,2.2147477,2.4395978,2.6136408,2.631642,2.998309
2.3557432,2.4017107,2.3514683,2.4722893,2.5817118,2.698646,2.7021942,2.9704757
2.8509326,2.8592818,2.9408386,3.166782,3.2968183,3.4929473,3.6008086,4.206297
2.876293,2.8236132,2.9394877,3.0663388,3.2109244,3.4615202,3.572264,4.189607
3.1688743,3.279952,3.3784258,3.673437,3.8794312,3.964297,4.1277575,4.4397626
1.6694729,1.7288631,1.8094568,2.240428,2.4534626,2.6170297,2.649353,3.0254612
3.2737293,3.439828,3.6259217,3.9720314,4.2221923,4.3158464,4.507727,4.9977665
3.2704601,3.2826471,3.3453393,3.4009967,3.521974,3.6414006,3.7562413,4.311609
2.362201,2.381439,2.5563974,2.800258,3.0425165,3.3209808,3.4502447,4.165394
2.1346073,2.168495,2.2140694,2.4712093,2.8907926,3.2017636,3.3376513,4.0946894
1.5642655,1.8007601,1.9015331,2.1827257,2.366809,2.5438454,2.539751,2.8858657
2.066927,2.1032195,2.243666,2.639581,3.0304615,3.273653,3.398953,4.115103
3.28879,3.3005145,3.4378653,3.896298,4.1509566,4.3086553,4.501669,4.8419695
3.0768504,2.8918078,2.9404385,3.041744,3.158592,3.421168,3.5174432,4.1108284
1.5765843,1.6530777,1.8094985,2.1919842,2.5022314,2.7220223,3.0101585,3.6258836
2.147164,2.2278173,2.213631,2.3499107,2.4069967,2.5613189,2.5800786,2.8184571
2.82032,2.7967803,2.831034,2.9971232,3.188442,3.4416764,3.539787,4.199138
1.4850962,1.5684688,1.7022223,2.0177748,2.3560886,2.6160703,2.915445,3.5214078
2.973734,2.9112294,2.9470944,3.0652697,3.2152822,3.4445252,3.5462663,4.133245
3.1529694,3.3794808,3.5663047,3.897883,4.09148,4.1887965,4.3931093,4.914051
1.9039018,2.031337,2.1567533,2.5339258,2.7141843,2.8555,2.9010246,3.290668
1.6555071,1.6915863,1.845252,2.3007104,2.5939724,2.7744663,3.0399256,3.6851285
1.6727777,1.7251024,1.8791846,2.2930224,2.57043,2.757004,3.0199795,3.6558867
3.2753751,3.4798508,3.6646786,3.9684806,4.230363,4.334689,4.547389,5.0092244
2.4157627,2.457924,2.3910627,2.4656878,2.5555403,2.6514077,2.6667922,2.9470005
2.2131436,2.2547114,2.235725,2.394889,2.4440825,2.5827746,2.594606,2.8431237
1.6231732,1.7585835,1.8442888,2.221189,2.449996,2.6218657,2.6423874,3.0203419
1.8736352,2.0995328,2.2282689,2.515407,2.6905038,2.8356287,2.856225,3.25207
1.970217,2.050534,2.131612,2.4419458,2.5862916,2.7402165,2.7611222,3.1248324
2.179847,2.2082727,2.2642448,2.3220265,2.4963636,2.6964953,2.90529,3.632211
1.4326073,1.5366626,1.6610501,2.1377742,2.5246935,2.7261195,2.9298735,3.5261612
1.489186,1.6355853,1.7212834,2.0131996,2.4424243,2.701211,2.9189713,3.5355153
2.42087,2.4599495,2.387597,2.4543152,2.5367656,2.6279888,2.641216,2.934534
2.8752546,2.8659449,2.9038916,3.1711845,3.2922385,3.4725733,3.562414,4.2044263
2.0667675,2.1527617,2.2393575,2.5521097,2.7284203,2.8794634,2.9175162,3.307375
2.04986,2.1278064,2.3201609,2.663516,2.9842074,3.2360108,3.397739,4.109255
2.851248,2.8427706,2.9122252,3.1319652,3.2490542,3.4666486,3.5779915,4.2057815
1.44983,1.5644207,1.6853411,2.048707,2.428055,2.6641078,2.9014423,3.5281043
2.81627,2.83697,2.91116,3.1583753,3.2887964,3.48484,3.592417,4.2075534
1.7038779,1.8776714,1.9611747,2.2297897,2.4527643,2.6446548,2.6769576,3.0698125
2.22815,2.1977363,2.2859015,2.5056624,2.7912123,3.1943152,3.3937402,4.117011
2.0415359,2.1146026,2.19993,2.5233204,2.6995986,2.8514814,2.8939495,3.2910104
2.1052377,2.2513547,2.2342143,2.3873024,2.5451312,2.7084184,2.6918101,3.0071495
2.297092,2.3126101,2.2418149,2.4003358,2.5444615,2.6941242,2.6808915,2.999184
2.075378,2.195065,2.2669208,2.5416355,2.698438,2.8478417,2.8610764,3.2396984
2.8693075,2.8144264,2.8666363,3.000663,3.155605,3.4157286,3.5220606,4.144047
1.5224795,1.5922897,1.744936,2.1956353,2.5219176,2.7273562,2.9915009,3.589315
1.9133488,2.0681083,2.1853592,2.507274,2.6612728,2.8015192,2.8211024,3.2088237
2.5237753,2.5743027,2.7419882,2.7825992,2.9676466,3.0893483,3.1289928,3.7232342
2.1470935,2.1971161,2.2701304,2.4866407,2.817928,3.0658782,3.287536,4.1100445
1.4846914,1.5920794,1.7071097,2.0677636,2.455513,2.6947408,2.9316027,3.5487256
1.6124971,1.6431601,1.6860712,1.8324893,2.2797654,2.5896196,2.9360216,3.7418847
1.4783831,1.6333251,1.7124934,2.0206337,2.4713902,2.7254536,2.9215806,3.5418408
3.339017,3.4580858,3.5918055,3.9719326,4.228845,4.2911854,4.454994,4.907538
2.8598008,2.8370693,2.8809845,3.0658064,3.244035,3.4521081,3.5324943,4.1985188
2.0953414,2.2000399,2.2668064,2.531871,2.683365,2.838286,2.8591397,3.2323709
3.3691115,3.4480858,3.5661352,3.94506,4.2107186,4.279938,4.433546,4.8793173
1.9711367,2.0469296,2.1377683,2.4665277,2.609618,2.761823,2.7882297,3.143782
2.4021707,2.465125,2.4574802,2.7601025,3.0350251,3.2298744,3.3339489,4.138616
2.015871,2.1265037,2.2263153,2.4587898,2.8277833,3.0415804,3.255598,4.08815
1.5073323,1.5997396,1.6962873,2.098986,2.493515,2.709637,2.9109035,3.5391722
1.7682968,1.8301275,2.0007293,2.4266684,2.7173517,2.8976371,3.1661482,3.801348
1.7173574,1.8830156,1.9833245,2.3015087,2.5005884,2.6720126,2.701425,3.080758
0.9584936,0.9802278,1.0982333,1.2968324,1.7744546,2.1498022,2.705556,3.662923
2.9338307,3.008914,3.2020547,3.5912216,3.7504885,3.8673372,4.030214,4.311887
2.188409,2.1791878,2.2703025,2.4386585,2.7530494,3.1638415,3.3710206,4.1385717
3.3491323,3.4566462,3.5765808,3.9425168,4.215885,4.2766395,4.4308305,4.883554
