3 Mo,6 Mo,1 Yr,5 Yr,10 Yr,15 Yr,20 Yr,30 Yr
0.24728093,0.26837048,0.26954123,0.5382385,1.6381226,2.0702329,2.2920775,2.5378008
0.23724103,0.27520284,0.27308792,0.50179166,1.5854032,2.0546823,2.2440515,2.494588
0.24372628,0.2711671,0.26906365,0.52066344,1.6227148,2.0657434,2.2834513,2.520049
0.23678899,0.26769966,0.26835805,0.51989216,1.5872047,2.0377274,2.2478697,2.49126
0.23998095,0.27260888,0.2716551,0.5179845,1.607209,2.070222,2.2705507,2.5123134
0.23792595,0.2766775,0.27364263,0.5028849,1.595083,2.0636706,2.2570171,2.5043578
0.22443312,0.25857553,0.27233887,0.80312747,1.9220295,2.4057531,2.5560236,2.7624707
0.24589677,0.26975995,0.26975986,0.5320227,1.6298118,2.07299,2.2900558,2.5334249
0.24369365,0.26970705,0.2681078,0.5225395,1.6218617,2.0699363,2.289082,2.5258012
0.24442154,0.27023408,0.26841223,0.5074586,1.5851331,2.0398245,2.2482042,2.5153418
0.2404924,0.268378,0.2675769,0.49958116,1.5623798,2.0121984,2.2224996,2.49226
0.23701203,0.25171596,0.26529384,0.72878486,1.7890785,2.2533913,2.4459586,2.6433792
0.24344891,0.2692288,0.26851153,0.5264001,1.6215816,2.071147,2.2906492,2.5233626
0.23975845,0.26912367,0.2673868,0.49373305,1.5509641,2.0124002,2.2173069,2.489637
0.22122967,0.25921145,0.2717051,0.8390862,1.9874363,2.464364,2.6088352,2.8288674
0.24533492,0.27137938,0.26927507,0.51151437,1.5988293,2.0502272,2.2584653,2.5229425
0.24562511,0.2713688,0.2692623,0.5123722,1.6009414,2.051261,2.2608116,2.5240622
0.24806574,0.26997048,0.26954287,0.53193164,1.633251,2.0714135,2.2891188,2.5407782
0.22962865,0.25836542,0.2697152,0.8450864,2.017061,2.4638305,2.6265588,2.8572898
0.23754588,0.26737964,0.2683537,0.51232517,1.5773702,2.0235548,2.237357,2.4844427
0.24059606,0.26220143,0.265046,0.54563963,1.622205,2.0582976,2.2796507,2.5065928
0.23703341,0.27746785,0.27309614,0.49486256,1.5804513,2.062687,2.248672,2.4986482
0.24053743,0.26903352,0.2678607,0.49916333,1.5650225,2.0150023,2.2253404,2.493341
0.24575636,0.27087435,0.26917505,0.5161045,1.6049554,2.0563676,2.2658904,2.525794
0.2439054,0.2708771,0.26865435,0.5042496,1.5809178,2.0402918,2.2475767,2.5133724
0.2430679,0.27031234,0.26837787,0.49871615,1.5691428,2.0259123,2.232742,2.5061078
0.24620861,0.27136487,0.26940787,0.51697415,1.6096201,2.0595336,2.2704213,2.528398
0.23730817,0.27730578,0.27286196,0.48956102,1.5710678,2.0530076,2.2406282,2.4930925
0.2354722,0.27745703,0.27320868,0.48393902,1.5612326,2.0369067,2.219937,2.482934
0.24334037,0.26844597,0.26831275,0.52732277,1.6167607,2.0710592,2.289048,2.5221477
0.24501218,0.26990098,0.26861274,0.51952106,1.606489,2.0583415,2.271349,2.523458
0.2461288,0.27175623,0.26949638,0.51501745,1.607755,2.0582414,2.268146,2.5279107
0.24429166,0.25935158,0.26519936,0.62796843,1.712929,2.1497445,2.3663316,2.574758
0.24477261,0.27362937,0.27000374,0.5090208,1.6013825,2.0635514,2.2683792,2.5269012
0.23708618,0.27733594,0.27243423,0.4865507,1.5649993,2.0493755,2.2351556,2.490549
0.24540976,0.26985195,0.26883256,0.53774947,1.6363237,2.0749886,2.2902164,2.5185971
0.2408814,0.2647208,0.26713905,0.5440978,1.6266913,2.0626602,2.2845986,2.5118403
0.22648948,0.25786185,0.27093822,0.8018247,1.9147592,2.3865767,2.54534,2.755662
0.24783468,0.2692516,0.26929718,0.53351593,1.6321154,2.071467,2.2889702,2.5394235
0.24461642,0.2610982,0.26633984,0.6166716,1.706392,2.1445346,2.3603673,2.5665894
0.24565119,0.27117008,0.26936573,0.51430833,1.6032743,2.0550332,2.2645965,2.524323
0.23974898,0.27244067,0.27158737,0.5167142,1.6038227,2.0666966,2.2661781,2.51047
0.24305777,0.27104753,0.26951712,0.5241062,1.6239278,2.0606318,2.2779715,2.5100145
0.22656736,0.25747102,0.2712811,0.79054856,1.8979733,2.3750844,2.5325413,2.7381582
0.24450198,0.26294148,0.2668071,0.608395,1.6985438,2.139152,2.3520796,2.5611558
0.2399699,0.26813012,0.267451,0.50679845,1.5733821,2.0245733,2.24077,2.4922996
0.23748034,0.27730787,0.27279302,0.49166942,1.5747848,2.0565808,2.2443173,2.4963002
0.24445924,0.26999727,0.26949403,0.5325259,1.6293643,2.065044,2.2820413,2.5135884
0.24576692,0.27062613,0.2692234,0.5202,1.610601,2.063282,2.2757967,2.5284824
0.24017811,0.26831588,0.2671484,0.49549907,1.5509627,2.0109258,2.2160575,2.4900484
0.22457644,0.25805375,0.27164644,0.80482405,1.926127,2.404159,2.5565202,2.7660842
0.2450045,0.2719118,0.26922533,0.5100174,1.5973797,2.052314,2.2586093,2.522646
0.22478512,0.25912452,0.2711841,0.81116956,1.9224815,2.4286752,2.5710194,2.777287
0.22896568,0.25750214,0.26970434,0.76695025,1.8392403,2.3661776,2.511675,2.7041297
0.24340852,0.26668024,0.2679241,0.5010644,1.5648439,2.0055816,2.2231128,2.4930973
0.24062663,0.26413113,0.26685193,0.54345477,1.6231613,2.060042,2.2814753,2.5090084
0.23137987,0.25926507,0.27024344,0.8399926,2.0029666,2.4638948,2.6221235,2.851149
0.2435973,0.26925355,0.26799253,0.52304685,1.6186388,2.0695949,2.2879744,2.5253067
0.2425291,0.26923466,0.2678635,0.51381063,1.6026978,2.0563064,2.2716084,2.5156894
0.24649483,0.26935866,0.2697119,0.53412235,1.6316907,2.0742853,2.2920399,2.5363398
0.23672651,0.26753512,0.26821133,0.51772213,1.5825555,2.0348878,2.243282,2.4896636
0.24271777,0.27132922,0.26863933,0.51332724,1.6097975,2.05274,2.26889,2.5095167
0.23616436,0.26515836,0.2679253,0.52782315,1.5904617,2.037467,2.2496843,2.486384
0.23952948,0.26711935,0.26747024,0.51507354,1.583283,2.0307455,2.2483206,2.4921956
0.22649315,0.25820547,0.2721629,0.7836407,1.8810878,2.378502,2.5293012,2.726059
0.24527436,0.27267548,0.26964664,0.5124052,1.604806,2.0612311,2.2689383,2.5278187
0.24045654,0.2691082,0.26791862,0.49970907,1.5656574,2.0161662,2.2258835,2.4935284
0.24271667,0.26802498,0.26786792,0.5229991,1.6116915,2.062172,2.2816706,2.5174894
0.22042671,0.25895107,0.27163142,0.84254295,1.9967937,2.4712992,2.6151726,2.8362956
0.23961538,0.26790178,0.26732075,0.5051408,1.5714619,2.0162284,2.2313895,2.4903831
0.24372771,0.27117047,0.26864552,0.50137484,1.5767579,2.0377192,2.2446394,2.5117693
0.23638755,0.26616523,0.26817378,0.52476174,1.5895069,2.0370078,2.2486057,2.4881253
0.2430679,0.27031234,0.26837787,0.49871615,1.5691428,2.0259123,2.232742,2.5061078
0.22124985,0.2589036,0.27172995,0.8379933,1.9908199,2.4595113,2.609418,2.8268223
0.22888967,0.2560506,0.2706793,0.7647349,1.8477054,2.3346267,2.4967551,2.6873975
0.23924834,0.26512945,0.26762265,0.53784156,1.6159124,2.0545683,2.2744489,2.5018358
0.23667806,0.26820534,0.26850057,0.51627517,1.5842667,2.0337756,2.2445674,2.4887595
0.24645442,0.2695453,0.26880705,0.5389805,1.6381905,2.0728426,2.2887402,2.5215693
0.23844317,0.270555,0.27089944,0.51824915,1.5942652,2.062955,2.2562184,2.5046468
0.24345705,0.27052724,0.26848572,0.5010505,1.5742881,2.0313425,2.2376254,2.5094428
0.239458,0.26762927,0.26858407,0.5291654,1.6083302,2.054544,2.2706027,2.5027971
0.2359955,0.2670593,0.26823044,0.5205461,1.5854824,2.0344915,2.2455235,2.4865165
0.24351415,0.26989612,0.2682512,0.50797117,1.5828986,2.0349774,2.2395935,2.5131035
0.24170029,0.2688632,0.26870322,0.5242851,1.6097126,2.0523777,2.2722545,2.4998026
0.22703975,0.2566329,0.27130365,0.7735061,1.8675113,2.353252,2.510513,2.7053246
0.24013479,0.267969,0.267478,0.5009506,1.5625906,2.0118918,2.2224946,2.4909182
0.24487875,0.27304494,0.26971453,0.5045721,1.5930145,2.0509768,2.2573674,2.5200171
0.24004707,0.27264154,0.27156827,0.51895934,1.6094456,2.0734637,2.2740965,2.5134583
0.24530658,0.2716535,0.26943922,0.51112425,1.5995662,2.0502684,2.2587178,2.5228376
