1M,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y
-0.013385773,-0.025356889,0.18533325,0.42801547,0.7410568,0.945096,1.2895614,1.7256001,2.1539142,2.8394823,2.594594
2.1934183,1.9953406,2.0011296,2.018331,2.0371125,2.2726102,2.875688,3.297301,3.847311,4.647089,4.6386933
0.43214583,0.4973426,0.6622366,0.9113361,1.2813545,1.5992694,2.0758996,2.383827,2.5876627,2.9366777,3.1783814
0.038146377,0.068145394,0.1317898,0.20449221,0.2790084,0.3722074,0.6617061,1.077197,1.6063067,2.2699862,2.6729126
4.359086,4.5296717,4.766038,4.669452,4.499263,4.474042,4.541235,4.6574316,4.822008,5.100198,5.0505543
4.932318,4.858224,4.941071,4.801054,4.580363,4.5380855,4.5693355,4.6669226,4.786652,5.024245,4.9606595
1.9658366,1.791022,1.9191291,2.171737,2.5237138,2.8068433,3.2274525,3.543961,3.9502957,4.629466,4.6277833
4.8599033,4.938902,5.019882,4.8867435,4.6475067,4.5663285,4.5480576,4.601901,4.684245,4.9187045,4.850095
0.016997576,0.0700804,0.4873711,0.8872489,1.1215566,1.4037925,1.9900796,2.3698132,3.0287476,3.7897236,3.5280302
0.018224597,0.07381821,0.12910461,0.19003594,0.26949644,0.39413524,0.8086821,1.3294479,1.9781973,2.7331524,3.114789
3.8675594,3.762166,3.924036,3.888685,3.7698584,3.8075976,3.9737725,4.1553774,4.363114,4.6988964,4.6471777
2.4009697,2.242611,2.1610415,2.1283147,2.1864107,2.4478953,3.0157855,3.4204502,3.9301648,4.6451206,4.6354485
-0.004527211,0.062180996,0.55561423,0.9750194,1.1415026,1.4157581,2.0378897,2.4526658,3.125254,3.8696702,3.6216238
0.034311175,0.066697836,0.09341419,0.14209163,0.2281158,0.3688879,0.8209268,1.3665973,2.0251026,2.775072,3.1342611
3.3282802,3.7824647,4.1037984,4.08839,4.074007,4.1213694,4.2771864,4.431076,4.6335707,4.947744,4.877431
0.23719501,0.6309774,1.2173529,1.4776889,1.7179393,1.8916125,2.6722207,3.095882,3.6511393,4.313447,4.1204443
3.2164083,3.7070408,4.0808287,4.0874357,4.083871,4.1285753,4.2808075,4.4316154,4.6378994,4.956941,4.8859415
0.034128785,0.073010325,0.14357674,0.2207439,0.30336976,0.4045887,0.71262383,1.1381173,1.6667482,2.3262703,2.726709
0.18835509,0.24997032,0.38091218,0.50316703,0.62861776,0.7538582,1.0118688,1.2991582,1.5270022,1.8663242,2.2434545
0.14087856,0.2176832,0.36161506,0.50657654,0.68420553,0.83606863,1.1478807,1.4831254,1.7443259,2.1418371,2.567167
1.9226725,1.7915312,1.9225442,2.1388996,2.43996,2.7022471,3.133839,3.4600995,3.8766847,4.56306,4.5682583
0.022458076,0.0010392666,0.2706324,0.5556961,0.8342302,1.0974996,1.6209373,2.074499,2.6388676,3.3545926,3.0576758
0.23339152,0.30832052,0.47266173,0.631533,0.85147035,1.0323963,1.3753521,1.7041335,1.9126782,2.2765012,2.7022538
0.2671523,0.28739774,0.40194166,0.5494368,0.8235673,1.0473044,1.4375455,1.7961917,2.0119572,2.391787,2.800719
0.23269129,0.2807387,0.4075575,0.5319282,0.6780629,0.82329524,1.110489,1.4027092,1.6069528,1.9241023,2.2964811
0.2135973,0.29522502,0.45500588,0.6121701,0.81926584,0.9931412,1.3320521,1.6633687,1.8850954,2.2559686,2.6908648
0.051020145,0.083464384,0.12790048,0.18334794,0.23907602,0.333027,0.65906703,1.1149299,1.7156044,2.439735,2.8358412
-0.020128608,0.0030808449,0.25540268,0.53296113,0.78989005,1.0187156,1.4887055,1.9686401,2.5612252,3.3460128,3.0699377
0.08470249,0.10399854,0.13706136,0.19252348,0.2781725,0.3995942,0.77993846,1.2667783,1.8773899,2.6153572,3.0270534
3.0914621,3.6159637,4.0502877,4.104971,4.1352215,4.1750154,4.3037567,4.443676,4.654705,5.0083323,4.959682
3.2708693,3.691732,4.036455,4.0187664,3.975778,4.017664,4.1896305,4.354974,4.5748963,4.902156,4.8322263
0.053864717,0.089657426,0.13593864,0.1935761,0.24204028,0.32831812,0.63910055,1.0865825,1.686089,2.4143128,2.8061504
1.7879609,1.8667516,2.0691829,2.2395124,2.4847364,2.749154,3.207538,3.5358665,3.9473627,4.5548925,4.5084734
0.075549126,0.09229708,0.13320243,0.19218147,0.26114774,0.36362863,0.68602335,1.1235425,1.6767133,2.35255,2.7432177
1.7095604,1.7339337,1.9684339,2.2203681,2.5515497,2.8394432,3.2821693,3.601215,4.022003,4.6730175,4.63835
0.14779496,0.22151208,0.36923742,0.51990974,0.71853316,0.88291776,1.2092738,1.5475026,1.7935873,2.181014,2.6233096
5.2036,5.0829277,5.1790814,5.0944967,4.9124327,4.839467,4.7689724,4.7932134,4.8282957,5.0114007,4.926096
0.029610038,0.071014285,0.10491967,0.15582919,0.23880792,0.3765198,0.8238007,1.3672723,2.0254242,2.775978,3.1326718
0.045620084,0.08011818,0.4957068,0.8463239,0.98192084,1.2367978,1.9430088,2.3893085,3.105645,3.86703,3.6335108
0.038063765,0.07601762,0.12002802,0.18366563,0.28750575,0.43530476,0.8883084,1.4240263,2.0551007,2.7871814,3.1562302
0.09831035,0.1039629,0.13447416,0.1840018,0.24058914,0.32711065,0.61395204,1.0343344,1.5999819,2.3043718,2.7315314
0.19302249,0.7434725,1.2552569,1.3916403,1.544567,1.8695248,2.8166738,3.3372202,4.024343,4.662388,4.2777085
0.036281586,0.08129239,0.13418329,0.20334005,0.31193364,0.45930743,0.9074142,1.4394869,2.0655923,2.801007,3.1797519
1.2460463,1.3284446,1.50185,1.5488069,1.6358279,1.8015794,2.4643726,2.8987904,3.4701698,4.308596,4.343685
-0.0017212629,0.018587708,0.053860426,0.11130953,0.23153198,0.40005946,0.89787054,1.4637258,2.1032033,2.8206992,3.1538649
4.664854,4.6814384,4.915284,4.9622583,5.006036,5.046213,5.028062,5.079899,5.15337,5.3396993,5.246319
4.214036,4.1425304,4.318053,4.319681,4.2654533,4.296313,4.3746996,4.5010924,4.6540146,4.950638,4.9018307
0.21820414,0.32989383,0.5120456,0.66759896,0.81754136,0.9572178,1.255593,1.5709378,1.8210956,2.2172713,2.5647242
0.24499083,0.33516598,0.51850665,0.6861851,0.87217665,1.0198398,1.2946885,1.5835537,1.7784244,2.146124,2.508678
0.24264121,0.31707954,0.4902892,0.6524745,0.8385221,0.9850538,1.2549922,1.5446548,1.7442394,2.1172037,2.4631877
0.13403141,0.28422713,0.8568664,1.1578369,1.3833079,1.6735364,2.551677,3.0927553,3.815394,4.553828,4.249505
0.25529802,0.31160915,0.4643587,0.61021805,0.7755879,0.91811264,1.180251,1.4553839,1.6369271,1.9680846,2.3121748
2.1947565,2.1518848,2.1432402,2.0686426,2.0060947,2.2030878,2.7832844,3.2037566,3.7425673,4.502014,4.5151076
4.938466,5.0475597,5.163208,5.074582,4.9207506,4.8482566,4.7718096,4.7972975,4.8248124,4.9937296,4.9189544
4.76013,5.0018206,5.0745983,4.959317,4.77245,4.684133,4.6238117,4.63744,4.659302,4.83753,4.738676
0.42840338,0.5045314,0.66356444,0.8855468,1.2465458,1.5548884,2.023318,2.3460495,2.5311222,2.859316,3.120078
0.068977594,0.08575058,0.12677252,0.18909824,0.26786315,0.3739189,0.70135236,1.1446142,1.7023382,2.389278,2.7953165
0.017391205,0.042384148,0.108446,0.17648482,0.24598324,0.33779085,0.62059176,1.0274731,1.5416782,2.1760855,2.5643983
0.08115363,0.103150845,0.13848567,0.19059038,0.25503683,0.3557713,0.6928613,1.15467,1.7612488,2.4994633,2.914628
0.05151522,0.09067023,0.13160694,0.18629742,0.2803228,0.42334723,0.8730266,1.4119396,2.0610218,2.8133206,3.1872551
4.4722614,4.606576,4.885109,4.9665136,5.080515,5.1440277,5.1280828,5.1719766,5.2400327,5.414033,5.3053064
0.1870023,0.30866516,0.5105119,0.6798067,0.85301375,1.0000395,1.3013625,1.6190938,1.853833,2.24227,2.5788622
0.20686817,0.27423477,0.4226812,0.5664362,0.7258065,0.8672786,1.1329237,1.4089389,1.5856366,1.89032,2.2804923
0.03313315,0.06443453,0.11934948,0.18170679,0.23462462,0.32394612,0.6260961,1.0559299,1.6118916,2.2841525,2.6493697
0.20123303,0.25113058,0.3772142,0.5184299,0.71348643,0.87615454,1.1902186,1.5149543,1.7498349,2.1335263,2.5878804
-0.03256321,0.0018963814,0.05565214,0.1254226,0.23883426,0.39014554,0.8414204,1.375678,1.9878827,2.688468,3.034398
0.06524718,0.10885227,0.784644,1.0883505,1.2147672,1.5203489,2.3313198,2.912013,3.7097197,4.438592,4.185224
3.783155,4.0069084,4.253107,4.221045,4.1651664,4.2028112,4.331588,4.4754972,4.653115,4.938049,4.865262
4.657644,4.8711963,5.0513105,5.004289,4.994221,5.021989,5.029352,5.0925946,5.173557,5.3459682,5.2497764
0.095249295,0.101879,0.13389444,0.18697798,0.25650477,0.35437095,0.6651366,1.1004958,1.6702281,2.3783438,2.8045616
3.612844,3.2675805,3.3590143,3.2667408,3.040123,3.1002543,3.4113555,3.6865158,4.004203,4.447278,4.4057226
3.8274221,3.950436,4.2081795,4.1718163,4.046752,4.0434747,4.1508937,4.297245,4.473558,4.775669,4.7269917
3.8960695,3.8756177,4.014031,3.925096,3.7612994,3.7847517,3.9633212,4.1523886,4.3709006,4.7109165,4.663524
0.053340435,0.05283141,0.11332953,0.1959827,0.36977863,0.5797312,1.1285464,1.7044874,2.337006,3.079951,3.4017262
1.7329752,1.6987989,1.8941684,2.068328,2.290095,2.5271115,2.9950547,3.3388724,3.774935,4.4492254,4.439079
0.31507063,0.4225012,0.59452236,0.77021635,1.0535576,1.2889576,1.7051983,2.0766187,2.3032935,2.694981,2.9993808
0.1659913,0.28843796,0.50191784,0.68298435,0.8773736,1.0276403,1.3217362,1.6359603,1.8601745,2.2535105,2.6051693
5.187673,5.1127977,5.1542163,5.044348,4.816934,4.725239,4.655485,4.6628838,4.6919103,4.889552,4.791057
5.0342317,4.980526,5.079547,4.967716,4.741845,4.6665244,4.635173,4.687247,4.7660136,4.9922776,4.924943
0.034197807,0.08008826,0.12738979,0.18445504,0.24589086,0.3506174,0.720642,1.2173944,1.8671879,2.6391606,3.0271327
0.18441069,0.26676798,0.42180288,0.5629579,0.7101636,0.8459407,1.1165056,1.4041575,1.6088252,1.9331752,2.3161097
0.072000384,0.08814323,0.12640083,0.18415773,0.2547208,0.35813606,0.686607,1.1329063,1.7015284,2.3958514,2.7936401
0.22019517,0.31929994,0.5024978,0.66655684,0.83552957,0.97451794,1.2446283,1.5362039,1.7485274,2.1249108,2.491013
0.030962348,0.07129121,0.13052833,0.19371915,0.2419573,0.31408596,0.58375764,1.0078807,1.5973887,2.3326974,2.7550025
0.22528017,0.3246454,0.5061022,0.66789174,0.83539844,0.97658503,1.255275,1.5528109,1.7708098,2.1490686,2.5065813
0.051947355,0.07277143,0.12294114,0.1871438,0.32555926,0.5072763,1.0217568,1.5879713,2.218443,2.9492161,3.3003845
0.17324305,0.26663542,0.44807732,0.60809875,0.76383257,0.89072514,1.1345243,1.4130826,1.6181422,1.9751146,2.321261
0.10108495,0.1107955,0.14377117,0.19687021,0.26855266,0.3697101,0.68894327,1.1287068,1.700039,2.408225,2.8369184
0.2017237,0.31137788,0.50651586,0.67581105,0.8508483,0.99462736,1.2750053,1.5720657,1.7808491,2.1495829,2.5086126
3.6056285,3.9018815,4.158224,4.0903077,3.9848588,4.0095205,4.1693397,4.334058,4.536656,4.840692,4.774258
1.9247086,1.8146297,1.9429779,2.1777682,2.5082643,2.801317,3.248633,3.577544,4.0056496,4.6936264,4.676903
1.7241029,1.836455,2.0292888,2.1898024,2.4258304,2.681753,3.148437,3.4869778,3.9220195,4.578273,4.554182
0.12850738,0.24096513,0.43011236,0.5921818,0.77771974,0.9334755,1.2523968,1.584436,1.829196,2.2106214,2.6116867
0.23447406,0.32248616,0.4925034,0.6555097,0.8604944,1.0288672,1.3487347,1.661797,1.8621897,2.2197056,2.6469116
3.1882455,3.0720484,3.095122,2.8878236,2.5358799,2.5595832,2.977177,3.3176832,3.725075,4.2956777,4.288122
1.7252649,1.809676,1.9762614,2.1378012,2.3768454,2.632221,3.0947957,3.4336243,3.8551927,4.4981833,4.4712334
0.13758826,0.27415085,0.8506385,1.1362479,1.2900113,1.5890725,2.4450338,3.008385,3.7576618,4.4859333,4.2034125
0.71089965,0.88889766,1.3225024,1.4649084,1.56757,1.7146395,2.418934,2.86453,3.4961221,4.3523326,4.302743
0.15221047,0.25900757,0.4514712,0.6178206,0.7889432,0.92891574,1.2060632,1.5092189,1.729211,2.0979648,2.4425993
0.043786764,0.083394885,0.12299776,0.17402244,0.25991976,0.39043713,0.81317127,1.341608,1.9979548,2.7654574,3.157599
1.7885824,1.8122088,1.9891398,2.189753,2.4727328,2.745294,3.1976721,3.52773,3.951121,4.6071315,4.5818257
0.09800589,0.21376407,0.42887235,0.6092336,0.7930515,0.9269055,1.1789839,1.4715587,1.6808276,2.052012,2.393244
5.20059,5.0765233,5.08906,4.940338,4.6231804,4.5268955,4.4757667,4.4896574,4.5659804,4.7857723,4.6824284
4.8439283,4.9381285,5.085062,4.974453,4.829832,4.8059998,4.8113694,4.8896227,4.9770045,5.153311,5.0743923
0.23352623,0.30053544,0.42854512,0.55592966,0.70660055,0.8482722,1.1468099,1.4679115,1.7373136,2.146761,2.5733132
0.029926062,0.069525,0.1330266,0.199808,0.27389884,0.37752855,0.7097919,1.1601975,1.7298504,2.4208853,2.8146822
0.9347707,1.128888,1.40621,1.5243938,1.7427255,1.9185032,2.572058,2.9737918,3.5058544,4.283634,4.2957144
0.011255026,0.05734825,0.105790496,0.16716814,0.25872588,0.39460802,0.82865214,1.3594056,2.002106,2.7447233,3.119671
1.202878,1.3465207,1.523059,1.53556,1.5957185,1.7596251,2.4390516,2.8766732,3.451499,4.2757664,4.3141165
0.056128383,0.0905869,0.14214385,0.20527542,0.27270114,0.36793935,0.6877284,1.1385888,1.7321948,2.4647346,2.8805132
0.03379512,0.07791829,0.1329186,0.1984011,0.273324,0.3777579,0.72395897,1.1941329,1.7980834,2.5307226,2.942796
0.16090488,0.22467065,0.3926711,0.5644033,0.8169249,1.0054234,1.3477335,1.6877286,1.897788,2.2796504,2.7132087
-0.010632873,0.032419443,0.093138695,0.16365778,0.24549174,0.34886265,0.6868019,1.1554294,1.75485,2.4843404,2.8970742
0.20479631,0.3044982,0.49165547,0.66525674,0.87388945,1.0344477,1.3338896,1.6381837,1.8380561,2.2078342,2.6469216
5.181081,5.1290207,5.1657224,5.0388365,4.767014,4.6634912,4.590234,4.59129,4.63521,4.8388996,4.7350445
4.580344,4.6243863,4.8864565,4.9672556,5.061919,5.119005,5.0973835,5.1422563,5.2093334,5.386828,5.2826767
0.09643185,0.11152208,0.14286733,0.19932878,0.28454483,0.40376055,0.773404,1.2499009,1.8474687,2.5763054,2.9885466
0.23918581,0.296579,0.4308753,0.56234133,0.71149635,0.8540509,1.1303847,1.4129747,1.6042069,1.91635,2.3006501
5.2091093,5.1175823,5.1701727,5.0659466,4.8489532,4.761874,4.693137,4.705444,4.7369266,4.932724,4.8371296
0.044435143,0.079457164,0.14717388,0.22111046,0.3006816,0.4029802,0.7149068,1.14141,1.671118,2.3287394,2.7206442
0.34171104,0.4249258,0.58513117,0.7499366,1.019933,1.2501723,1.6620834,2.0288467,2.2445104,2.6234539,2.8984456
0.25504053,0.61974084,1.0852845,1.3229742,1.6086206,1.8531189,2.7097497,3.1600451,3.7273962,4.322936,4.0601482
0.013997436,0.0635463,0.115736604,0.17794645,0.269392,0.40641618,0.8426802,1.3727809,2.0114794,2.748729,3.1202211
0.06879783,0.09069109,0.12957692,0.1885767,0.25809538,0.3631041,0.70114756,1.1554788,1.7320278,2.4307537,2.8210404
0.039168715,0.081878066,0.12873006,0.18186879,0.25019062,0.36520827,0.7532177,1.2539271,1.8914078,2.638188,3.0263505
0.012604237,0.07066524,0.13664186,0.20454252,0.25848532,0.34536278,0.6670631,1.1319786,1.7566968,2.51718,2.909019
0.2463764,0.29683816,0.45187128,0.6044556,0.7875899,0.9354811,1.1932597,1.463234,1.6215934,1.9347796,2.2686005
4.9239807,5.066216,5.1669483,5.0728464,4.904112,4.82116,4.7401533,4.7516136,4.768157,4.9339666,4.8447914
0.2231108,0.2775271,0.41467595,0.5498073,0.69791234,0.8315458,1.0821058,1.3504772,1.5336356,1.8458186,2.2322783
4.2481675,4.2328587,4.3999333,4.2952023,4.0833197,4.0589266,4.167549,4.322637,4.513837,4.8355203,4.8031383
3.728189,3.3953872,3.5044465,3.4601264,3.2980566,3.3659444,3.6253662,3.8666034,4.1509356,4.57172,4.532909
0.3597132,0.45641005,0.6094382,0.78427947,1.0822638,1.331217,1.752861,2.1176372,2.322948,2.691753,2.98188
0.45228517,0.5101788,0.65907323,0.90751225,1.291475,1.6190574,2.0948133,2.3993127,2.584616,2.9167888,3.148978
0.14978278,0.22874987,0.40502596,0.57885206,0.82405293,1.0107024,1.3588862,1.7044961,1.922265,2.3051395,2.726635
0.028974652,0.05503571,0.107013464,0.16886067,0.23077488,0.31355035,0.5951121,1.0208789,1.5938406,2.3067305,2.731994
0.26541066,0.38400733,0.56814027,0.72416115,0.875383,1.0211911,1.3338131,1.6508278,1.8946182,2.285456,2.6310349
4.671728,4.852378,4.99887,4.903127,4.7038736,4.6186275,4.574089,4.6182213,4.6838965,4.9024167,4.8411517
0.07092762,0.097397804,0.13009417,0.18770027,0.28065765,0.4175961,0.840001,1.3521732,1.9674968,2.6908557,3.0734816
0.16378117,0.24872053,0.42941856,0.613013,0.9070618,1.1244867,1.4988893,1.8594003,2.0776074,2.4732141,2.863218
0.006360054,0.022881746,0.056218386,0.11375582,0.2401495,0.41288304,0.91454256,1.4802216,2.1110542,2.8196557,3.149195
3.3182,3.744724,4.0568104,4.037216,4.0181866,4.071349,4.243005,4.406679,4.6243477,4.954815,4.8861938
4.767765,4.7320337,4.942135,4.9798923,5.004711,5.036834,5.009574,5.059457,5.124958,5.3054085,5.215958
4.8814945,5.0413113,5.113221,5.0027304,4.811443,4.7248774,4.660207,4.671608,4.693166,4.869033,4.7680383
0.06342161,0.0896337,0.13258255,0.1906966,0.25290585,0.3498572,0.671613,1.117779,1.696127,2.4001176,2.7973847
0.0782423,0.10311139,0.14422762,0.1970942,0.25092018,0.3415773,0.6552087,1.1007915,1.6968751,2.4266276,2.8334162
0.2505945,0.3256036,0.49405372,0.6481589,0.8162354,0.95628834,1.2196108,1.5022902,1.700966,2.0607126,2.4018736
0.08046806,0.09429991,0.13145757,0.18973863,0.25586605,0.35041702,0.6547185,1.085438,1.6462649,2.342123,2.753029
1.8129704,1.7859756,1.9529333,2.1222453,2.3409653,2.5905957,3.0541325,3.397568,3.830626,4.4937544,4.474175
0.23169935,0.31477606,0.48064995,0.63946605,0.85536826,1.0368423,1.389339,1.726403,1.9462788,2.3179095,2.74176
0.41814506,0.48922622,0.6458434,0.8701104,1.2311947,1.5434134,2.0228128,2.352714,2.546658,2.8761747,3.1098404
0.031906366,0.06613159,0.0973022,0.14727628,0.21033704,0.325019,0.71974504,1.2303872,1.8804982,2.634216,3.0043497
