z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13
0.0031986593,-0.005652362,0.25356174,0.0012890361,-0.0024676519,-0.004744473,0.006885068,0.0010020193,1.0578065,0.006150853,-0.0048956415,-0.015152378,0.479811
-0.024134377,0.006576089,-1.298975,0.000990035,0.0019353321,0.01052624,-0.005878185,0.0043618456,-0.31445956,-0.011025857,0.007800154,0.007521837,-0.41942328
-0.01695637,-0.0028620996,-0.2141177,0.005203288,0.015465845,0.0032514362,0.0069165668,-0.0121073555,-2.0706959,0.009820519,0.003574411,0.0062878435,-0.06423202
0.01620202,-0.008973099,0.2654134,0.0020151343,-0.013288887,-0.011413308,0.0062197577,-0.0024120864,0.3406918,0.008531891,-0.0054790587,-0.023469605,0.8467512
-0.0061922143,-0.004451813,0.36596996,-0.0009623207,0.006811685,-0.00074259145,0.008466751,0.003934877,1.7128174,0.004464876,-0.005188723,-0.008276131,0.17837046
0.0072848415,0.004255741,1.6232126,-0.006690653,0.003973629,-0.0057596555,0.00018259231,-0.00466114,-0.43219334,0.0037840195,-0.0069400906,0.018603347,-0.31638277
-0.018561477,-0.004709163,-1.2591125,0.005178109,0.004799049,0.0046206214,0.0035588965,-0.005282645,-1.311954,0.0027147382,0.0065803337,-0.003374141,0.04426852
-0.019591216,0.0034739263,-1.2040868,0.0019255988,0.0004351209,0.007641806,-0.0036358358,0.002062859,-0.49933642,-0.0073313788,0.006760891,0.0028327084,-0.22542216
-0.029838495,0.007852847,-1.358985,-0.0011133328,0.0054236567,0.0139262285,-0.0065454775,0.008076176,0.45407826,-0.013474438,0.0074017798,0.014334741,-0.7247192
-0.0173812,-0.0065173134,-1.259176,0.005440861,0.0047165826,0.0036461393,0.0047868025,-0.006313623,-1.3760726,0.004528288,0.0062204762,-0.004658539,0.09584871
-0.012908887,-0.00053950585,-0.55413246,-0.000675546,0.0018628892,0.004071991,0.0008920375,0.0039038602,0.7463216,-0.002430316,0.00084299315,0.0015448327,-0.18270831
-0.024341756,0.0062902477,-1.3208199,0.00093084946,0.002051665,0.010499793,-0.005744233,0.0042520706,-0.3422559,-0.010958858,0.007909965,0.0075354623,-0.4219051
0.01173211,-0.010006869,0.856708,0.0020621922,-0.0017573014,-0.009715939,0.012133552,-0.0017566122,1.3261856,0.013755767,-0.009273553,-0.021613495,0.77306813
-0.029545361,0.0080023315,-1.3724322,-2.6443973e-05,0.0052131154,0.014084993,-0.0064016944,0.0076018237,0.42939746,-0.0126625,0.0073931287,0.0131532,-0.6783381
-0.017199038,-0.00054991525,-1.180893,0.003933197,0.0012446432,0.0054987217,-8.659996e-05,-0.0014256556,-0.8092011,-0.001982201,0.0061429194,-0.0020519325,-0.02587609
0.0050906627,0.0061697084,1.6105115,-0.00742306,0.0048143994,-0.004445156,-0.0011649318,-0.0035853498,-0.40884715,0.001543019,-0.0063321455,0.021318682,-0.41829813
0.020160273,-0.0074387253,1.6150742,-0.009034056,-0.0039523384,-0.015312772,0.00570848,-0.0066744303,-0.4410396,0.0093085505,-0.009567123,0.005269947,0.124623
-0.025276423,0.007848745,-1.321996,0.001349926,0.0021938924,0.011512424,-0.006576064,0.004955331,-0.24966952,-0.011874672,0.008076675,0.008038677,-0.44465804
0.009429191,-0.003971711,-0.05124955,0.0018091798,-0.012647329,-0.0070971707,0.0018699495,-0.0004800968,0.12073605,0.0026900172,-0.0024009235,-0.017462509,0.6096808
-0.018638054,0.0039776787,-0.9388791,-0.00025264546,0.0012823506,0.008063626,-0.0036811652,0.004794318,0.34491998,-0.0074011944,0.004151465,0.0075735683,-0.40435934
-0.022206469,0.005928319,-1.2294863,0.0012445841,0.0011885776,0.009543734,-0.005355277,0.0038447063,-0.3181571,-0.009957887,0.0072310218,0.00607777,-0.35640472
-0.014591289,0.014387699,1.0917175,-0.00796943,0.014821017,0.0064480333,-0.006291638,-0.0008764565,-0.6417819,-0.0065293796,-0.00096523575,0.038795594,-1.0838385
0.010710257,-0.0022210665,1.5057368,-0.008652708,0.0020687748,-0.009716157,0.0032045897,-0.005984814,-0.60533446,0.006048497,-0.007319377,0.0145326005,-0.1960751
0.011402111,-0.004465707,1.2742753,-0.0009090863,0.002208246,-0.008934896,0.0065974607,-0.010101971,-0.7674284,0.013853993,-0.007299221,0.004665602,0.15572883
0.0030212537,-0.0060988027,0.44654536,0.0008760821,-2.2126362e-05,-0.004932747,0.008348621,0.001056727,1.2678007,0.0074099265,-0.0060282606,-0.0147143565,0.47046942
-0.0148703875,0.011141436,0.9248747,-0.005956657,0.01572554,0.006320455,-0.003912327,-0.0032262597,-0.77221835,-0.0023158714,-0.000971192,0.036990255,-1.0209802
-0.024668109,0.00030854996,-0.3111478,-0.0013486687,0.014657599,0.008886428,0.0058615813,0.00985137,2.2995982,-0.0034419224,-0.0008829399,-0.00073168497,-0.25831783
-0.023365961,0.007899096,-1.1990755,0.0013431441,0.0016264389,0.010821294,-0.0064621205,0.0047886055,-0.17447591,-0.011120472,0.0072467574,0.007920821,-0.4224561
0.012639024,0.00015930273,2.1464512,-0.00712204,0.0060777585,-0.0093476325,0.0054746023,-0.0046345238,0.30941546,0.009176685,-0.011242055,0.012399129,-0.09846093
-0.019853776,-0.00085043814,-1.2429912,0.0035486724,0.0034901316,0.0063143754,0.00025194604,-0.0020223428,-0.98483616,-0.00202737,0.006867586,0.0003527673,-0.10880582
0.013368957,-0.01201682,1.1735253,0.0023682583,0.00073790504,-0.011322597,0.016008478,-0.0007007532,1.9540653,0.016343037,-0.011726572,-0.028563023,0.98297465
-0.0079559265,-0.0005247062,-0.4660857,-0.0005238857,-0.0020188335,0.0017614914,3.308244e-05,0.002852928,0.46873224,-0.0022424236,0.0005551195,-0.0008673691,-0.057531953
0.012909712,-0.007351136,-0.12497422,0.001924647,-0.015241221,-0.009911416,0.0034885807,-0.0016778708,-0.08007355,0.004283175,-0.0024767346,-0.023141135,0.8013687
0.0070041413,-0.006552404,-0.12878597,0.0031170473,-0.009651655,-0.0061962195,0.004997709,-4.2062253e-05,0.6043043,0.0055925995,-0.0032290593,-0.020522753,0.66085434
-0.021542475,0.0016988777,-1.3192546,0.002482351,0.0024285363,0.0078062983,-0.002163181,0.00050630793,-0.7614388,-0.005782265,0.0074941902,0.0025519347,-0.21671717
0.0011079299,-0.0050585624,0.22824216,0.00075569376,-0.0011018515,-0.0037477948,0.0065958556,0.0015992951,1.111649,0.0052237995,-0.004571557,-0.013116585,0.39777714
-0.021322807,0.0025916668,-0.8427034,-0.0021312777,0.005128788,0.008522496,-0.0018268256,0.006077174,0.73698133,-0.0072328113,0.0032911072,0.0096808495,-0.5113129
0.002759353,-0.0022875285,-0.2542788,-0.002215311,-0.010213895,-0.004507645,-0.00055811554,0.002408743,0.14906694,-0.0032013431,-0.00044188555,-0.009003821,0.26416343
0.018737901,-0.01086287,0.48430014,0.0030060299,-0.012317188,-0.012959003,0.009039336,-0.0029140431,0.63856554,0.011838211,-0.0073586637,-0.0282388,1.0149086
0.008471776,-0.00840992,1.0288403,-7.600337e-05,0.0050825523,-0.008959332,0.009403413,-0.0127798235,-1.1793687,0.016899733,-0.0061364765,0.0038482184,0.17438155
-0.020811401,-0.00094284024,-0.115899324,-0.0012916848,0.013684945,0.0067523895,0.0070143826,0.008788468,2.2796464,-0.0013969094,-0.002166296,-0.0029631143,-0.14871038
-0.022539372,-0.00073658116,-0.27731457,-0.0008735582,0.013461754,0.007677927,0.0066588726,0.009554006,2.3358378,-0.0023910329,-0.0013986793,-0.0039415453,-0.14703317
-0.028624235,0.0039853053,-0.8962379,-0.0015532691,0.010561111,0.011955576,-0.00026942417,0.009798,1.5057973,-0.009164594,0.0034610531,0.006814873,-0.5172479
0.011850835,-0.007716913,1.1390572,0.0009652376,0.002612765,-0.009809876,0.0090911845,-0.012380529,-0.97394896,0.017502261,-0.007164795,0.000706129,0.29204273
-0.031826288,0.007045526,-1.2991304,-0.00030654296,0.00877186,0.014981104,-0.00468151,0.0077695586,0.7095547,-0.0110970065,0.0065847575,0.015132158,-0.75962025
-0.00858434,0.010729155,1.14257,-0.004958147,0.012042891,0.0036006765,-0.0033586854,-0.0033591613,-0.6096362,-0.0007771887,-0.002661298,0.030689362,-0.78113997
0.012525173,-0.0022516046,1.4168382,-0.0019909851,0.0010515316,-0.008824209,0.0049049733,-0.008485798,-0.5537598,0.011741126,-0.007865379,0.0064371163,0.10008626
0.026134213,-0.014568921,1.3475273,-0.00018661283,-0.0077248234,-0.017545994,0.012759096,-0.008540082,0.31489182,0.019998932,-0.012016173,-0.017518608,0.8310817
0.017225474,-0.00922862,0.27925712,0.0020483788,-0.0140459705,-0.011975503,0.0062757335,-0.0025324337,0.31805295,0.008670105,-0.0055999714,-0.024480008,0.88499427
0.00599612,0.008083768,1.963615,-0.006049214,0.0070158336,-0.0039434824,-0.0001460705,-0.0029302817,0.068150476,0.0032204688,-0.008359129,0.0197918,-0.34871346
-0.021165885,-0.0049818447,-1.3150091,0.0046347305,0.0070082713,0.0054593123,0.0038087638,-0.005785711,-1.4639195,0.002615612,0.007225646,-0.000510799,-0.054111436
0.0066744215,0.010234807,2.1693866,-0.0040902104,0.008022218,-0.003314361,-3.9163977e-05,-0.0032457411,0.18966694,0.0044324286,-0.009205514,0.018340832,-0.27059144
-0.03267868,0.0054995175,-1.0454574,-0.0009211786,0.012203487,0.014275977,-0.0009022532,0.010974353,1.619506,-0.010754939,0.00449237,0.0074694892,-0.5765153
0.024922898,-0.011137537,0.25828713,0.0019332059,-0.021463072,-0.01665989,0.0060607065,-0.0026334785,0.053049162,0.00768728,-0.005568133,-0.034838937,1.2413974
-0.017060589,0.005350698,-0.969578,0.0007481128,-0.001079848,0.007700959,-0.0050056716,0.004356878,0.09637152,-0.008265313,0.004806193,0.0055130483,-0.31503028
0.0103957085,-0.009704902,0.9745806,0.001896644,0.0005463301,-0.009192489,0.013081034,-0.000936646,1.5888774,0.013885455,-0.009899901,-0.021889241,0.76844805
-0.018973202,0.0051491074,-0.9741672,-9.389408e-05,0.00063628284,0.00846915,-0.00468238,0.00507625,0.2641356,-0.008599404,0.004692796,0.007643366,-0.40625805
0.013513965,-0.006974163,-0.091857314,0.0027959198,-0.015434964,-0.009749962,0.0035230657,-0.001928594,-0.028340086,0.005092401,-0.0028115332,-0.023671795,0.8284816
0.011696223,-0.0031531313,1.485882,-0.008268749,0.0014126231,-0.010353595,0.0037872707,-0.0063462667,-0.61569285,0.0068676732,-0.007471719,0.01268994,-0.13445969
-0.030310195,0.0085374955,-1.3992991,-0.0007050391,0.0051831612,0.014342691,-0.0070318887,0.00817118,0.40676427,-0.014007229,0.0078004166,0.014026447,-0.7162603
-0.021550456,0.0014218315,-1.3222919,0.0026960764,0.0026422003,0.0077368454,-0.001875544,0.00018661097,-0.7956508,-0.005343072,0.00749852,0.002268257,-0.20437042
0.008518577,0.0040212907,2.0341349,-0.0065585077,0.007198109,-0.00625333,0.0028263256,-0.003772661,0.21516855,0.0063561946,-0.009746591,0.016735945,-0.2500674
0.004647572,-0.0061798557,0.40905344,0.0014063139,-0.0018351506,-0.005536805,0.007888548,0.00044822693,1.1223334,0.007670531,-0.005860743,-0.015777713,0.5202862
-0.017282149,0.0052573793,-0.9786406,0.00094090216,-0.0008454975,0.007875034,-0.0048644664,0.0042767134,0.116932824,-0.007958215,0.0047657625,0.005625687,-0.31985074
-0.017292557,0.00052351784,-0.69906604,-0.0014795251,0.0038911365,0.006242608,-1.811795e-05,0.0050007217,0.7892992,-0.0044684075,0.0019233809,0.0054605445,-0.34699434
-0.01902554,-0.0044118194,-1.2405658,0.004367983,0.0051172553,0.004752291,0.0031920178,-0.0049169296,-1.3041317,0.0019372962,0.0066354354,-0.00178612,-0.010830656
-0.014936866,0.004620157,-0.9031705,0.0008618366,-0.0020656306,0.0064098397,-0.004489516,0.0038004704,0.029959902,-0.0075032488,0.00440673,0.0034001444,-0.22917415
-0.01521674,1.5763566e-05,-0.15526362,0.003528785,0.011924038,0.0035497132,0.0038919747,-0.008635021,-1.6008537,0.0057780333,0.0030177129,0.007692037,-0.13798474
-0.02810333,0.0053346977,-1.217143,-0.0008746367,0.0066403663,0.012661028,-0.0039770985,0.0072668586,0.66979337,-0.010172904,0.005814642,0.012549489,-0.6575427
-0.016231725,-0.0050360695,-0.15045567,0.004938405,0.016764294,0.0018804283,0.008718229,-0.013861335,-2.312531,0.011834398,0.0033504176,0.005625929,-0.019469008
-0.0158877,0.0004911041,-0.7621066,-0.004572537,0.0018240381,0.003203577,-0.0023593586,0.0014923587,-0.74643004,-0.008139383,0.0051782005,0.008548405,-0.36770296
0.018743273,-0.015429905,0.41375452,-0.0056613088,-0.012054713,-0.017101908,0.008226557,-0.0053728465,-0.6272019,0.00796671,-0.0050614593,-0.016852383,0.6770756
-0.004850034,-0.00096178986,-0.46988243,-0.00092012435,-0.0050919103,3.5663135e-05,-0.000613261,0.0025702287,0.2886021,-0.002807118,0.0006418028,-0.002924977,0.026200175
-0.017214848,-0.00022786483,-1.1918797,0.0040164683,0.0009418824,0.0056707556,-0.00035959017,-0.0011414215,-0.76819974,-0.0022839531,0.006168093,-0.0021492008,-0.026430577
-0.0014528362,-0.004778647,0.26606703,-1.7981976e-05,0.0014922884,-0.0027124137,0.0070447153,0.0024340432,1.2918738,0.004699502,-0.004675421,-0.011080529,0.3100825
-0.017937288,-0.0039119297,-1.2156203,0.0046497807,0.0039863214,0.004557063,0.0028169984,-0.0044582067,-1.2071911,0.0016791262,0.0063681104,-0.002984003,0.02857957
-0.0013606256,-0.0019012354,-0.3409691,3.8817525e-05,-0.006424684,-0.0016297516,0.0004060967,0.0015822928,0.28891504,-0.00070284307,-0.00037938496,-0.0064072097,0.17004083
0.012064313,-0.007071588,0.19044626,0.0029921196,-0.0106310565,-0.008658263,0.0056401636,-0.0019844472,0.4327026,0.008074047,-0.004843812,-0.020505996,0.7326744
-0.022438677,-0.0005129529,-1.3980451,0.0037342329,0.004211815,0.0075240703,-0.00013007224,-0.001661554,-1.0354335,-0.0030336194,0.007869625,0.00093269465,-0.15169354
0.012335991,-0.005371297,0.031132996,0.002483867,-0.013896687,-0.0087168,0.0031749886,-0.0008302592,0.22496577,0.004367437,-0.0033412906,-0.02182596,0.7618086
-0.0129693495,0.0017276024,-0.73008156,-0.0012920201,-0.0012125364,0.00460073,-0.0025092484,0.0039955936,0.32243252,-0.0057897344,0.0026284414,0.004574108,-0.2711097
-0.019968202,-0.002945166,-1.2566062,0.004230872,0.004993105,0.005665643,0.0021088645,-0.0039728973,-1.2137321,0.0005134642,0.006884321,-0.0006031017,-0.06020862
-0.031925317,0.0055604726,-1.1249168,-0.001008099,0.010810001,0.014141147,-0.002016209,0.009841993,1.3131672,-0.010729585,0.005068908,0.010028751,-0.6369464
0.031938985,-0.014774699,0.6495968,0.0014877059,-0.022609198,-0.021059409,0.009605538,-0.0033384115,0.36879915,0.011639053,-0.008665636,-0.0415413,1.4947041
-0.01597444,0.0048447847,-0.9297153,0.00035809167,-0.0016019065,0.006945523,-0.004764634,0.0043591466,0.104868904,-0.008159541,0.004521687,0.004795231,-0.28797477
0.015650062,0.0018645441,1.7718289,-0.0072184317,-0.0022232318,-0.010473225,0.0010421574,-0.0039520394,-0.2486475,0.004168365,-0.008572623,0.009113112,0.004728526
-0.022355529,0.0013158489,-0.60294044,-0.0011969749,0.009058002,0.008446314,0.0021337504,0.008093791,1.5513787,-0.0052410886,0.0012046611,0.0023325402,-0.31887645
0.009810419,-0.006164477,0.06817028,0.002430167,-0.010397267,-0.0075251963,0.0045659924,-0.0011150427,0.4087816,0.0061123483,-0.0039033906,-0.018733013,0.6511072
-0.0023088795,-0.0048102858,0.31855965,-0.0003615301,0.0028216457,-0.002446502,0.0075392653,0.002795415,1.4083002,0.0047482997,-0.0049577355,-0.0105741415,0.28592506
-0.02367144,0.006047083,-1.3053627,0.0011179671,0.0017188042,0.0101707615,-0.00554769,0.0040773544,-0.3416111,-0.010566186,0.007739268,0.006789136,-0.3930208
0.008487303,-0.0028501889,1.2371371,-0.0005156901,0.004124515,-0.0069981143,0.0058514564,-0.010004687,-0.784346,0.0132836625,-0.0067400616,0.007907767,0.045749538
0.014771453,-0.0077229207,-0.06372741,0.0025549699,-0.01610621,-0.010739618,0.0039564604,-0.0020821355,-0.06261398,0.0052901916,-0.0029924365,-0.02533547,0.8869883
0.01639758,-0.0011292193,1.6545546,-0.005238507,-0.0020084633,-0.011013287,0.003270113,-0.006083872,-0.33812633,0.008212648,-0.00884705,0.0064820936,0.09933313
-0.0052637067,-0.0011965232,0.028025508,-0.00038473122,0.0013220217,0.00031856215,0.0028245458,0.0016577151,0.7319725,0.001713749,-0.0022567697,-0.0010862423,0.0028885305
-0.012212214,0.0033262474,-0.7958381,-0.00083132274,-0.003470514,0.00451047,-0.004164883,0.00415249,0.1001396,-0.00766192,0.003576459,0.0030075843,-0.21144266
-0.021002918,-0.0031884424,-1.340102,0.004396111,0.005267268,0.0060078073,0.002196828,-0.0039954167,-1.2632537,0.00031468272,0.0073690447,-0.00091332453,-0.060949296
-0.02981968,0.009094585,-1.388632,0.0011956058,0.0051767086,0.01473604,-0.006919033,0.0069787484,0.3061229,-0.012368187,0.0077373707,0.013112676,-0.6614811
-0.017765146,0.004924653,-0.92695785,3.9108098e-05,0.0001452975,0.007889202,-0.004527691,0.0046488456,0.2240579,-0.008022904,0.004404696,0.007126637,-0.37561017
-0.018028658,-0.006102837,-1.2742445,0.0054969043,0.0050000236,0.004040027,0.0045560515,-0.0061794985,-1.3823619,0.0041776337,0.0064186105,-0.0042502796,0.07953592
-0.031178236,0.006593598,-1.2638409,-0.00031040795,0.008736467,0.014570385,-0.0042589186,0.0076371785,0.74221146,-0.010566123,0.006261409,0.014540144,-0.73687595
0.004079811,-0.0051494716,0.5056372,0.0007980298,-0.0005097906,-0.004966383,0.007141188,-0.00042856298,0.95089835,0.007827774,-0.005918356,-0.0106562255,0.38358346
0.010143989,-0.0052457317,-0.16552852,0.0025657415,-0.013758963,-0.007697612,0.00237518,-0.0012528431,-0.019327402,0.0035451353,-0.00201718,-0.01987683,0.68818635
0.012194598,-0.0074377535,0.23383236,0.0030152705,-0.010282608,-0.008950243,0.006403118,-0.0013761893,0.6032249,0.008166956,-0.0052376413,-0.022689922,0.79117805
-0.017360209,0.0056065116,-0.9704508,0.00072104856,-0.00091765076,0.007876487,-0.0051572295,0.004403336,0.08305965,-0.008483693,0.004906502,0.005844792,-0.32594562
-0.03236873,0.005408585,-1.0570705,-0.0010227524,0.0118275415,0.014120772,-0.001075577,0.010793347,1.5661501,-0.010769993,0.004564701,0.007794872,-0.58311695
-0.021637004,0.0008234,-1.3219268,0.0028577726,0.003173918,0.007532088,-0.001315916,-0.00041263923,-0.8753751,-0.0046335906,0.007527066,0.0020141085,-0.19024904
-0.0042242934,0.012278253,2.0021784,-0.012523029,0.013500094,-0.00012225239,-0.002877633,0.0025367942,0.40992814,-0.0060473047,-0.006663037,0.031215154,-0.8180013
0.015826236,-0.0017414689,1.781363,-0.0058539324,0.00015481468,-0.010829839,0.004392245,-0.0058816243,-0.09648293,0.009370744,-0.00986739,0.00834588,0.0352837
0.0012481426,-0.005021265,0.5644312,0.0040493235,0.0063017467,-0.0038817069,0.0076507637,-0.011810059,-1.1671765,0.015143104,-0.0033824702,0.0023125226,0.16598634
0.030919904,-0.015161309,0.45232433,0.001286272,-0.023590377,-0.020701168,0.008870986,-0.0033810902,0.2020881,0.010692477,-0.0075990437,-0.040830296,1.4558116
-0.03048025,0.0052731186,-1.1629145,-0.00067472644,0.00954929,0.013730054,-0.0026727738,0.008126896,0.99208766,-0.009638768,0.0053051976,0.012271447,-0.67463934
-0.026588384,0.008490633,-1.3532033,0.0010855403,0.0027534692,0.012235016,-0.0070481366,0.005393306,-0.23412816,-0.012725603,0.008411994,0.009346258,-0.49706894
0.0051567205,-0.0054157716,1.0424323,-0.0004135277,0.0069939205,-0.0065909717,0.007648728,-0.011791648,-1.1303765,0.014792781,-0.005546936,0.008713778,0.008385971
-0.017200673,-0.0045627025,-0.20273668,0.0053191073,0.017007634,0.0026580961,0.008399541,-0.013682295,-2.2782493,0.011672007,0.0035823104,0.006281393,-0.048289254
-0.024847997,0.007849883,-1.2847555,0.0010829065,0.0021166531,0.0112810135,-0.0065969666,0.004971482,-0.24006714,-0.011880118,0.007887099,0.008341529,-0.45027035
0.008833,-0.00819619,0.8171081,0.0020870324,0.0024600714,-0.008390493,0.008992225,-0.011977015,-1.0123702,0.016779622,-0.0056544347,-0.0011541613,0.30814138
-0.020030167,0.0037218872,-1.2101431,0.0015756954,0.0005593961,0.007898139,-0.0039010393,0.0024485216,-0.4538353,-0.007837292,0.006802616,0.003643962,-0.25847685
0.006938139,0.003992404,1.5043325,-0.0026777722,0.004291592,-0.004673941,0.0013591107,-0.0064043636,-0.46556616,0.0072636306,-0.006849285,0.014728584,-0.17758493
0.00013454547,-0.004676858,0.16197324,0.0006027166,-0.0010700589,-0.0031951778,0.0060378117,0.0017620344,1.063425,0.004522346,-0.0040977956,-0.011945156,0.35258093
0.02106666,-0.007963036,1.2763641,-0.0016294513,-0.0067120623,-0.014266519,0.0072237807,-0.008313408,-0.4051079,0.013609899,-0.008903155,-0.007341368,0.5279966
-0.031333324,0.0050321687,-1.0862808,-0.0011263955,0.01079761,0.0136499405,-0.0014547566,0.010022484,1.3970884,-0.010422934,0.004705571,0.008769184,-0.59907794
-0.016436106,-0.0019761305,-1.1447504,0.004255414,0.0018694382,0.004683582,0.0011661425,-0.0026964247,-0.9337071,-0.00017374754,0.005859195,-0.002924842,0.019739494
0.005074805,0.0064496994,2.1116655,-0.008801222,0.009586031,-0.0047571706,0.0014069974,-0.0018220972,0.3144282,0.0027461573,-0.009219309,0.02136016,-0.42389804
0.006324733,0.0015017325,1.3518863,-0.0018700641,0.004860443,-0.0048830584,0.002922454,-0.0077405414,-0.5867599,0.009446185,-0.0065501747,0.013507152,-0.14472099
-0.0020863006,-0.0035535647,0.04536301,4.0167943e-05,-0.0007073926,-0.0018823775,0.0045842994,0.0019156132,0.9097032,0.0029484145,-0.0030738716,-0.008028129,0.21770221
-0.022466501,-0.0006226003,-1.3753874,0.0037094317,0.0046055303,0.007491536,4.797429e-05,-0.0019310117,-1.0609378,-0.0026995353,0.007782498,0.0013828533,-0.1609136
-0.0011069954,0.010705186,1.8138402,-0.008960461,0.010299637,-0.0007391232,-0.0024356423,-0.0002741497,0.12638007,-0.0020829104,-0.006537221,0.027587948,-0.66319036
0.011612442,-0.0012021251,1.4228284,-0.0012196489,0.0017464114,-0.007894289,0.0045763236,-0.008578931,-0.5419838,0.011873586,-0.0077675087,0.0071977815,0.079771556
-0.008083032,0.001560756,-0.6784789,-0.0013602544,-0.0055790395,0.0018373772,-0.0032491488,0.0034817904,0.022449732,-0.0066378675,0.0027460218,-0.00038740342,-0.076845184
-0.018765822,-0.0015620003,-0.22798365,-0.0006275177,0.010838665,0.005818057,0.00657853,0.008327464,2.1268916,-0.001313895,-0.0017722268,-0.005631456,-0.056177735
-0.018247757,0.005227031,-0.98295736,-9.2940405e-05,-0.00024730293,0.008083548,-0.004973079,0.0050222054,0.19718112,-0.0089232065,0.00483372,0.0068909847,-0.3773207
