beta0,beta1,beta2,beta3,lambd1,lambd2,rmse
3.009087112588279,-2.2328019861779995,6.827445294751943,-2.3182815631112894,8.362013644567387,0.42511071432199166,0.010073651016218382
3.1159535342375055,2.149498407853521,1.72425586793252,0.8712144578250443,8.103745062350255,0.5569829715047724,0.006210044725735323
1.9444646888316754,2.8652177256348903,2.175862631090904,-0.7763142321483553,19.999999999999986,0.10839260597690567,0.006837680731105164
1.9402093500312527,-1.4298417508447208,10.921949989230534,-1.6310735932052716,11.199482141558526,1.3225931107315088,0.003323419719898273
2.025256275441028,2.688549629908335,2.158059083498496,1.0023373399586053,15.598017255259029,0.6267928395181505,0.005349638628146889
4.01115707906864,-3.3942762747118578,8.153712365803926,-9.999999999999972,4.118890632454859,3.0070445410983213,0.020077664018848595
5.386477490405795,-4.393959087058875,-1.970629982067025,-2.483749953211876,2.502417471757018,0.47176540831162533,0.05500536518841707
1.819361295914031,2.8851415673102117,1.976826138046195,0.8963977688680437,19.999999999999996,0.604229484539414,0.005999072470586416
3.680876587563111,-3.0687682724568255,9.118584441720438,-9.999999999999998,5.5576202704234605,3.4403095087366404,0.029352982684651883
2.2634069782985873,3.074498234660776,0.6224774771516917,0.7879384702714206,19.99999999231736,0.5646301784833612,0.006087369784799823
3.846903220715861,-3.239830363478523,8.13604713626873,-9.999999999928303,4.413349800730431,3.3279831274657345,0.020047657440429502
3.92498854030199,-3.323643700792697,6.014140932398656,-3.8417359430367903,7.190387971665789,2.2623787222709986,0.00317981565557317
2.688385945448977,-2.1315276391880587,10.865477443102257,-2.2200999040598317,7.885111741170911,0.9090860721097458,0.01587404232313263
3.8744409451818043,-3.332227572038257,8.270960732743298,-4.979401947054861,5.925931640455967,2.5951574385360137,0.0027540922926422
5.589028716464123,-4.21325521371468,-3.221954465833482,-2.9434180309280453,1.7650425929574518,0.6825730390818971,0.02877215143142333
3.421416892019373,2.476977563245361,2.0940466136967366,-2.6101713647836498,6.3995108789608555,1.856372296057816,0.008318175767299044
5.327098847930187,-3.6557461803277054,0.00012193468402093199,-4.776056744514551,4.410642150760956,0.3023822527724627,0.06917787920246833
4.269099137331536,0.4749192739582977,-0.777545603650492,-0.6315181479414324,1.004603554011065,1.004647620885803,0.0091229074651105
4.213471983986572,-3.652502992791594,7.117114702895591,-5.079512152195215,6.592428584074283,2.781791416216968,0.006083684059494807
2.2359305277920507,2.637517063418658,0.49464777864204257,0.7846991559697132,19.999999999987576,0.46435466575045936,0.0076811273735606315
4.513661640024753,-3.9102225700075492,5.062580635545402,-9.999999960130188,3.585789670063729,3.1480775377506,0.016582515371463786
4.762641411366711,-4.260719166725867,-0.00011131207171708284,-3.2441854500602623,6.353930610490851,2.2682367579449396,0.01334461815638021
-1.188908498825428,3.7249467074616485,11.411082086057245,-5.707248723622793,19.999999999999996,0.44357687284312114,0.044612338436093635
4.768440663416738,-4.0556023816389,-3.7734042358494313,-1.3239173093758851,1.3157396460913389,0.3316425148634617,0.0382424288462428
4.085041585708446,-3.4822526748597333,7.957676117835898,-9.999999999253662,3.8118509769263156,3.0178821758590124,0.016392323778127674
3.701168322701134,-3.147455719962843,8.487476283143002,-2.98852956629975,6.546706686139998,1.2424657236057544,0.01351391933772288
2.793691690770717,-2.352780465849583,9.482192650215236,-2.309589952642128,8.77814389087601,1.8784591693028765,0.005324892298943803
3.112081969923067,-2.4957876900954554,6.116475755552051,-3.2432064542291172,11.3166985633342,2.3689180537714853,0.013175811860876605
2.624441386021903,2.568442739012289,0.11987091931910347,0.8080096590429494,19.999999999985572,0.44503444063737935,0.007624429654687355
