beta0,beta1,beta2,beta3,lambd1,lambd2,rmse
5.166168606376145,-1.3934791866680372,-5.176645244082407,3.655159104695301,2.0698059934567015,1.3053218737268353,2.753868505565662e-05
4.551716358655675,-0.9435134228156355,-0.4715122365875972,1.202966011321737,4.029208153047299,0.7976214952386407,0.0014654710828552796
0.007309766203132425,2.0909605398544597,10.07555672433331,-1.5031555611756562,13.173827057687152,0.5881759803530335,6.0351317458635775e-06
5.105115358280038,-1.0482191512834957,-3.2741026593556453,-1.0049678196880598,1.9819168138068652,1.3986328846906795,1.8650520856114115e-05
5.195399536447884,-1.521803699963565,-4.470742431783721,4.126548151354569,2.0312811651569667,1.2123738176828551,2.0586532179816917e-05
1.6858352046044456,-0.9235817363188914,11.258597374399892,-2.0846366053157777,10.31040110450474,0.36268502450117046,1.195414642741981e-05
4.270657530232295,-0.7733881989140263,-0.6167693617772323,1.1904588089742387,3.8677868966387825,0.6984329687254661,0.0016529784920102718
4.531745916972617,-0.9834562153390649,-0.6112037928899863,1.2854229568368143,3.8285962291838422,0.7570322436427588,0.0016809806059062998
4.649747232957516,-0.8192239445644225,-0.3611178336731676,1.0796202424051002,3.369186054598079,0.7059688145141276,0.0010872684790910884
4.247834718363077,-0.7653382478004587,-0.6682771492103853,1.1868470740384454,3.5391318970921817,0.650607248374006,0.0017141035077529003
4.89074374767675,-1.27638426157396,-1.6488843922113265,1.374637061171094,2.2799843250891962,0.6738052786840383,0.0007623992573778651
4.540836866878935,-0.9331439637694389,-0.4016144023905462,1.223989852952009,4.269771580675628,0.7935833928042286,0.0016370348646051818
5.267750547168494,-1.1992577114017635,-9.25543695908592,5.9301548562489295,1.9266192181151711,1.861816620464056,6.692077306004712e-05
4.678303269827973,-0.8361666661199065,-0.450727424167283,1.2228102297697072,3.8531094668209267,0.8319713322572757,0.00087704004931233
4.437432862669807,-0.8992305214192756,-0.7197565154652819,1.1870942495751968,3.6119499060490887,0.7473434431052498,0.0014257512003946634
1.6696372861972233,-0.8924561714312641,11.284280918133915,-2.119369734618317,10.223701594418738,0.35764771257180394,2.095319810247035e-05
3.545945111982139,-2.884563488346398,7.4593372609495505,-1.6423192401914033,7.904248035622714,0.6405695312528448,1.8636398119847245e-05
4.583850405946768,-0.9416745817310581,-0.49248765399807654,1.2446430241009043,4.287351765749871,0.8172833005798006,0.0015269901111238822
5.0115897448176545,-1.0464574754661249,-0.45976386764646504,-3.3608782719667287,1.293226819951109,2.2910310932383258,1.893452259358178e-05
4.748989645476337,-0.863572946341405,-1.625859863632481,0.7309740951190753,2.3206861490640907,1.136348704395466,2.3177939848294807e-05
4.5856020787015375,-1.0000382587860273,-0.5812732443501616,1.287152764580604,4.043763098595025,0.7974729997591294,0.001631010081280992
4.835224649472546,-3.6989600437041794,-1.0971064515941593,-3.9310168137272847,1.06223597072026,1.0621015168072263,0.16198338858884392
2.702297991103449,-2.089438814636773,9.24747635053459,-1.597400542566214,8.793507509035154,0.5722806704918314,9.914650400131353e-06
0.5712366420595634,0.7306470919153757,12.151594532535412,-2.782222053509672,12.762335273540817,0.39437099332155234,2.3000592074982253e-05
5.201388540822257,-1.4444884827448845,-5.008550828491541,3.5460209128975464,2.035115061926651,1.2764564276409183,1.2816936839319912e-05
