beta0,beta1,beta2,lambd,rmse
4.154186329945116,-3.7036857069404823,-5.887147886694602,1.8763990781886226,0.11939373465504563
3.5183939119704233,-3.0688085310395326,-5.648965458691601,2.5556999972450214,0.0879441048765846
3.727204815710671,-3.3504172732650734,-4.8089191345823945,1.6695382337681846,0.06267400719444872
2.906500073987507,-2.5723000280962385,-4.1470765464100054,2.6581273699763113,0.07075911650951316
3.5655024388673313,-3.0973044158934373,-5.758423997200673,2.5319401492101017,0.08887231431238476
3.1052749190215354,-2.73301535794671,-4.491502393021677,2.7589445783248245,0.07045486295139267
2.9782856753041695,-2.6121931992515375,-4.332221028053681,2.687877704170131,0.06991105014737939
3.4435346535575118,-3.092554186951707,-4.60762353663136,2.872892067446098,0.04584414019119055
3.1403837440314883,-2.715499286266371,-5.039206274277711,2.5884531328369107,0.08349106921383184
2.889839699204803,-2.5161216775272885,-4.239747992353363,2.6823281842268325,0.07347460905652263
3.062546939911057,-2.6457878600792744,-4.7878491625970945,2.5832894292643327,0.07814999959953027
3.1209397529999947,-2.6891922316945185,-4.8786672147808385,2.4508441764531486,0.07319563812313766
3.0695061531212824,-2.675087038017353,-4.6574235079162,2.5950029856152317,0.0783839106949441
3.0993266213411643,-2.683171953980613,-4.822189073608393,2.5844911680986544,0.07713026997623586
3.095913881278031,-2.687814973358855,-4.74016017641873,2.586232439730082,0.07701978713187721
4.284637320341538,-3.8235853563236706,-6.101595405853312,1.837208129586589,0.12686125596808473
3.1321266118964806,-2.6605255273064463,-4.9167140727532574,2.521373607047435,0.07273610313436044
3.0739214996451745,-2.65811039735321,-4.751432455491998,2.5877612428934347,0.07539918944244704
3.0764290594288513,-2.6299063899529935,-4.788328147235318,2.5056168673455943,0.07355826758389857
3.6098355954715364,-3.231245258728449,-4.739968771273619,1.9281015306543074,0.06149135112680751
3.5931450043139512,-3.236553223115229,-4.555550721773671,2.229504932386531,0.047247825676751995
3.1441366436127347,-2.7310210231727057,-4.931119496761854,2.616065672503753,0.0794041203490943
3.644477953183837,-3.277824826508971,-4.639023298926696,1.880462656173852,0.05951926425129158
3.512725167993301,-3.120627706944449,-4.995301263448251,2.654008936373617,0.060662638024768414
3.569104583219598,-3.123845730718889,-5.4918574082739315,2.5536983026352864,0.08369341825713654
3.94785239044169,-3.5559114384505617,-5.067666366694015,1.4455044961720285,0.07486209849940094
3.0751153737600134,-2.6835225905958557,-4.644635662633707,2.6222558433527676,0.07625779483501197
4.145959229469964,-3.691307082353494,-5.940913006403148,1.9432170412477747,0.12005085163447438
4.092539390428405,-3.608493143181994,-5.953543231851163,1.7883004375870781,0.14357985581701055
3.113384035227844,-2.6945233764223024,-4.777408009921069,2.580666650880304,0.07157870066419951
3.0912371108110563,-2.676570233545605,-4.8116248168714595,2.6139498597630517,0.07626556859192479
3.2541647612942564,-2.89481821673663,-4.488683583661843,2.8222472606633886,0.053315984987878304
3.0196583424507657,-2.6541644452876385,-4.38260173907817,2.7235007405176517,0.06524358579065527
3.6311777555194564,-3.259238295089763,-4.671548694296936,1.9044986685471754,0.05797269475364802
3.14383803278046,-2.666507551836553,-4.970713008805346,2.487569824385247,0.07546753142802409
2.8912939285034294,-2.5196280116046927,-4.225051411250149,2.6984612635951035,0.0747476244413554
3.315179219515768,-2.93890604480678,-4.662188008833604,2.7198394157241697,0.05072712422669617
3.598611530119923,-3.1158437743454286,-5.924112933918764,2.499115146621222,0.09495045611622213
3.1176691246970982,-2.7260824143149787,-4.6308306534769725,2.65926455412249,0.07129473005565184
2.982192341173983,-2.6169803873588777,-4.347091093922968,2.661017265736166,0.06807357822163934
4.0051077338650884,-3.478843263755161,-6.177848047429633,1.8053626608009707,0.16027942119663463
3.177319519213738,-2.701529085135686,-4.9817853409693225,2.4475731365894418,0.07936363051432063
3.244861200872137,-2.8862831036618406,-4.493777074229524,2.760891415826842,0.052984890336515426
3.1218675648290914,-2.7129595340742774,-4.872249216120886,2.638703521062245,0.07754779465519106
3.324415069262307,-2.8697309106397366,-5.385793613688092,2.576129508580155,0.08804072188096065
3.7043283202468444,-3.351943281372324,-4.607548861745558,2.0227733751372874,0.04537870484457761
3.243134698491422,-2.878202716206404,-4.52209222289913,2.7625573597496573,0.05502415845896628
3.2933472410942115,-2.8643430175858464,-5.274859089796055,2.6457468645683093,0.08304506198288567
4.091981838691262,-3.6053463777340786,-6.001802037318545,1.743460287376035,0.14935881432180184
3.0661381595505066,-2.6454073750138343,-4.784222840377744,2.563439834031891,0.07810596183900896
3.0879772068959395,-2.6660603143515393,-4.823035815878509,2.5693729004707397,0.07807610669791892
3.0606024367695643,-2.617539366119885,-4.757405240290273,2.5536512357679535,0.07245929304163388
4.341937259215348,-3.8881644564455646,-6.081731643673144,1.866413193511042,0.10885917776552537
3.539104369611557,-3.082121496604355,-5.646544524473555,2.5788374540371533,0.08511818673264437
3.6014538819923123,-3.1576524361179135,-5.475478119908125,2.535436708389108,0.07940813919187031
2.948503679811982,-2.59863004129825,-4.232516951477118,2.6239856210740427,0.07525754954080957
3.3328273985522636,-2.878149356392611,-5.3850821423529585,2.559082653061606,0.08725315112091477
3.083014008331758,-2.664259991562938,-4.758793983300231,2.576993568931241,0.07872012516850758
3.147228546481221,-2.7346563217117357,-4.919572506131205,2.596809399332422,0.07914373452707511
3.1465754190273287,-2.720055246593325,-5.057856238164388,2.5776715518753015,0.08512974194205483
3.0740037835075045,-2.659333327319651,-4.7090159725820335,2.5859112481935407,0.07730314415434919
2.8985461612403096,-2.559947523863548,-4.126808827252521,2.6020479671221386,0.07208756887921337
2.846177856784531,-2.499544427209778,-4.144604660682063,2.70667831151209,0.07172371351084585
3.236266774662756,-2.870072253864273,-4.530918968348666,2.765775092658071,0.05862936910925556
3.13526857056586,-2.7400509033454203,-4.687371450832234,2.7043652756619525,0.06843800331524173
3.0572830842785077,-2.641844086590663,-4.6919718599003915,2.5704666102950284,0.07849644683976276
3.495925321071821,-3.198005156823742,-3.9345124462066217,2.40358721241991,0.03183243568409914
3.073748725240538,-2.6574649346925265,-4.77588705136591,2.516737148654431,0.06821176815869667
2.896626439713899,-2.562794720915183,-4.12348161622938,2.631017652642836,0.07018063521871717
3.5496270762436795,-3.164278356976232,-4.96419231506679,2.662251003226443,0.05746878516065645
3.5859807783817508,-3.141654277827948,-5.507694652862883,2.5675268338053856,0.0822507628890669
4.038137500143693,-3.5558995972033043,-5.927340110434384,1.8594397583459294,0.12525797349842904
3.075109775122826,-2.630529642896129,-4.763137245391605,2.5594650813451683,0.07525220989934134
3.5173153940254487,-3.172834910445523,-4.449675371663765,2.337448013885018,0.042929297255772506
3.054163557062476,-2.648589474704832,-4.641515541095505,2.5929636762593886,0.07860707837742299
3.109217640983705,-2.715780681033126,-4.6433936431883325,2.662963721317743,0.0719181411268174
3.437340500447507,-3.057568887531702,-4.852909091187935,2.6581801081386693,0.05358366701852722
4.042824006640963,-3.532519368958003,-6.167698587572666,1.8738633822453585,0.1414320706367419
3.4845371792115887,-3.1707530433463766,-4.163684628647458,2.3990887177745623,0.037671510812602484
3.4867959671040403,-3.0699236920326007,-5.359159674723141,2.7439748953213705,0.08000116810167308
2.943246226351222,-2.5902274033582087,-4.276509321995031,2.5866967433974764,0.07260284343360716
3.511510822114336,-3.1268021533899732,-4.990517302285211,2.6502592335552198,0.06014139903607301
3.1189503525899926,-2.7015457723584704,-4.775394915015348,2.5975293001439073,0.07100074088547095
3.265109630847319,-2.846205066018086,-5.202175957734307,2.683168311632751,0.08321815252364924
4.065819221841874,-3.54746351851773,-6.231410537855363,1.8308592950468743,0.1521965994387062
3.0713276980269386,-2.6580323958556304,-4.764103577316274,2.590232171621472,0.07567106777611672
3.783330253304687,-3.326249089647356,-5.352777286019919,1.649970269784281,0.1302943172445747
3.5579386637600074,-3.1170570946673117,-4.944896835709263,1.6380435804207345,0.11478480692883691
3.139974527198047,-2.7515081433829294,-4.842678010766142,2.651940557537487,0.09404130531009074
3.5810163310647876,-3.1387718500003574,-5.485129172634308,2.5761149723300805,0.08116213465691664
4.244525729936444,-3.80613664398231,-5.873561251888664,1.8302519543374227,0.11193512278487808
3.231384453046771,-2.8714228010869047,-4.496185152534584,2.764597926851302,0.05516120127630079
3.2901461883619803,-2.91737276377326,-4.701439764645511,2.668113142704937,0.058006367918730005
3.153291917669883,-2.680448980768788,-4.963936153822401,2.4671572051216195,0.07541933024652411
3.5853121282954628,-3.097742433827936,-5.94774187037059,2.4823000430635775,0.09798561445872213
3.380252731184304,-3.013673509646805,-4.725840878532308,2.7503371766326246,0.05210191972976609
3.60539813806275,-3.125735081085606,-5.865622563356082,2.506724647079954,0.09167654617835816
3.5339928379359002,-3.119344263650922,-5.369648357227855,2.776896462648428,0.08029301893348166
3.8616114024508543,-3.348968311053135,-5.900970546243967,1.7919308157699405,0.15368089282142805
3.0705396841097587,-2.6594680377033595,-4.748301484285512,2.583032022124704,0.06550360097047525
3.310166997956287,-2.859769995126683,-5.326133485860295,2.578567570008042,0.08519117613656478
3.2686227141976882,-2.897214415495203,-4.607601764325043,2.7162327033783256,0.05945980951751227
4.126689351896366,-3.633286528667674,-6.093687661240421,1.7450747182493367,0.15330250986351612
3.4148441793425763,-2.9871410074301616,-5.349029672881077,2.699930379253134,0.083743904677961
3.1583573709029205,-2.7420945971936788,-4.960611238379241,2.5761569783471217,0.0818518673484563
3.6021362107193675,-3.118667698332339,-5.898490510201547,2.5027721517461408,0.09330601691803901
3.1465754190273287,-2.720055246593325,-5.057856238164388,2.5776715518753015,0.08512974194205483
4.153318486219876,-3.6674428985070917,-6.040229123546958,1.7961076653327646,0.1428310393783594
3.879626916230575,-3.3868591898455414,-5.847141760440011,1.8824887936465453,0.1302523538680953
3.5637901625500583,-3.1102290248230653,-5.559051269066925,2.5247243462978997,0.08212823566010392
3.588970258868169,-3.1164403584824774,-5.86585209182231,2.5173311514663532,0.09515021390597031
3.56970497026285,-3.1811114087146746,-5.035176743841769,2.6183841526349605,0.05709895556062927
3.0410654712711827,-2.641880078333391,-4.55859424350083,2.6678438391884653,0.08420289200876978
3.127173125626439,-2.705395885207929,-4.987611530463584,2.5797858864024916,0.08299147710357269
3.535140977329444,-3.1043928232904774,-5.423771135852205,2.622606931233452,0.08541143048886958
3.611922177515454,-3.1366519832247275,-5.9140580168804275,2.508548905880643,0.09595298453969078
3.134336195153986,-2.6872557904659993,-5.101434744313599,2.5960401211058755,0.07999861369395472
3.470189701081845,-3.098442316934071,-4.851936129790263,2.787386087816996,0.055364807593483424
3.9594195286235188,-3.4334259437998025,-6.16529969184765,1.8678697732209697,0.1512208897454647
3.3249078746654255,-2.8736621738223733,-5.363412538893263,2.5995776497418857,0.08655651180056328
3.069333017340971,-2.6731384617041454,-4.6694546740805505,2.5790545300420096,0.07836101306455123
3.1375619904072005,-2.747284736131829,-4.636592718241962,2.654459048631623,0.07295777892166849
3.0712959461332483,-2.6501126938888806,-4.794728929774505,2.5640133421686397,0.0775806209919671
