3M,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,13Y,14Y,15Y,16Y,17Y,18Y,19Y,20Y,21Y,22Y,23Y,24Y,25Y,26Y,27Y,28Y,29Y,30Y
3.742323,3.8991053,4.030471,4.071426,4.0567894,4.0460706,4.0697064,4.0664363,4.0836945,4.1040435,4.1321115,4.154636,4.176185,4.1993384,4.2170887,4.23732,4.256138,4.2724843,4.2882485,4.3024197,4.3152943,4.325706,4.3376446,4.3491473,4.351906,4.364835,4.3753915,4.379333,4.3872623,4.3924,4.396018,4.4043317
1.0004394,1.0197365,1.1894667,1.6524557,2.1418638,2.5703743,2.91683,3.217532,3.4737458,3.6879926,3.8753903,4.0293045,4.1565676,4.2634797,4.337016,4.4088573,4.457293,4.483683,4.512237,4.5133605,4.5205956,4.5036283,4.4933114,4.4763575,4.4454308,4.423953,4.380253,4.333533,4.297468,4.2452993,4.1910625,4.14321
0.52932477,0.49617982,0.69879436,1.360739,1.9343319,2.4011135,2.7676468,3.0673926,3.3373253,3.5617223,3.7485278,3.9076738,4.044334,4.160939,4.256844,4.3382607,4.397768,4.4531612,4.4819984,4.5138736,4.5310936,4.5444865,4.544863,4.5464993,4.5367956,4.522206,4.502172,4.479752,4.4566174,4.426299,4.3968744,4.3716855
0.7483289,0.71882963,0.94199777,1.545911,2.0458486,2.438661,2.7761426,3.0595589,3.3007386,3.511389,3.6901171,3.8409483,3.972969,4.086219,4.178815,4.258804,4.3221297,4.373802,4.4166903,4.446789,4.467716,4.483959,4.488968,4.488208,4.4829097,4.473649,4.4607224,4.4428353,4.4188085,4.3956933,4.3684635,4.3376923
3.8890693,3.941953,3.989866,3.989461,3.993463,4.0164647,4.0641828,4.1184807,4.192665,4.2639303,4.3325753,4.394314,4.4501057,4.504002,4.552143,4.595687,4.6309595,4.667497,4.696007,4.724482,4.7499475,4.773286,4.7923284,4.811929,4.8296742,4.843495,4.8615637,4.8730183,4.888168,4.89672,4.906478,4.920065
1.1261588,1.0927849,1.247781,1.7165563,2.1896415,2.6230083,2.9590888,3.2533133,3.4932258,3.6941268,3.8742657,4.016623,4.12821,4.2277055,4.306012,4.368492,4.4145327,4.438857,4.469616,4.4715524,4.4717927,4.4606743,4.453312,4.4219084,4.3933153,4.3695774,4.33676,4.2878013,4.2549534,4.2078986,4.154477,4.10343
4.160954,4.2762156,4.4218946,4.5658026,4.630911,4.652618,4.661687,4.673805,4.7034264,4.7246704,4.7466097,4.7634883,4.7837253,4.8054028,4.8219624,4.8387938,4.8462887,4.862715,4.868688,4.880687,4.888461,4.9006376,4.9043527,4.9123893,4.9194446,4.9204435,4.9273233,4.9310484,4.9366765,4.9351344,4.9406395,4.9481983
3.7410126,3.856662,3.9866412,4.0455565,4.051644,4.0595913,4.078158,4.0801883,4.102816,4.125691,4.1546,4.179868,4.2039957,4.2306104,4.250344,4.2736287,4.2915964,4.3091025,4.326222,4.3431864,4.3552403,4.3648443,4.379376,4.390227,4.3947005,4.4071345,4.4201174,4.421914,4.43486,4.435839,4.443942,4.4497604
0.7835231,0.77119946,0.965225,1.6236037,2.1587205,2.6268976,2.9961562,3.2859378,3.557553,3.7873511,3.9689853,4.1203732,4.2555037,4.3657207,4.458326,4.533297,4.5936193,4.648151,4.6794705,4.717732,4.7363315,4.75853,4.762184,4.778428,4.774873,4.7686186,4.7653823,4.7634873,4.7546263,4.737671,4.728731,4.71371
3.4800081,3.643355,3.792972,3.8530087,3.8648806,3.8802829,3.9018967,3.9176285,3.9424274,3.9628475,3.9861193,4.0068107,4.025003,4.044598,4.060344,4.0774293,4.0897784,4.101372,4.1132827,4.1247044,4.1346807,4.1420474,4.1489787,4.156411,4.159397,4.1674933,4.1742887,4.173624,4.1812882,4.1815195,4.1851006,4.1889343
4.182004,4.099271,4.034427,4.032944,4.054569,4.09163,4.138672,4.201205,4.2822485,4.3624806,4.4416275,4.5079927,4.5677123,4.633958,4.6866646,4.7411456,4.782282,4.8241754,4.8589363,4.896022,4.9254107,4.9533434,4.978236,5.001129,5.022445,5.0449066,5.0686274,5.0779524,5.1032763,5.1078067,5.125786,5.1410756
3.8259807,3.8705733,3.874974,3.835457,3.8462512,3.8925333,3.9514585,4.0183043,4.0876403,4.154609,4.212913,4.2663584,4.3143063,4.3560634,4.3961797,4.428664,4.457184,4.4857435,4.5071106,4.5275183,4.54536,4.565222,4.577548,4.591309,4.6060357,4.6131153,4.624169,4.635123,4.642094,4.6519775,4.6557956,4.66429
3.8694818,3.7469215,3.5662084,3.4482133,3.431964,3.5167046,3.5988142,3.688998,3.787653,3.8754873,3.960323,4.0438647,4.1076713,4.1682615,4.229175,4.277914,4.3266273,4.364429,4.394834,4.4324126,4.4630833,4.4851575,4.5115166,4.532206,4.5553193,4.573028,4.5935745,4.599636,4.6279655,4.635612,4.646388,4.660861
4.269728,4.2465,4.1399965,3.9484255,3.8487923,3.8390896,3.8792949,3.9309385,4.0011697,4.077134,4.1513777,4.2190647,4.2780976,4.3331966,4.3858385,4.430414,4.473415,4.509925,4.542984,4.571651,4.6008377,4.624113,4.6451187,4.6672826,4.68319,4.7006803,4.719221,4.7351255,4.749645,4.763937,4.7695675,4.7824836
3.5890808,3.7320776,3.840984,3.9002597,3.9298902,3.9494708,3.9755025,3.9896245,4.013455,4.0317526,4.0568404,4.0743637,4.090437,4.110799,4.1232133,4.139335,4.149775,4.1602407,4.17284,4.183845,4.1922626,4.198764,4.2056174,4.213776,4.2139964,4.2249055,4.2317457,4.228942,4.238013,4.2371116,4.241152,4.246526
3.8918343,3.9339406,3.9955368,4.015418,4.015118,4.029422,4.0643535,4.111044,4.1748576,4.240794,4.3044777,4.361734,4.413769,4.4659457,4.51191,4.5547924,4.5899167,4.6250005,4.6539354,4.682477,4.7073007,4.730338,4.749881,4.768951,4.787173,4.802312,4.8207726,4.83172,4.84831,4.8570065,4.8674006,4.8792276
3.8210711,3.8645053,3.943986,4.039856,4.1033077,4.1532125,4.184576,4.2310886,4.272282,4.3151336,4.349917,4.3802953,4.40996,4.4393644,4.4645734,4.4880266,4.505413,4.5254397,4.539337,4.555171,4.564962,4.5813036,4.5892863,4.597548,4.6106896,4.615348,4.6235747,4.6294246,4.636704,4.6413217,4.646888,4.650436
3.8637424,3.8631325,3.8123603,3.7311468,3.6923764,3.7255867,3.7976801,3.8616478,3.9369433,4.007368,4.074552,4.1400967,4.20184,4.249154,4.298533,4.3406215,4.3814564,4.415285,4.444065,4.468119,4.4948096,4.515213,4.5407906,4.5556064,4.5749583,4.591723,4.6029954,4.6172175,4.6264014,4.6407037,4.6497035,4.661498
3.8518927,3.7366238,3.5262468,3.3774848,3.392118,3.5014732,3.6185117,3.7568054,3.882073,3.999645,4.10265,4.193396,4.2692084,4.3421054,4.4049897,4.46196,4.5102024,4.5543675,4.588235,4.6274233,4.6563997,4.6863904,4.708378,4.730716,4.753376,4.7733283,4.7906976,4.801426,4.8209968,4.8283725,4.844087,4.857875
0.68598557,0.65565133,0.87175655,1.4550602,1.9482495,2.347675,2.689735,2.9754133,3.2210517,3.4358504,3.6155019,3.7695189,3.9023728,4.0134573,4.1078706,4.1846914,4.2462473,4.2935305,4.331386,4.356179,4.3730726,4.381673,4.379793,4.371223,4.3595448,4.3405266,4.319985,4.292847,4.261058,4.2287455,4.1912756,4.149929
4.1281424,4.2562175,4.407328,4.5333767,4.583805,4.599629,4.6118765,4.626354,4.661747,4.6887226,4.716874,4.739895,4.7651978,4.7910433,4.811993,4.832227,4.8432555,4.8625026,4.8712645,4.8853693,4.8959036,4.9093156,4.9149556,4.9249053,4.9328885,4.935386,4.943777,4.948745,4.955365,4.9550657,4.9609914,4.9699574
4.298555,4.360198,4.476386,4.622055,4.677239,4.6849756,4.6789536,4.6805124,4.7014914,4.7194047,4.7403693,4.7555866,4.774343,4.7986145,4.8157506,4.8358374,4.846133,4.8638,4.872971,4.88773,4.897579,4.910755,4.9174614,4.9270735,4.9355216,4.9406257,4.9504943,4.954176,4.964256,4.9628253,4.9705,4.977999
3.967039,4.0534086,4.2082224,4.380192,4.454385,4.484938,4.4901934,4.5096846,4.532198,4.555043,4.574511,4.5898685,4.6082525,4.629515,4.645526,4.6628513,4.67223,4.687412,4.6955166,4.7083087,4.7146983,4.727897,4.732814,4.739247,4.74929,4.752055,4.7589116,4.76208,4.7693024,4.7696238,4.775976,4.7794127
0.79815865,0.7860296,1.0086873,1.5511677,2.0089297,2.3903925,2.7188153,3.0038538,3.246889,3.461784,3.6422482,3.797214,3.931247,4.0444026,4.1399283,4.2202597,4.2840614,4.334391,4.3767157,4.4040074,4.4246025,4.437377,4.4397807,4.4357715,4.4276447,4.4139633,4.397074,4.3762784,4.3479977,4.320754,4.2882104,4.251638
3.8927765,4.0027943,4.1995687,4.363637,4.3872347,4.3874836,4.369654,4.3769927,4.3803916,4.396041,4.4084716,4.4194775,4.4333467,4.450771,4.4647603,4.480081,4.4918556,4.504053,4.5134125,4.525971,4.5321894,4.5441246,4.549528,4.555718,4.5656476,4.570734,4.577137,4.5812297,4.589007,4.5920873,4.597507,4.596947
1.0432148,0.98883176,1.1089365,1.5876589,2.084249,2.5382867,2.8963947,3.1922898,3.4479055,3.6600766,3.8449779,3.9981933,4.120158,4.226901,4.3122787,4.381848,4.434584,4.4703913,4.4969077,4.51223,4.5194526,4.5143123,4.510026,4.493174,4.467328,4.446442,4.418256,4.3805127,4.352146,4.3107886,4.265314,4.2254925
0.6664214,0.7079258,1.0060184,1.6137835,2.1091404,2.4932666,2.8228598,3.0911412,3.336594,3.5467656,3.7226849,3.8796353,4.0135603,4.127453,4.2249537,4.304782,4.3685184,4.425124,4.4606733,4.4993114,4.5225267,4.540531,4.545018,4.5516157,4.549682,4.5369782,4.525955,4.5101833,4.491141,4.4720154,4.445932,4.42549
2.3681319,2.2829065,2.2938602,2.5005534,2.7447634,3.0271218,3.2424085,3.4886522,3.6779804,3.8421733,3.9677525,4.078848,4.185656,4.2775717,4.3475432,4.422206,4.4765954,4.5289907,4.5707355,4.6223326,4.648045,4.6909933,4.7146096,4.7416463,4.765893,4.7892604,4.7991247,4.824623,4.835392,4.844671,4.873898,4.879157
3.876387,3.7159193,3.4477487,3.2514105,3.2893722,3.406784,3.5418139,3.6772664,3.8103263,3.9276764,4.030894,4.121824,4.2013216,4.2713423,4.335025,4.3885274,4.435624,4.479667,4.5162463,4.5500684,4.5776887,4.6097302,4.6308217,4.652523,4.673836,4.689026,4.706091,4.723599,4.735097,4.7513924,4.7588706,4.7747407
0.88274956,0.8071003,0.9024582,1.4527475,2.0359638,2.490735,2.8876457,3.2328684,3.5076995,3.7441056,3.9361446,4.111002,4.249069,4.357636,4.455162,4.5233626,4.5794454,4.620224,4.6598296,4.6832724,4.713299,4.7038565,4.7040253,4.703991,4.692119,4.6794972,4.670121,4.641989,4.627603,4.5963445,4.5752773,4.5432396
3.397107,3.570662,3.747823,3.795303,3.7871692,3.7986798,3.8083758,3.8212373,3.8405888,3.8587687,3.8735895,3.8908265,3.9078996,3.9229097,3.937564,3.953879,3.964222,3.9736495,3.982952,3.9918075,4.000918,4.0068574,4.0133224,4.0175805,4.0213566,4.026816,4.0299387,4.0298724,4.0340986,4.0336723,4.037211,4.0369153
0.85642886,0.85694337,1.0068877,1.598306,2.1470232,2.5156617,2.928617,3.2306478,3.51291,3.7324047,3.93508,4.100809,4.246376,4.370286,4.463214,4.5445323,4.6092906,4.665152,4.7039704,4.7253046,4.7488866,4.751313,4.7529616,4.7499905,4.7412257,4.720903,4.7042217,4.693498,4.6545606,4.6346283,4.605045,4.5785484
3.9909754,4.099459,4.2711153,4.4528837,4.5307174,4.5606194,4.5635166,4.578573,4.5972524,4.614419,4.62857,4.639041,4.653597,4.670358,4.6825986,4.695936,4.7015514,4.714107,4.718855,4.7289863,4.733075,4.744595,4.747026,4.751972,4.76013,4.760488,4.7654133,4.7679296,4.7728825,4.7721424,4.777242,4.7801995
3.8699362,3.7146652,3.4304154,3.1673415,3.175912,3.2753394,3.404328,3.5471811,3.684588,3.8108232,3.91993,4.0172844,4.1088796,4.1881323,4.25541,4.317526,4.367709,4.4166822,4.4631653,4.5031524,4.535885,4.5685096,4.5963993,4.624206,4.6460814,4.6674743,4.6879272,4.710027,4.7240176,4.7397723,4.7573295,4.770165
3.867067,3.9264681,3.952157,3.9362073,3.9549146,3.9850192,4.0099206,4.055145,4.1053143,4.1459193,4.182464,4.220422,4.25659,4.2874756,4.316059,4.3423696,4.3597145,4.3833356,4.4009233,4.418321,4.4348197,4.44766,4.4591255,4.4741335,4.4851966,4.491993,4.502428,4.5124965,4.521227,4.5255976,4.5353336,4.542289
4.001551,3.924624,3.832251,3.8167307,3.8761628,3.951571,4.028937,4.114869,4.210482,4.2980504,4.3791695,4.4480796,4.509452,4.5725203,4.624266,4.674586,4.712162,4.7525797,4.7832584,4.816323,4.842005,4.869145,4.890075,4.9100137,4.930568,4.947172,4.966921,4.9761443,4.9953976,5.0003667,5.0149465,5.029468
3.8923857,3.9564447,3.9812322,4.010003,4.0149856,4.02724,4.0654097,4.1075826,4.1535406,4.193143,4.229399,4.26528,4.302629,4.331117,4.359717,4.381583,4.403011,4.426354,4.440125,4.458309,4.47349,4.489018,4.4948716,4.510049,4.520635,4.5252223,4.5335536,4.5465455,4.548761,4.556195,4.562753,4.567838
3.7826223,3.681898,3.5196347,3.417921,3.4186785,3.504612,3.5936677,3.6885402,3.7892303,3.8790574,3.9667535,4.050049,4.11727,4.180959,4.240647,4.2912674,4.3392987,4.377666,4.4105067,4.4476585,4.476804,4.498612,4.526382,4.545759,4.5690017,4.587692,4.607077,4.611969,4.638935,4.645212,4.657805,4.670279
0.56864214,0.5181892,0.7082882,1.3528582,1.9244392,2.3884501,2.754373,3.0556886,3.3253212,3.5507104,3.7382457,3.8983994,4.0354066,4.152573,4.249367,4.3313165,4.391601,4.446851,4.4778247,4.5098295,4.528087,4.5420303,4.5433455,4.5448256,4.535911,4.521938,4.5027366,4.4808664,4.457903,4.4294853,4.399565,4.3747067
3.9904466,4.101918,4.207978,4.274566,4.2762938,4.279057,4.277784,4.2934437,4.307976,4.3285775,4.3473682,4.3588166,4.374341,4.3915696,4.4045873,4.420752,4.431336,4.446848,4.455822,4.461807,4.4679966,4.4829197,4.4861913,4.4935317,4.5006385,4.5058985,4.5093403,4.518843,4.5183673,4.5243206,4.525418,4.529479
3.5822856,3.7237365,3.8322897,3.8908315,3.9217145,3.9422212,3.9684172,3.9830763,4.006962,4.0251174,4.04959,4.0669084,4.0828342,4.1028,4.1150293,4.130922,4.1410313,4.151268,4.163595,4.1743064,4.182614,4.188887,4.1955113,4.2034025,4.2035513,4.2140183,4.220643,4.217944,4.2266097,4.2256484,4.2295732,4.2345967
0.8328748,0.7955537,0.94792175,1.6044056,2.172429,2.6308508,3.006363,3.2981496,3.5676699,3.7890184,3.9672608,4.115423,4.2542543,4.36404,4.4528813,4.528499,4.586065,4.6393523,4.670492,4.700336,4.7163677,4.731932,4.739033,4.7461786,4.746554,4.735479,4.7227993,4.7184567,4.700611,4.683395,4.6715097,4.65157
3.8964016,3.9154546,3.9155397,3.8908587,3.9036582,3.9405675,3.999397,4.063834,4.1447597,4.221408,4.2937336,4.3585773,4.4165525,4.472063,4.521718,4.5662346,4.6025043,4.639922,4.6689634,4.697706,4.723243,4.7472925,4.766479,4.786026,4.8043456,4.8179946,4.8359704,4.8476753,4.8624754,4.8714952,4.880935,4.8946323
3.8633308,3.9352555,3.9592764,3.9444883,3.961754,3.9860518,4.0206885,4.066355,4.1166787,4.1581917,4.1932583,4.23121,4.270212,4.298378,4.327221,4.351385,4.3694854,4.3931293,4.4091334,4.424927,4.4419384,4.4550743,4.465252,4.480436,4.4915476,4.4968843,4.504525,4.518125,4.521245,4.5293283,4.537346,4.5445476
3.8418608,3.870939,3.915215,3.9803257,4.043537,4.100685,4.1437273,4.1985426,4.2500505,4.3001785,4.3418956,4.378455,4.413071,4.446298,4.4752693,4.501408,4.521086,4.543703,4.559122,4.576293,4.587917,4.605393,4.6143484,4.6239233,4.637572,4.642583,4.651614,4.6583357,4.665708,4.670869,4.676432,4.6817255
3.599484,3.705979,3.7853827,3.7765489,3.765204,3.7807856,3.8047595,3.8251407,3.8500009,3.874427,3.895791,3.918542,3.9384227,3.956595,3.9744637,3.99124,4.005648,4.0158725,4.02666,4.0387187,4.0495567,4.056277,4.063741,4.069475,4.074254,4.081105,4.0864754,4.0865693,4.0931616,4.095069,4.098398,4.099905
3.8940482,3.898654,3.9278836,3.8993263,3.9237518,3.9612117,3.9833467,4.029244,4.071079,4.113146,4.1491013,4.187808,4.2236466,4.2569294,4.2852116,4.316219,4.3358693,4.3568907,4.381364,4.3999343,4.417633,4.428119,4.4491343,4.459421,4.473028,4.4861045,4.4998364,4.506433,4.521554,4.525968,4.541019,4.544887
1.984589,2.0143967,2.1096773,2.4373403,2.7549565,3.002573,3.216151,3.378742,3.5275211,3.6432905,3.7399273,3.8232744,3.8943098,3.952929,4.00315,4.040418,4.0679955,4.0945406,4.105782,4.115227,4.1191607,4.120378,4.11023,4.100737,4.0925207,4.068986,4.0580206,4.037185,4.0153575,3.9868686,3.962526,3.934003
4.00668,4.0663433,4.14021,4.201572,4.2310767,4.258872,4.273778,4.3033533,4.329454,4.359187,4.3828144,4.403637,4.425262,4.445618,4.4644084,4.480422,4.4934015,4.5079837,4.517487,4.528438,4.5353756,4.548267,4.5527472,4.5591874,4.568407,4.570481,4.5757527,4.5818977,4.585558,4.5905404,4.592448,4.5944815
1.5952243,1.6373314,1.764273,2.091807,2.4164252,2.7030501,2.9405653,3.1322203,3.3070936,3.4505339,3.5640101,3.6647563,3.7500682,3.8159978,3.8767524,3.9187388,3.9485302,3.9724393,3.980808,3.9833236,3.9819486,3.972426,3.952783,3.930112,3.9100263,3.8716922,3.8440225,3.807329,3.7690508,3.7225847,3.680126,3.629662
3.424871,3.4138243,3.2515872,3.2839596,3.4787288,3.620789,3.7463033,3.8510826,3.932389,3.9892952,4.0374246,4.066927,4.103749,4.135646,4.1501746,4.1741433,4.1822076,4.203711,4.216831,4.219864,4.2261925,4.238465,4.2438602,4.251365,4.2563224,4.2614784,4.263642,4.2742796,4.2682867,4.2678275,4.276182,4.2786036
2.2168703,2.1148353,2.077448,2.3630037,2.6929681,2.9654474,3.1794407,3.3895383,3.5539193,3.6916738,3.805223,3.8955617,3.9840875,4.0631833,4.1196146,4.1836967,4.224475,4.272096,4.3127036,4.3383965,4.3638134,4.3935814,4.413685,4.431691,4.4469953,4.4629807,4.4738,4.4916644,4.4925404,4.4951043,4.509565,4.509715
3.8490455,3.8891172,3.872229,3.8087986,3.7882333,3.821265,3.882529,3.9525037,4.0259376,4.092616,4.153446,4.2110724,4.263225,4.3069377,4.3493624,4.3838706,4.415707,4.4466887,4.469096,4.492489,4.513349,4.5336475,4.546319,4.563154,4.577157,4.5859294,4.5978985,4.6120076,4.618315,4.628065,4.6347218,4.6432996
3.7040527,3.825964,3.9348454,3.978105,3.956727,3.9452424,3.9614375,3.962788,3.9771342,3.9944701,4.020666,4.0441318,4.060109,4.080383,4.1000547,4.1161127,4.13593,4.146925,4.1628933,4.17911,4.1942625,4.202975,4.2139974,4.224288,4.23072,4.2450533,4.258947,4.2575054,4.2741594,4.280108,4.2843003,4.2931647
3.9268699,3.9847736,4.065346,4.0994763,4.100044,4.1094813,4.138871,4.1790924,4.2385306,4.299364,4.3590274,4.4124603,4.4615993,4.5111747,4.554607,4.5953693,4.628168,4.66175,4.688825,4.716118,4.739849,4.7618456,4.7802143,4.7986627,4.8157434,4.829928,4.8476734,4.85807,4.8740015,4.881713,4.8918467,4.9036
3.6478252,3.7604084,3.8538966,3.8455317,3.8132248,3.814188,3.831742,3.84407,3.864127,3.88703,3.9090579,3.9332752,3.9525807,3.9709942,3.9909449,4.0077605,4.0252914,4.0357184,4.047942,4.0621276,4.0750446,4.082584,4.091569,4.0985665,4.104712,4.113537,4.1213794,4.1213374,4.1310973,4.1350636,4.138324,4.1417136
