beta0,beta1,beta2,beta3,tau1,tau2
3.099712403595068,-1.8958727751663877,-3.1509164123506475e-06,1.461056438907028,2.1126297375213516,0.29179562772602313
3.568604099304907,-1.5860480837745856,-0.00027864755986812867,0.948564958522529,6.002709923672169,1.5535609174181666
3.904592949946188,-2.292070308350142,1.3110534254314292e-05,-0.5231864117935078,3.982808882587709,0.32038915671942053
4.545272404350559,-1.6746834405721622,0.0001815380511076683,-0.6310780695846429,6.738120156355192,1.466506326068373
3.8924964659244057,-2.2573050440355034,2.6504468980073433e-05,-0.586251455758572,3.9662154077709872,0.3362191983073794
3.4275499003827026,-1.7218516629337155,-5.689852255747385e-05,1.2475882777034657,4.046053302501073,1.004818003044491
4.860184099874645,-2.0357781741974295,-5.965131516611036e-05,-0.2653813274362253,10.168984923827503,0.19593185663877244
3.1699703864461997,-1.0715190146670426,5.039706718005396e-05,-1.7304170296636505,4.620712208361095,0.22989582550609913
4.358588480491563,-0.2061039343200885,-3.354522750070516,-3.3576404125642325,2.089851951167217,0.2057988490447537
3.0525586050285067,-1.8225035041552518,3.419837613347689e-05,2.122770142800612,2.048815634118409,0.33537889762660505
3.8917651670375246,-2.249664041633343,-0.00017043787861242192,-0.6381149028085403,3.958934747186589,0.3522520839533085
4.449866749725348,-1.1075893855110923,-3.6414596972019785e-05,-1.5085743599700807,3.545202304859295,0.2597538040314246
3.0474089539502027,-1.8388689775076072,8.162092945180951e-05,2.309941795110861,2.0633888180742983,0.3528097713989366
3.8915954716619376,-2.1891073128371756,-2.8916674742851306e-05,-0.8697718217300663,4.403538671959362,0.2613967319317144
4.722638890271365,-1.6864503355066127,-9.999999999904816,9.750077145414638,2.525894360644324,2.3170125036001
5.40993222177973,-2.4970355223025353,-0.0002631657523310088,-0.7462787282398736,18.42075476640388,0.1974206088705608
4.840404281979283,-1.7398877496690393,6.551857010515634e-05,0.6075840387084995,4.895435992494259,1.149843107087199
3.069173716510798,-1.8288856216698446,5.505685307635315e-05,2.3497275821429335,1.9655458919132358,0.30415910583426414
8.062281683637702,-6.138547893570779,-9.999999965252858,4.769816710730197,16.0806894355528,5.910823956201168
3.1204100913687594,-1.7278073354160306,0.00010850402604516463,0.8991598142742805,2.2814298594548013,0.2860838628143429
5.211595057683217,-2.2106785524315664,0.0004785729961151407,-1.7760598807726744,16.68980471949424,0.22196946277971655
4.556575273370498,-1.6825063254543382,-3.889240879368212e-05,-0.6887212609146254,6.837804630240472,1.5071875791951723
3.0226094573309235,-1.993384695522507,2.6384146172350872e-05,2.8394449280093204,1.5470140867522852,0.2978224857709679
4.352089541175468,-2.6602349216531187,-0.4955994291801583,1.979773049659207,19.999999999999996,3.7044526064143173
3.037915454926095,-1.922916201449844,6.476437628189268e-05,2.449450183758843,1.9685949243842438,0.3124156066310418
