beta0,beta1,beta2,tau
5.274428643119207,-1.3292081592184004,-1.6341801028699363,3.8878295043828515
4.474664872459314,-0.6146145655913894,2.7221992801557506e-05,5.153446671387994
4.186084507272577,-2.109192013104715,-3.578872350511634,0.9549407773358737
5.096720593922267,-1.048951288812248,-4.304098703853074,1.8315487708850016
5.304290564063168,-1.3180555882896663,-0.00017004586474617074,7.993379541919988
5.0284632434311005,-4.5904839410927165,-5.011087652374955,1.1615833177632497
4.467631277304426,-0.7077385104329922,-0.0003538404803409229,18.149627298319533
4.512716476535593,-0.6866060630430948,4.253728106232008e-05,7.310271149836349
4.597150139231209,-0.5289216455937548,-1.7014524007418948e-05,4.173535461194559
4.39833964668373,-0.6515985239494306,-0.33856813436750416,9.609474978288501
4.9570703388294275,-1.0945746763333355,-0.8009739705492231,3.8769897869364285
4.448700147577078,-0.5833783769414277,1.9849104391336564e-06,4.807673629728776
5.269696111491115,-1.199436754195999,-3.2640443703007946,2.048236521915428
4.571482582978418,-0.489655754246932,-5.774903533206325e-05,3.6781153154508726
4.500162587128515,-0.7109819215048176,-1.0468757410252215e-05,10.27574579091184
5.023737898476264,-4.579054352453941,-5.020566788629783,1.1413463095515761
5.085900630321848,-4.470109261017817,-5.234307518945502,1.2281176809385403
4.501918417200379,-0.5999323870800548,5.213158997451146e-05,5.713930297424772
5.005589850032371,-1.0486354946972856,-3.1971022807289473,2.242576372602759
4.780152758680079,-0.8434306558019781,-0.8784712917940901,3.3019761916516117
4.531373968315373,-0.6740941836255738,-8.351524895151434e-06,6.463089727323513
4.835224229061614,-3.698960877107779,-5.028483304563706,1.0621310895321225
5.00527318650842,-4.445974191027037,-5.271171173051809,1.1766300987318115
4.876609102399383,-3.993772161390198,-5.230409857474067,1.1177994292539717
5.304078157213073,-1.373506182924949,-1.5246561965277536,3.8448440855383894
4.776533348383844,-3.456693392904157,-4.937965459615822,1.0662468662189502
4.899414333585105,-0.8359244698443179,7.586491411555685e-06,1.013068528085666
4.566701100779009,-0.7285939167182647,3.963158545610444e-05,5.807813839297361
5.246391713194866,-4.430929219614432,-5.43164207699558,1.1536158469669704
4.205758371514031,-0.6349145833726076,-1.0508065215565988e-05,2.425988181349569
5.5381695057544285,-1.3658558911883398,-2.3911289624172603,3.173045770744908
4.935991264283173,-1.0599681434552315,-1.5286293655675691,2.9500754184179194
4.974076602838321,-1.0443659173682687,-3.335235132489829,2.2314554484686426
5.150517157306591,-0.7339894444848403,-3.0635888622902283,2.815069227749567
4.2621788979733095,-0.6322705594786378,-6.361515889020113e-05,2.318893888394105
5.277803895228051,-1.3509247810577616,-1.3591627155805042,4.287535972525677
4.794011964716294,-0.9840076100540345,-2.152488766640119e-05,4.5305797909773995
4.994181554100857,-1.0618570179559004,-2.279224447268727,2.907142714955371
5.207225854652245,-1.1857847741372223,-4.1037298994824924,1.982044056411139
4.754369318276416,-3.883490870978468,-5.283463012177148,1.1088142413402895
4.9511199507993835,-0.8340980619882657,5.545477290577798e-05,1.7937778564123144
4.93324174231623,-0.6833280246572395,-1.2992049016164466e-05,1.5599793594062168
4.74397778671286,-0.8765722775119947,1.079779804468356e-06,1.1160013817399013
4.844382224615276,-3.9807997453410295,-4.441313709377775,1.2742520527195087
4.515526071171089,-0.8528123388607545,-5.440922968420037e-06,0.4146871846218101
4.877243087746282,-3.621775786330967,-5.323594898458217,1.096177217760621
4.953006479522712,-4.22550389952531,-4.678705721566689,1.1892863725663114
5.2867627514157425,-2.894023098111213,-3.7516043705190207,1.826951483690547
5.100753392286921,-1.0583064896327874,-4.3228382646958465,1.8487856987164826
5.180759889095466,-4.233566086790917,-5.942733552763696,1.119666172405275
4.030972009876116,-0.5232568557809449,-5.181706397393034e-05,1.685896560974285
5.194801377641796,-4.292344371558755,-5.507695649020156,1.1536434158433853
4.733890476385148,-0.9642268287167962,-1.7214746020911586e-05,0.5941298060771495
5.154954216259106,-1.1192488198206654,-4.674470796099119,2.0343544635692457
4.756016386798657,-0.856736957882913,-0.9227448885294977,3.54722196142163
5.3562368845298485,-1.351362528512446,-2.4865612574493867,2.5695776788939257
4.794022715963047,-0.8823437903256827,-0.6574360477797756,4.222053960807565
4.996741904391928,-1.0770663043570037,-3.390905850428528,2.216818817555117
5.000523546226984,-4.380959085002422,-5.423291482061527,1.163760854504905
4.540621039603804,-0.4861224400264802,-2.801529998595581e-05,2.882804939060554
4.25320642186924,-0.6248953262630085,-3.898625137074362e-05,2.3573637775511846
5.205501437175058,-4.3069543201804015,-5.498607907091022,1.1360957766858673
5.253615149632255,-1.3190797429186518,-1.899633050214681,3.240650436760481
4.7528712774595645,-0.859575342358703,-0.9082520733969507,3.4473421693476496
4.890585410702994,-1.0715326711272855,-0.4196191443322646,4.019909028898437
4.2833308303994455,-0.6055167429537971,-0.14556568942030762,6.853145958195626
4.7954453004669055,-0.899283113478309,-0.9327701469023436,4.109532584410787
4.287374597195996,-2.088880813964811,-3.407741294887379,0.9210830458906584
4.687602846898791,-0.6620010753736334,-3.877794341010118e-05,4.515216670834685
4.1560399210735115,-2.3760040340510664,-3.350628476045808,1.0396944392432501
4.446194452802319,-0.8996129947698512,-2.1938836928672805,1.2987700819654326
4.855913826346173,-2.564335530810662,-3.7847636692048954,1.4936972598224272
4.940210015135163,-1.0190504699353564,-1.831808050985057,2.933259147268939
4.500381213773058,-0.6908501599009448,-2.625335432951921e-05,10.102307154844658
5.305137458802059,-1.3414095444371552,-1.0758573857022193,4.876072625293786
4.400943141459214,-0.6586334629279119,-0.24667471335608118,8.723063205931606
4.965027222139031,-1.0467313039331256,-2.0306853084929952,2.7921543138077882
5.077125257720126,-1.0415979536872821,-3.7549174239940344,1.9329504728917593
4.165339763150028,-0.4926536197505665,-1.0921768454763831e-05,2.3086028810871744
5.085556264518318,-1.0955019332254983,-3.188656388991471,2.478136319082173
4.779046014129713,-0.8127150765152146,-1.6232076625282854,2.21849619362805
4.122605098910232,-0.5738353387976062,6.175858492738789e-06,2.1478517263443075
4.665489494697905,-0.838136956903899,-2.380051590242272e-05,0.696509419450143
5.38052615686276,-1.3943597091284565,-4.59207152660776,2.4146723257202107
4.818283476300149,-0.9115211358679098,-0.8120271961403162,4.4653040204719145
5.092609895626031,-4.223658048252506,-5.443054360532259,1.1805447880847346
4.804481217671624,-0.8787378740490988,2.2467382802808102e-05,1.8228497174836518
5.117130658693213,-1.1413700905622932,-2.860416906516341,2.6167070908567416
5.3589458162816435,-1.3853946419355931,-0.7995131572270654,5.911533672801404
4.488114185978446,-0.6019275334126065,-5.731337360537859e-05,6.048357732836219
4.897319842218367,-4.010590616968299,-4.554198045539977,1.2571233022666213
4.9741964306653115,-1.1065525740634694,-3.5093491590737815,2.0796296095723736
5.08780885350165,-4.1924342625193285,-5.566904944682289,1.2066809633781457
4.936353050059231,-1.0823744642838264,-2.6331539719803527,1.6307506903176927
4.79642702797147,-0.8862041320273035,-1.2737369134694936,3.176815441055478
4.193872056420848,-0.49080827940249694,-5.86920737075881e-07,5.80615530019954
4.435052827888571,-0.6739461270463103,-0.00010985826211328803,0.5957980741764869
4.808665575556097,-0.9393624353723651,-0.6256040656262485,4.434707529687714
4.534932674807196,-0.7757583472997863,-0.16373391624020858,18.227702411428375
4.527771100883918,-0.7969744255619129,9.246786046384679e-06,0.5409385655631439
5.106305629581627,-1.3354815628495809,-2.5504408611737586,2.0412971824958213
4.977227106760815,-1.0329816856356615,-3.2642731175754744,2.2412077778462822
5.206885852834955,-1.2283808446699536,-2.825654240377066,2.7600308573633416
4.750484746986097,-0.8758278277851476,-0.8740508071945994,3.6000579162875157
4.726639050171537,-0.9129687778479233,-5.108479863843803e-06,0.6801733792588377
4.2353112697414215,-0.6408583519407122,-2.1264258335555928e-05,2.4152727483879093
5.159000763035803,-4.315181998275208,-5.132499167574548,1.0318126401857353
5.145080519571156,-4.346013060903728,-5.353787677630636,1.1580708879204349
4.627512603910865,-2.910172698792513,-4.173654829814809,1.1821091053085866
5.2710309432817155,-1.2140280758537743,-4.7958595040302505,2.2030232057034924
4.590534961084248,-0.8174043620974083,2.1590484165047838e-05,0.6579581641675654
4.456952589972794,-0.5810642988827603,2.5080982294532428e-05,4.211702823768061
4.77538260625783,-3.8588348409243585,-5.156241104158686,1.1458047948367622
4.155013374323162,-2.3221012795765175,-3.1372660513577784,1.0666704577068395
4.491867351023673,-0.6399136775230558,-5.172288661053312e-05,4.846693459021448
4.715136896294224,-3.2248346059216924,-5.080760784742152,1.0778959355503204
4.523223577288846,-0.6873797203235228,3.5836139688994205e-05,7.299657915947275
5.012187458726751,-4.222452119422648,-5.252225133845209,1.1784827493873207
5.243753849980918,-1.2932797860215588,-1.4236753186012645,4.098167770258139
5.013445679851359,-3.6847930999672314,-5.1951182019321,1.235810410088371
4.68005713373179,-0.8566585553278819,8.10704291119749e-05,0.64554149862806
4.559743246530774,-0.7897739531759701,-0.00012835251626987053,13.37282949720427
5.221985853534492,-4.32793446996093,-5.56068454034692,1.1178699132222298
4.947663146264973,-4.096671223824851,-4.569620875749519,1.2359995505254702
5.097787239043425,-1.1459647108618891,-1.8186241785158812,2.883674508992227
4.12330923380373,-0.577804028895244,4.0340469263579096e-05,1.2116885479808346
5.101989033538149,-4.280234782538581,-5.09324175146768,1.055739750933262
4.9663596830672,-4.022702003395996,-5.3589612388274555,1.1460742793685115
4.801146863606721,-0.8737162784287876,-1.5987516121128855,2.913799105519284
5.045884508974698,-0.7329570622768671,9.96599335433812e-06,4.9257256811337635
4.772494075746641,-0.862386041353427,-0.8100058114463234,3.734609258036727
5.1359633561500955,-1.1762285528735914,-2.9901856725054263,2.6038280196850856
4.852153685204532,-1.1076791582239178,-3.705685391832809,1.0216105240517064
5.195684182737901,-1.2729161957700592,-1.7736277312459128,3.0911407741160497
4.199372016334108,-0.5753052491980888,4.4929699637709275e-06,2.063406264971808
4.891212624521579,-3.9539272978606066,-5.261291545466679,1.110793688982299
4.963510260615535,-0.9781107730717387,-3.0776577023003346,2.336441188343556
4.882331749348862,-1.012466846775979,-2.0158201174261486e-05,4.689551572253324
5.2940414041495805,-1.2540511716736393,-4.448426193074326,2.396705942149449
4.730187617194628,-3.9565805645680565,-4.629907891836111,1.1639889290903116
4.786595056021589,-0.7652952904914159,-1.0851623755878215,2.9043297593581534
5.334878540477034,-1.4063774457245324,-2.0582605412457435,3.513159513932081
4.955906190420132,-4.146536477977214,-4.680639211275722,1.2411743988367938
5.009931612550292,-0.6623081972846111,-2.2464780476760753,2.712957957278715
5.122921062870864,-1.1182755533199933,-3.161662982117961,2.5035037359308068
4.782905043750951,-0.8335413389308054,-1.3536748453914451,2.672113695412796
5.133005915189032,-0.7797263931709199,-2.2897304841326904,2.9250124420847547
4.918635476075277,-4.440032530290162,-5.1320872603346,1.1194004164987006
4.980075614979314,-1.0671067751033292,-1.7182698081583612,3.219319541937041
5.373150785119797,-1.1022376901323483,9.399911072021527e-05,13.583012294914111
