beta0,beta1,beta2,tau
3.7043283202468444,-3.351943281372324,-4.607548861745558,2.0227733751372874
3.243134698491422,-2.878202716206404,-4.52209222289913,2.7625573597496573
3.2933472410942115,-2.8643430175858464,-5.274859089796055,2.6457468645683093
4.091981838691262,-3.6053463777340786,-6.001802037318545,1.743460287376035
3.0661381595505066,-2.6454073750138343,-4.784222840377744,2.563439834031891
3.0879772068959395,-2.6660603143515393,-4.823035815878509,2.5693729004707397
3.0606024367695643,-2.617539366119885,-4.757405240290273,2.5536512357679535
4.341937259215348,-3.8881644564455646,-6.081731643673144,1.866413193511042
3.539104369611557,-3.082121496604355,-5.646544524473555,2.5788374540371533
3.6014538819923123,-3.1576524361179135,-5.475478119908125,2.535436708389108
2.948503679811982,-2.59863004129825,-4.232516951477118,2.6239856210740427
3.3328273985522636,-2.878149356392611,-5.3850821423529585,2.559082653061606
3.083014008331758,-2.664259991562938,-4.758793983300231,2.576993568931241
3.147228546481221,-2.7346563217117357,-4.919572506131205,2.596809399332422
3.1465754190273287,-2.720055246593325,-5.057856238164388,2.5776715518753015
3.0740037835075045,-2.659333327319651,-4.7090159725820335,2.5859112481935407
2.8985461612403096,-2.559947523863548,-4.126808827252521,2.6020479671221386
2.846177856784531,-2.499544427209778,-4.144604660682063,2.70667831151209
3.236266774662756,-2.870072253864273,-4.530918968348666,2.765775092658071
3.13526857056586,-2.7400509033454203,-4.687371450832234,2.7043652756619525
3.0572830842785077,-2.641844086590663,-4.6919718599003915,2.5704666102950284
3.495925321071821,-3.198005156823742,-3.9345124462066217,2.40358721241991
3.073748725240538,-2.6574649346925265,-4.77588705136591,2.516737148654431
2.896626439713899,-2.562794720915183,-4.12348161622938,2.631017652642836
3.5496270762436795,-3.164278356976232,-4.96419231506679,2.662251003226443
3.5859807783817508,-3.141654277827948,-5.507694652862883,2.5675268338053856
4.038137500143693,-3.5558995972033043,-5.927340110434384,1.8594397583459294
3.075109775122826,-2.630529642896129,-4.763137245391605,2.5594650813451683
3.5173153940254487,-3.172834910445523,-4.449675371663765,2.337448013885018
3.054163557062476,-2.648589474704832,-4.641515541095505,2.5929636762593886
3.109217640983705,-2.715780681033126,-4.6433936431883325,2.662963721317743
3.437340500447507,-3.057568887531702,-4.852909091187935,2.6581801081386693
4.042824006640963,-3.532519368958003,-6.167698587572666,1.8738633822453585
3.4845371792115887,-3.1707530433463766,-4.163684628647458,2.3990887177745623
3.4867959671040403,-3.0699236920326007,-5.359159674723141,2.7439748953213705
2.943246226351222,-2.5902274033582087,-4.276509321995031,2.5866967433974764
3.511510822114336,-3.1268021533899732,-4.990517302285211,2.6502592335552198
3.1189503525899926,-2.7015457723584704,-4.775394915015348,2.5975293001439073
3.265109630847319,-2.846205066018086,-5.202175957734307,2.683168311632751
4.065819221841874,-3.54746351851773,-6.231410537855363,1.8308592950468743
3.0713276980269386,-2.6580323958556304,-4.764103577316274,2.590232171621472
3.783330253304687,-3.326249089647356,-5.352777286019919,1.649970269784281
3.5579386637600074,-3.1170570946673117,-4.944896835709263,1.6380435804207345
3.139974527198047,-2.7515081433829294,-4.842678010766142,2.651940557537487
3.5810163310647876,-3.1387718500003574,-5.485129172634308,2.5761149723300805
4.244525729936444,-3.80613664398231,-5.873561251888664,1.8302519543374227
3.231384453046771,-2.8714228010869047,-4.496185152534584,2.764597926851302
3.2901461883619803,-2.91737276377326,-4.701439764645511,2.668113142704937
3.153291917669883,-2.680448980768788,-4.963936153822401,2.4671572051216195
3.5853121282954628,-3.097742433827936,-5.94774187037059,2.4823000430635775
3.380252731184304,-3.013673509646805,-4.725840878532308,2.7503371766326246
3.60539813806275,-3.125735081085606,-5.865622563356082,2.506724647079954
3.5339928379359002,-3.119344263650922,-5.369648357227855,2.776896462648428
3.8616114024508543,-3.348968311053135,-5.900970546243967,1.7919308157699405
3.0705396841097587,-2.6594680377033595,-4.748301484285512,2.583032022124704
3.310166997956287,-2.859769995126683,-5.326133485860295,2.578567570008042
3.2686227141976882,-2.897214415495203,-4.607601764325043,2.7162327033783256
4.126689351896366,-3.633286528667674,-6.093687661240421,1.7450747182493367
3.4148441793425763,-2.9871410074301616,-5.349029672881077,2.699930379253134
3.1583573709029205,-2.7420945971936788,-4.960611238379241,2.5761569783471217
3.6021362107193675,-3.118667698332339,-5.898490510201547,2.5027721517461408
3.1465754190273287,-2.720055246593325,-5.057856238164388,2.5776715518753015
4.153318486219876,-3.6674428985070917,-6.040229123546958,1.7961076653327646
3.879626916230575,-3.3868591898455414,-5.847141760440011,1.8824887936465453
3.5637901625500583,-3.1102290248230653,-5.559051269066925,2.5247243462978997
3.588970258868169,-3.1164403584824774,-5.86585209182231,2.5173311514663532
3.56970497026285,-3.1811114087146746,-5.035176743841769,2.6183841526349605
3.0410654712711827,-2.641880078333391,-4.55859424350083,2.6678438391884653
3.127173125626439,-2.705395885207929,-4.987611530463584,2.5797858864024916
3.535140977329444,-3.1043928232904774,-5.423771135852205,2.622606931233452
3.611922177515454,-3.1366519832247275,-5.9140580168804275,2.508548905880643
3.134336195153986,-2.6872557904659993,-5.101434744313599,2.5960401211058755
3.470189701081845,-3.098442316934071,-4.851936129790263,2.787386087816996
3.9594195286235188,-3.4334259437998025,-6.16529969184765,1.8678697732209697
3.3249078746654255,-2.8736621738223733,-5.363412538893263,2.5995776497418857
3.069333017340971,-2.6731384617041454,-4.6694546740805505,2.5790545300420096
3.1375619904072005,-2.747284736131829,-4.636592718241962,2.654459048631623
3.0712959461332483,-2.6501126938888806,-4.794728929774505,2.5640133421686397
