beta0,beta1,beta2,beta3,lambd1,lambd2,rmse
3.1903969544090627,-2.8272198160701763,-2.68928327577407,-1.805772203826379,2.7841347781308103,2.7840146709912403,0.05605518148221606
4.0535911532745486,-3.5450495578025123,-1.834595411527803,-4.323447024766916,1.8616296385920479,1.8616197850367804,0.14177365047873008
3.0660245879566768,-2.6568548128789433,8.227387410598688,-9.999999999999998,5.3502387260255295,3.6490121964240045,0.06712951234216319
2.885107076628466,-2.5320911156217196,-1.3094769797958856,-2.8259768087089223,2.7053251009994908,2.7053704465885575,0.0697550683898132
3.5708220651721407,-3.1949656495470213,-1.7397142772010101,-2.9418111961881994,1.96364974251728,1.9636760809570941,0.0590219204819549
3.2741742879009608,-2.9697332010912127,8.004030298329347,-9.999999999999996,4.147597750574019,3.3524843288930373,0.036244345130939555
3.287215152239082,-2.9198781095305355,-2.8844714210058107,-1.7344740897497544,2.69876460294387,2.6987763062248744,0.05954816621873355
3.1441282229574723,-2.731007240610407,-2.93822741931599,-1.9929294300581804,2.616030694018785,2.6160474790294,0.07940412030317236
2.8945574029829553,-2.5160016124426705,-2.321277394559816,-1.942661810798431,2.7003474391576026,2.7003542081979535,0.07779613359849323
2.851311359598697,-2.4184052775456486,8.554181890975409,-9.999999999999998,5.77373429104728,3.6293308204015426,0.07947196094370855
3.7101616288457175,-3.325648681257834,-3.145400853361992,-1.718219723918674,1.7584931043490377,1.7584751534506318,0.06606903564355285
3.1804274715971044,-2.7006698535664206,-2.761006626372815,-2.261720770413468,2.442229347023162,2.4424218428378897,0.08125541362683628
3.3097302194472458,-3.0068970622344278,8.07032993481135,-9.999999999999186,4.857286742217873,3.8756978343318083,0.03402155798609364
3.134449230260561,-2.701009167808416,-2.6460667786552596,-2.286867908021326,2.440459720970586,2.4405874170862676,0.0716177164139231
3.1127940434411374,-2.7689079602609437,7.823333088542725,-9.999999587540916,4.910662345423754,3.7716839956358776,0.0490110917015752
3.5964355864922495,-3.294373655221557,-2.537715296896205,-0.5697515189477457,3.1299099925167373,0.8239365855943169,0.03608609131978537
4.357993431601701,-3.9156717991129937,-4.3110277174891625,-1.7504276691959835,1.9072200232714513,1.907243670332679,0.10799728077518447
3.2632901193270003,-2.916458137059828,7.384501233722306,-9.99999999991289,4.75037986898918,3.7616237349044326,0.05011460851944574
2.949784182523064,-2.546931657711577,8.462796061205497,-9.999999999999998,5.582423939352642,3.7696064494390935,0.06458018543682316
2.9617687914217754,-2.535147084363175,8.175958981297406,-9.999999999997094,5.496439647257577,3.6239095638529517,0.07607691029608814
3.0687830561983023,-2.6534392436726204,-2.7659217027420335,-1.9749077323006374,2.5873091401522967,2.587303081265303,0.07591510203738286
3.1650722961359397,-2.7443461357916927,-2.9855027848584546,-1.9676393269503136,2.6055001760881096,2.6055191866285012,0.08013418975455436
3.8713472886500035,-3.3887484341745218,-4.058680800999322,-1.5189705834365512,1.6428340282007476,1.6428261214435145,0.14646327385692864
3.8134832602630153,-3.3178186853787066,-3.693087624498217,-1.9335593872168224,1.6825988229631836,1.6826891051983712,0.15357057952046133
3.1081740521345944,-2.7082930932734643,-2.203499894722514,-2.4925487190403266,2.672551411598656,2.672414430059146,0.0700371415773519
3.106870377261823,-2.6937639308463033,-2.6400950188190238,-2.1410141111572587,2.5237737932977637,2.5237505553923314,0.06746344746153293
4.128406161509821,-3.644373862894958,-4.110230320088428,-1.9032615926062684,1.7237827787041544,1.723733233599269,0.14913389160292131
4.154171009521563,-3.703656741153166,-4.062138258575824,-1.82505976898034,1.8763762887031283,1.876330520400077,0.11939373446738517
2.9435020209993916,-2.530537000955759,8.1194196132967,-9.999999999999849,5.440762655589836,3.635900687336152,0.07459043251322527
3.292895155470456,-2.9824658319449617,9.288969986049556,-9.999999999998845,3.8387340238305647,2.762190269483088,0.02234773506350439
2.906503507608236,-2.572305895964148,-2.118483822198285,-2.028568220557522,2.658151070459125,2.6581327052303307,0.07075911650462671
2.9728689724395485,-2.543032894450749,8.113106389002334,-9.999999999999934,5.454282457431179,3.60023668585812,0.07465149272180249
3.1052766704608357,-2.7330183838120337,-2.2477382776286277,-2.243721095552189,2.7589869190507716,2.758916862648347,0.07045486296001292
2.9782895541964916,-2.612199104664005,-2.376979223645961,-1.9551487355909085,2.6879749122519483,2.6877899699105097,0.06991105017669622
3.1867649652076997,-2.857727725345064,7.796325187799922,-9.999999999999998,4.979217797678297,3.928008816878711,0.041173513947269286
