beta0,beta1,beta2,lambd,rmse
4.974692750645421,0.3001982911029342,-1.2782518228993531,2.5007264320191087,0.044457439505452556
6.583395128936865,-3.7149219898302612,-1.0575173420597714,1.9688037094188333,0.06661348404242866
7.96922383603667,-3.300066661108366,-3.612404137570314e-05,1.0559640774456127,0.08928732261943942
7.071837469033375,-2.1507842060389684,6.403436445484367e-06,0.8134383127480264,0.06970809412715481
7.53935041399625,-3.4131179060207426,-2.2225593542369393e-05,1.10438578346792,0.07081265242773922
6.973704164364443,-3.8136523409051017,0.00019375313077494156,2.1266490131698825,0.06114852084563328
5.115787186240243,0.07503797396343581,-1.6499830189049496,2.5478873091707968,0.05355540169685388
4.837843952414393,0.48100442409506006,-1.7720972586843289,2.1945276987518776,0.044816264167747547
4.884990991688079,0.3671367767737083,-1.9390228155144695,2.4255429709725815,0.06189898771669421
2.7915220792289577,-2.6944030552268763,-3.6029130183111473,1.9108496603890748,0.040858564120961255
7.7245218297022245,-3.8531625415469977,2.0705843758120433e-05,0.893666801743238,0.09345596506112944
7.910652226472811,-3.418754324438578,2.829098525725628,0.5174981513275015,0.038679236564203946
5.201025265704614,-0.3105993448095249,-0.20150928924853811,4.541479168587194,0.056941267524022954
5.036253484588531,-0.9470897320683751,-1.3211232499254622,2.3358559984579244,0.07102609019853909
2.2087706274617376,-2.113079970621836,-2.6877335096252617,1.1541428098313933,0.03303512979172315
5.266177213030439,-0.24496943228923876,-0.7119975661888119,2.343827199557108,0.03934985663129205
8.26203829649309,-3.401400881723163,-5.08257414694774e-05,0.8428123443122111,0.06550458048652516
2.9738389941962633,-2.746867700990943,-0.0001118077342696152,4.968676382422595,0.06488255881055256
4.734005586347796,-1.5249617325718003,-2.326121666253643,2.2738042532427465,0.1109798773500948
2.8281328501606606,-2.7371145123492466,-3.6805329898546724,1.8343859016026869,0.03631921677055024
2.7146238515786605,-2.5976018040584807,-3.4288075643741966,2.1281224520536663,0.028529526975331555
3.0408220824767254,-2.816025832840508,4.920866541837228e-05,5.531982816732794,0.06187010304657339
3.0307077874983306,-2.813418145549979,3.7818310381881346e-07,4.555716455330038,0.05814912131987575
7.6926039563460495,-3.533776418201147,-6.639312673000086e-05,1.226278041797246,0.07331402216495732
6.895959726216452,-1.845721903704289,2.897119109949554e-05,1.7904752871884906,0.0563445382346489
7.506044117957986,-4.161870971909189,-4.942200566839937e-05,1.2846104372094167,0.06757308261746177
2.2607579772787245,-2.2198667271139567,-2.2861929741745732,1.9811971374844748,0.025176777339403572
6.920409672752624,-1.9098420937590346,-9.727237496188975e-06,0.7787423268521559,0.07895441642614254
3.3454212257097624,-2.9501742146417165,5.389453365277332e-06,3.339288385262855,0.03592351854578479
6.275100484990691,-1.0211318870290262,-6.55109328195227e-05,2.6398757244627595,0.06783462931131756
6.665590390963166,-1.6711415356492036,-4.876281397350613e-05,1.7541666290770563,0.06504888436056812
2.2860843963236332,-2.237416326407642,-2.381136430530756,1.989749613222048,0.027270036599739363
7.658516813689486,-3.5158638733412073,1.8364109764321915e-05,1.2743644524082323,0.07442369660357318
6.351398619913607,-1.2881700375061262,7.523129580638919e-07,2.4186217955171134,0.06918837242595757
7.169902264522626,-2.208362254553289,2.624211810998704e-05,0.7658482472238469,0.0673166213579522
4.922237860804227,-1.7623743739013444,-3.0546444127444463,2.1494007925906575,0.10281137474641536
2.855585423929599,-2.499376210832666,1.5430348887947225e-05,5.192752045496252,0.050490741151923035
2.1573524647863187,-2.0941962802603977,-2.3968661213749387,1.1427877539546323,0.041215940357242534
7.106239583504339,-3.733389247743981,-5.620441233837131e-05,2.0045667817802864,0.05998271386021384
2.378670519339951,-2.329718630412892,-2.6160012814881144,1.5916474627658088,0.02910431252159314
5.272307227035959,-0.23878860659972148,-0.8310018047285557,2.34303745172054,0.04092806773989768
6.471049289249598,-1.44970995966036,6.883969044409045e-05,1.5063425907593424,0.0744265428551832
7.036406550931717,-1.9932384181597673,-6.195032169797555e-05,1.579656371374897,0.0568346362011874
7.587320295909262,-3.60305625833561,7.831941745144812e-06,1.1096947784327267,0.0718338540016139
7.931028810617937,-3.8855790355089543,0.00010668351177869751,0.21367160130302104,0.04635815285893643
7.972946153135205,-3.3088835092606685,-0.00010724245049685687,1.080844223487794,0.08613680907785591
5.0755559336565135,-0.04617499079711007,-1.8617587050839315,2.07365247435163,0.0595624261735827
6.7441617706939,-1.867407613350149,8.667150726934221e-05,0.9587320808725377,0.0790697195172126
4.789354307028795,-1.5184375364915168,-2.187331803000242,2.2936660345020172,0.11548065077638855
2.7622178031534785,-2.6516514086340703,-3.461319939783833,2.0641015128493474,0.03004453500472591
2.3493657149157823,-2.295513568035583,-2.51699653013721,2.0010557483139833,0.027382204912799062
2.2958007432084857,-2.1578407528457335,-3.071996408229295,2.5016776132034053,0.023061727471660496
2.2386833374540682,-2.1997929502564677,-2.2464496809193135,2.0892080953432597,0.030776311803370458
7.673784399486509,-3.7535223661494035,7.183199413394802e-05,0.9713598890739154,0.09291241802009056
7.127087809926064,-3.799227085937726,-2.369490817396958e-05,1.6407712753852157,0.06637883707032022
7.561206961730071,-3.364058019995997,2.6266254863749932e-05,1.182338725174796,0.07053837732339788
2.9537609620092025,-2.7421490552188206,0.0001233604978034303,4.9873668448641535,0.05675954217832353
4.9313484070559115,-1.2255503522556546,-2.1542266638294953,2.169761719735069,0.10052814530767366
3.3258416186660638,-2.9453772128626357,-0.00018968237442559366,2.553714861210839,0.03726378499446805
2.373556441099964,-2.335010716563124,-2.4629758014289,1.683825243851691,0.027189967848005106
6.647697807076005,-1.5050206842074194,4.317419076625137e-05,1.489922016537284,0.06296359828464437
2.064685310008782,-2.0521616904924054,-1.7879171959823197,1.2111126482071919,0.049362628328152004
5.110809433918147,-0.9939090310209918,-1.2113523823062369,2.2834739252400755,0.06977355942578543
7.237314845594599,-2.2218682729758257,-3.856282582606103e-05,0.7460543132431162,0.06527470596232554
3.1599716707608523,-2.9556184941090176,-4.702716451198571e-05,3.427701159809378,0.07048509495521992
4.954101509702859,-0.663585788613716,-1.4840527953722809,2.441718398930571,0.0630111790532471
2.5736863576004096,-2.267852325886583,-5.5039185037156414e-05,5.626099417533111,0.05435278784097488
8.125782610294166,-3.22898180686782,-5.36049329955256e-05,0.9395981267031709,0.0716363094449356
2.352240144043457,-2.2776915046715525,-2.7490662623802655,1.2771687830220158,0.03308445640957446
2.869698899830725,-2.73292231375024,-3.957642417123064,1.7634086746565738,0.038458237127512035
6.73015386263607,-3.608726833470248,-1.2036569177206593,1.5341353609063912,0.06275155270707097
6.610145925252987,-1.5053494513900978,5.702550447432014e-05,1.4037892771639873,0.06789323310170471
2.586525132784134,-2.2978776236997414,-0.00011732492220235352,7.253354352846018,0.05457618378523745
7.4401300262727315,-3.4488003509862613,-5.3830053613704626e-05,1.228112388424561,0.08191718449775003
3.1514911994821415,-2.7916677797786695,1.6491620052304763e-05,6.528566017338896,0.054302015592728146
3.092520856185853,-2.8395006057602195,-1.5852965360545716e-05,4.490007209181359,0.0660099635357372
3.184682839883408,-2.9106182989666007,-4.5946783998673785e-05,4.929048064724772,0.05560777192831011
3.0212714150534534,-2.802969600320909,3.6118681236864793e-06,4.417361555537928,0.05971686416007732
7.74239951131453,-3.322800158304169,-1.761572077568187e-05,1.1596330731926627,0.0795826676853563
2.5725995062605995,-2.2395843263014688,-9.869590320779088e-05,4.874267278214118,0.04913326155585435
2.642302087489958,-2.3152764107360984,-6.34953041550672e-05,5.482216428663559,0.0583764935470531
2.2159512964927175,-2.175381463921776,-2.183075197264791,2.2670982025022868,0.025240390093331115
6.789003269444932,-3.654705640502184,0.000214759113734029,2.1809632372363046,0.06491721740053977
7.657442645539574,-3.23906009632904,8.172337153184082e-05,1.1528166608588741,0.08239337370827647
7.4895569109178055,-3.86207593169748,-5.186193129728055e-06,1.0693845539015001,0.06713779474928497
6.951438318626663,-1.9422325413535801,-3.527629917460552e-05,0.8287618236205958,0.0754004598736048
5.1990458877250925,-0.05136197176431949,-1.2601764639681887,2.0870584212254664,0.04693171991236205
6.923612943250388,-1.887664340858007,2.1837283990727704e-05,1.497586508725471,0.05804753784603735
4.959801264760976,0.32674495020653976,-1.4143466223686871,2.470505839058778,0.041831939937147816
7.255316225378743,-3.9357459938337485,-0.00011248344294507041,1.4926392521196765,0.06389599403588755
7.642938073105473,-3.449052659767755,6.158854440961465e-05,0.9197409896600696,0.09723381415946586
5.094204254259794,-1.0600347109884793,-1.3655718991900054,2.5283425943591493,0.0582749630759197
7.3841256846756,-4.128874578964933,2.8350671150861406e-05,1.4015010003347337,0.06516366623314297
2.1182822231614584,-2.030683006232878,-2.5151278045708954,1.0931313524525423,0.03987714875307919
5.180447303206258,-0.20992183220788413,-0.8764436597194997,3.2233698296719253,0.04840487858913354
2.445562587616764,-2.3836617916064937,-2.6953785929117235,1.8342935942551641,0.02958832321497503
2.1632907151181935,-2.142184291741951,-2.165301604273096,1.1374282383980527,0.04804051595574476
2.207394294100629,-2.1590881998988265,-2.396143484479586,1.0627492888325463,0.050393022799110565
3.2399510879307467,-2.839374543074141,7.854268722650416e-05,3.180643152306747,0.039631779845295
2.647711201093613,-2.334762440090115,-0.00014476125257699809,5.522168414118399,0.05570660043580291
6.056134338336078,-0.8798741728565902,1.9599268527324705e-05,0.9878783787768259,0.06589674681100963
4.87426492035209,0.3433172779931858,-1.2496834300104824,2.622534985849163,0.047978215213830076
2.2582396958784465,-2.223818135683039,-2.2517077363350633,1.9740183724619984,0.03294392823923498
6.123198442724435,-0.8862540600788825,6.062330754390765e-07,2.1318634594026244,0.060047449275724335
7.874220718192228,-2.7497313625923328,-2.2830672961045562e-05,0.3260391941430923,0.045369703856886594
5.048843050402356,0.18582269838487375,-1.086950820456501,2.8445270579928272,0.04354508984300656
5.0999056600368675,0.13823080844824992,-1.012333698795517,2.829923427193261,0.044271388232845266
5.031167989421161,0.11810708796588318,-1.6970512401899494,2.427189113984598,0.052992088381587595
6.762272892700542,-1.765371102468575,-7.59829023377048e-05,1.681347675904392,0.0660393906032536
5.996607702685308,-0.6257057184913204,6.442608578622733e-05,2.743674001369037,0.06124234328636376
2.9521131380052825,-2.7259462318599494,-8.552345334190514e-05,5.2131989544943,0.06090904796204858
2.6476830842383907,-2.5390896299740655,-3.489411308348882,1.8408277493915335,0.0286848403213808
2.702450770627576,-2.6098271785242355,-3.5486142186753846,1.7713236554511531,0.02945779609617036
5.032832757502567,0.13333560247194776,-1.6251378299482064,2.4560271519503063,0.05299740499465917
5.130258715395166,-0.8419847337759533,-1.2648047963201403,2.1702675366661945,0.05207865162913001
7.168558230008469,-2.1625805784805836,-2.972450307620095e-06,0.7543784913953644,0.06637702478778035
4.815287590120269,0.47183448688477336,-1.8869198150526452,2.1215674776583553,0.045196781489557726
2.8482330411240446,-2.49154871315568,7.375446579646157e-05,4.93176554149042,0.05066662893058819
5.023303327647567,-0.9124279495259188,-1.5359494422045685,2.1953275624190947,0.0768016104070712
2.1349682714034546,-2.1016128233673372,-2.2085253125859157,1.830070532888645,0.02882401261953131
6.897281060612053,-1.8300692873271653,-1.650842949714635e-05,1.5785325876768617,0.060038590112272264
5.080904586683527,-0.9343397935076325,-1.6447469538093682,2.1680445406621556,0.06789685193805312
2.2616054964166326,-2.216785858364436,-2.259120783622875,2.342682075367239,0.024792547851226986
2.8418940054524384,-2.54722215100204,-7.888735686483851e-05,5.72570336586051,0.06449387939088058
2.909503065458595,-2.8026721915864394,-3.8619710584347313,1.8133750202767316,0.043732940813674015
4.967866629190967,-0.9297768753731258,-1.858450504864141,2.2294625538477786,0.08342673390865235
2.9440398639859295,-2.6085318347072444,1.1797162336441675e-06,4.7157967300146515,0.06101134864141238
2.6139185884342035,-2.3035262363224165,4.836916646024458e-05,5.257996834685284,0.06205226132041351
8.317870687064449,-3.3852398015048233,-3.178034741194555e-05,0.8179849185383973,0.06722430157233192
6.702009197791188,-3.852264025746325,-0.9842010698588691,1.8272288734336777,0.06749760381401936
7.872542005339129,-3.587385666558286,-3.949781801054135e-05,1.1150146510130117,0.07549582929850825
