beta0,beta1,beta2,tau
2.9752078880707673,-0.7746436441819075,2.0777486004773e-05,5.596214203078267
3.1126883616451826,-1.5268251430127822,1.813725396759622e-05,2.5778768738654887
3.307197536288395,-1.383320748993718,-3.104388986820189e-05,2.583552734996166
3.2215335694416654,-1.2734503384361662,1.2897631680564954e-05,3.129018797085449
4.073847098071185,-1.8546672983079984,-1.9408509155681264,3.58356606191786
3.791703584911914,-2.419857669864025,-0.00010311889600715809,3.6396326518608735
3.8145600707073224,-2.30590158585078,-1.553635372296928,2.327106045469012
3.078964899576141,-0.6538403463453346,-0.7063624580432848,3.4188277939507477
4.6918250949812075,-1.8647436971038427,-5.1681397296042726e-05,8.241655297611931
3.415549609557511,-1.3722789509353976,4.531899164194275e-05,3.1954520645355005
4.4820929143164685,-2.45288122367831,2.5959337654119793e-05,4.749347021105252
4.716075142102311,-1.9096750139957699,-7.333069158727809e-05,8.347272018031326
3.8597335308648364,-2.4453984179799817,-0.8047661585786976,3.148951397091806
4.638159006897351,-1.8493543313831977,-1.2447256040167473e-05,7.261119560541037
3.2118560553925373,-1.4960153984939797,-4.171961393957033e-05,3.2562234541236643
4.466359451763539,-2.2422428040636726,-2.4584099885841217,2.3038620848958695
3.40612877202826,-1.3974000493636738,7.434508598668097e-05,3.251542269499833
3.1487850838008185,-1.0102216071235628,-0.00018848584685753284,4.4867362882959885
3.0693041826903387,-0.7307603122058643,-1.1781241375940716,1.5989234596003599
3.3416494419783094,-1.2606164567547213,-4.929824016885105e-05,3.3218118636869995
4.462602196152904,-1.6186895920270914,-1.6696694017456069,3.0039518834054433
3.896899336927695,-2.4385085800908213,2.2393574175903858e-05,3.9799385972905674
3.2702579668434097,-1.342584429898824,-8.75494366316635e-06,2.714238229548654
4.162899230560646,-1.5882140009172405,0.00017405409718665703,9.17045101326059
4.608692509038216,-2.49089121262336,-1.4357085741740512,3.879155406328475
3.862876246785623,-2.4114331058435656,-1.0510586844607182,2.816486149066849
4.136026355617302,-2.4608299526404687,-3.061375086160363,2.2447577331304385
3.8178854349791855,-2.331825473989176,-1.4837358600291002,2.3189077971591017
5.056292952020474,-1.7364313697686178,-2.778150082653043e-05,3.243604019994789
4.775794903233832,-1.9811499484624142,-0.00019445887541544006,9.17739006879618
3.352305410786429,-1.2580305030940875,-7.79350828470746e-06,3.5427409632291043
5.035780224265322,-1.712630912105896,3.299988101618431e-05,3.3299529882989334
3.235004931193939,-1.2945455692424264,-2.1938762995638695e-05,2.9776570246572227
4.719735355900239,-2.358544663679977,7.254529458330143e-05,7.569183126980902
4.666929994441492,-2.6657327301367095,-8.896062062050758e-05,6.638688746260103
3.8621033178228985,-2.4229769271132797,3.250250995450882e-05,4.16648803477457
4.140553846074679,-2.4272000066901804,8.188351968303033e-05,4.3580336500937475
3.180200379509816,-1.4608628028347426,1.643891254330118e-05,2.7908307710199654
4.198955708426125,-3.169421709548101,-3.7208941073925095,2.3708133014067228
4.405770640898098,-1.5267297782660123,-2.28608968529183e-05,2.392976236850474
4.49987922980052,-2.2813461117845932,-2.654131193419704,2.293528484111842
5.038719080188886,-1.7168396384039766,2.608774713707648e-05,3.33155261301337
4.918070055047154,-1.6920074523441913,-0.21753246322228936,2.75246256398215
4.576543796509741,-2.5444165874116234,-1.5578727029839619,3.4749564311441277
3.187877056937806,-1.3097273131023313,3.278612545982522e-05,3.300490911704411
4.1397641140039445,-2.8639252436362193,-3.211192023038718,2.108033863152458
3.1889251969099845,-1.463694424934567,-2.873855397060704e-05,2.728268240751346
5.037743804827098,-1.7470983553278214,8.63136382166781e-06,3.276827869102468
4.763626111514726,-1.6427856011909348,-2.1695987631620693e-05,3.6931918064306197
4.4026875835243455,-1.4666481028008551,-2.1704748134132736e-05,2.381898869902146
4.010057695019211,-2.3897988208444607,4.732200631986716e-05,4.162841612700676
4.613845153278817,-1.6356244912580709,1.7955721721645555e-05,2.708960318122824
4.638710508071223,-1.8333344758373182,-3.369240443946517e-05,7.304450305568297
3.0045476415739256,-1.4201811883528632,5.58097811938949e-05,2.5351915716139457
3.2072995135558418,-1.5226453567674418,-1.770586695319662e-05,3.0086690184456617
3.8273999351539194,-2.396296078022522,1.4459573544217265e-05,3.9935777694190295
3.0003235644966337,-1.2848892980905864,-0.00013433271755587073,2.0252050325857804
5.022175690755789,-2.433593380079507,-7.3368204381498575e-06,11.62332554639527
3.0258020336748723,-1.133161010383435,-0.00010659995795641222,2.975449680535211
3.0996769515145073,-1.5000810400417517,2.0628613058360885e-05,2.518043402850936
4.82541994911961,-2.2770377202693095,0.00011804607027117984,9.343465345570298
3.0158530525011034,-1.2396969626501249,4.209332523665222e-05,2.274837190062758
4.670630079323207,-2.6803710457368704,-0.8831994304512355,4.904040323961531
5.036661908189469,-1.729406388806896,4.779089855344075e-06,3.354477547424226
4.460306158216102,-1.615759512646115,-1.6636841006188197,2.8308353507234743
4.503875437470938,-2.2844127924638298,-2.4689715154872456,2.444027328426948
5.0173334432718635,-1.802957140551794,3.4835304532845706e-05,3.0147906836860963
4.240625322289689,-2.5412675232284125,1.3444205884948794e-05,4.36996553553304
3.0767571861544987,-0.6159670052943481,-0.6650502012247638,3.1221831431341984
4.221233660202303,-3.222013472335342,-3.6118689796346435,2.3701831589025293
4.61933725839164,-1.488998143710287,2.4477052875681233e-05,3.132666562250626
4.450562084220849,-1.620600144714823,-1.735396299676007,2.776928405927126
4.466019941961987,-1.3213164389652803,-1.1418270317705952,1.1162895099667487
